adjacent_verify_to_use_count,any_violation,complete,confidence_visibility,decision_owner,example_id,model_id,observed_stakes,prompt_family
0,False,True,visible,ai_system,mmlu_pro:test:10061,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10061,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10061,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10078,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10078,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10078,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10078,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10078,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10078,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10078,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10078,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10078,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10078,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,hidden,human,mmlu_pro:test:10078,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10078,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10078,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10078,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10078,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10078,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10219,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10219,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10219,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10219,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10219,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10219,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10219,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10219,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10219,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10219,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10219,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10219,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10219,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10219,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10219,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10219,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10306,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10306,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10306,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10306,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10306,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10306,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10306,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10306,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10306,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10306,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10306,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10306,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10306,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10306,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10306,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10306,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10348,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10348,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10348,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10348,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10348,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10348,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10348,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10348,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10348,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10348,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10348,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10348,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10348,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10348,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10348,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10348,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10398,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10398,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10398,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10398,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10398,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10398,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10398,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10398,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10398,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10398,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10398,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10398,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,hidden,ai_system,mmlu_pro:test:10398,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10398,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,hidden,human,mmlu_pro:test:10398,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10398,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10424,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10424,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10424,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10424,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10424,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10424,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10424,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10424,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10424,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10424,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,hidden,human,mmlu_pro:test:10424,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10424,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10424,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10424,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10424,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10424,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10456,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10456,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10456,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10456,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10456,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10456,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10456,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10456,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10456,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10456,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10456,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10456,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10456,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,visible,ai_system,mmlu_pro:test:10456,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10456,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10456,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10461,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10461,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10461,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10461,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10461,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10461,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10461,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10461,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10461,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10461,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10461,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10461,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10461,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10461,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10461,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10461,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10463,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10463,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10463,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10463,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10463,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10463,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10463,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10463,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10463,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10463,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10463,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10463,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10463,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10463,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10463,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10463,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,hidden,ai_system,mmlu_pro:test:10486,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10486,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10486,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10486,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10486,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10486,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10486,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10486,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10486,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10486,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10486,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10486,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10486,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10486,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10486,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10486,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10514,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10514,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10514,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,visible,human,mmlu_pro:test:10514,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10514,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10514,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10514,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10514,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10514,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10514,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10514,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10514,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:10514,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10514,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10514,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,visible,human,mmlu_pro:test:10514,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,hidden,ai_system,mmlu_pro:test:10518,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:10518,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:10518,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:10518,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
