question_id,model_alias,model_endpoint,score_condition,displayed_confidence,parsed_action,verify,repeat_index,q1,stage1_correct,prompt_hash,request_key,estimated_cost_usd,input_tokens,output_tokens
2919,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,0,0.99,1,b1650467074fc4c7a0ad6a059c02843dc3b2d682849771d3e6cd3311e3713ccf,verification:bbb7ba8f17e1834cab57fc55e3962ffd24ff0112603be30bf2cf2342255fb4f5,0.003444,781,16
2919,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,0,0.99,1,375eb1407143767ff9c80da4d968c03a1e49df958b43d6c795560cd5944709b8,verification:e05967eefda5dddcee1dc368a24130d664e234a108223ded46ff1455aa1a62cc,0.003444,781,16
2919,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,0,0.99,1,5aff28e2824202356b2306ca765d8fda685ab9e6c5bb5646e38fa029a6b1e8ef,verification:50c6942b690dfde5f77b2539ae6b61a16506bdc591a0e4ac56249f3d81a4f0a9,0.003444,781,16
2919,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,0,0.99,1,b61d1eb7509093a0e11cf412fe4f92716be2bdd71f739a57b3f97e5fdeb6fcf0,verification:d569563c564aa774ea05cf18427f27f55be6265c896abcbbc6e64cb561921857,0.003444,781,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,hidden,,USE_UNVERIFIED,0,0,0.998,1,3fff50de975fe25f4fd7da42a4a14c142ad50d342c91cd3f9cc07ac8701fd9cc,verification:73cc95de35912dab38ef7f94162335d26c50ca25dda083575bea4622addca785,0.004756,1109,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,true_q_visible,0.998,USE_UNVERIFIED,0,0,0.998,1,fd1a425659dfbff4cf1f8b227f341381c9a39f7b7f0ed5d5e75fda04137c6a79,verification:d92ef1e4b301ef5ea50dfc1602d752469cefff0aa50a4be0042666c8e64c971e,0.004844,1131,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,0,0.998,1,145290797d2c5995b834232dd278f4112badc7bb9dd59f927229a25c8eb61349,verification:03db50468d2a963a09c02ac6b79af6ae928cf2bd4a2d48e2b6fc031117acf00d,0.004844,1131,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,0,0.998,1,dd98acfe1a8d049364c76145f98e845b14b40a7c57403a62754837f3a4cbcbed,verification:93e3691b9db7f28ba07ec29e14298cb74c38cb6a0ad157cb7e9d715c1a8af45f,0.004844,1131,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,0,0.998,1,df0dcdf257f71798f4a9a3e80c15ae121b02cd7406275f95926bfa91da142f5c,verification:6f1178a5825b0f9779c38ca0f8cde02bf3e5cb393722b660ffaef5b98eb94e05,0.004844,1131,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,0,0.998,1,c3facad5ff7c926348cddbd1e143bbe31971843b72c4a04c8b029ecd0d5958cb,verification:bda782060fae1434610e7a41502f58a9eda94fe3e4f7af07f2690b93400af87c,0.004844,1131,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,0,0.998,1,495834eaf7237865b03fe92023183dd496e3fac743ec6e93417105311d1be6cc,verification:1555ca810c8655ed174de3ef86e507d776f4170b1c2205e7e0dbfa523a939e0e,0.004844,1131,16
3153,openai_gpt56_sol,gpt-5.6-sol,hidden,,USE_UNVERIFIED,0,0,0.998,1,80e8c1b835316f80cf132375ce3f485a2d05ca487fbacd9babf323a66c744201,verification:137dc55e30223313b1f376ec4b55d4a78468d23de7336ad9dc9d2632fe32ce3a,0.003704,846,16
3153,openai_gpt56_sol,gpt-5.6-sol,true_q_visible,0.998,USE_UNVERIFIED,0,0,0.998,1,e33034ba14922fdaf542fbddeb595dc1ec73b50e1e3ae9ce16dea183b4a2224a,verification:4c3f0b1cfc3dc7a7bdc86d5e782e98054e7d1dbf4a7c73d06c5fbfbc4c53ab4c,0.003792,868,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,0,0.998,1,c7e39d3c245840c6017015f16d37b1d1b57a39ec72d9bc864f74be686dbbdb80,verification:042a53dab4078aaf1404514b40a7c4725547d95528fd572e77ebe271c733e4c3,0.003792,868,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,0,0.998,1,93e1acddbb6528cc26dd98175bbf7658aba45e7bea3abad868d60ee7f4003ebe,verification:971aa0bebb541b7c2a82a8e4ea85bb9d81523d92b60131419baa204780b22ae1,0.003792,868,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,0,0.998,1,70a34f60d56a112dd00b2c4c3eedd59f0092911ddae154d53ec6e40f860e5ac5,verification:9cb0f0d3c4cb11e7c9434e2e08d9a3fca4135a8b4a1bfa52e6d229315de931c3,0.003792,868,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,0,0.998,1,8413d6666908a29e3c97526666f583cb99b4b409238874c11781e8ce163f2889,verification:3f28746c97d9ab58c80d940a9d3deb4a9e6952f6d690cdecad1b9285b8091423,0.003792,868,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,0,0.998,1,ce4e8d107fe4aa9d78443ba57bd09d193babad68c08630bd754765ad42f80f54,verification:a0491fa6e4d9375aeaa02536bc7d43b849856a19740e387c738be632f11cbec3,0.003792,868,16
3211,openai_gpt56_sol,gpt-5.6-sol,hidden,,USE_UNVERIFIED,0,0,0.99,1,cf71b9af019dac581e7b5af91cea12d0efb4b9395add8f423405125d1a4c3c39,verification:504c8129dfb5abd5dee9ae84799f677c6029765d78133002f329e1f9a8eb4919,0.003948,907,16
3211,openai_gpt56_sol,gpt-5.6-sol,true_q_visible,0.99,USE_UNVERIFIED,0,0,0.99,1,927b520aeba7ca51470ab195a93be3fb1b160d73aad93594746de5704ecd952f,verification:6f9667eb7ba34b67b1cfb551dd4a4ff43987c6cc242e54e49c158d4262ea4e01,0.004036,929,16
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,VERIFY_FIRST,1,0,0.99,1,5992dfbaabe77a534aaf68c19eac90c5305f8d5e59d1d576c5f674d0e5870802,verification:4ed2d53a591162fc6e3ba5b4a0b353f561637b6ec4cbd563cda3baa2d52b73b0,0.003996,929,14
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,0,0.99,1,fbf289e9f2c739f2feadc1b61c289b3e9cdae781d8442806c622b8f10297fd7c,verification:d6dc832edbbcc9ec114c1fd99b80a9f41d446d9c8e25404282359e4b33914814,0.004036,929,16
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,0,0.99,1,db6f0686da207475f003d85e3f1e58a6d64f6274a866e0080a0946096e862e04,verification:cbcfcabbb7ce5fe68bcc1acb681f70123e93f6bac462638f64969eac323a7557,0.004036,929,16
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,0,0.99,1,5625c85e222270ef0a66d5c1607b9f1fd007db4a60b799d3558599019d1b0acb,verification:671a4c6eab576f726311a6afa7b1d80f0851f0200114e113dc96dbd323c19109,0.004036,929,16
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,0,0.99,1,927b520aeba7ca51470ab195a93be3fb1b160d73aad93594746de5704ecd952f,verification:c98eefdf65e81c9f93fb47ced839857cecbe0f8030d74ddbde4b810f7696b0fa,0.004036,929,16
2808,openai_gpt56_sol,gpt-5.6-sol,hidden,,USE_UNVERIFIED,0,0,0.99,1,321b79992751a8ce485cd986013581e072cfd44dd463d15bfd04652b780997ff,verification:0d0a7de733e1f8a0bbbbb4592dea2473f941e53d41669735fcb82066dde500dc,0.003344,756,16
2808,openai_gpt56_sol,gpt-5.6-sol,true_q_visible,0.99,USE_UNVERIFIED,0,0,0.99,1,bb87ddda12b4a4e1f2751ba64f0c48de26be3160adf85cc18c4d50542df0bf3e,verification:a1e5b28eeca78c3c6865289982ee2e4a857598af4d3eb9ca1a3f9f11100ee58e,0.003432,778,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,0,0.99,1,fd30d07b1c90745c8d4419c229417a543df8e10a39b26837a39498c6b39330e1,verification:bd5b22bed855e13e1a307c6dc9ce8688d949b71c57a9e5b93c68b0ac1a05335b,0.003432,778,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,0,0.99,1,4615878d3e45bb3398befdd15e876cb3b50ca1dc116b803d9577a73fbc5b3d19,verification:182335d31864775bbd9481a8a0493788a23d128dbbbdce8a01a0cb19fd39242e,0.003432,778,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,0,0.99,1,1a0219134d72b5b74a972196f051a8c62a6d48408c19dc067f5deac6b56f405f,verification:712dff606a74bfa18302f060716be4d88a8d5a9599a6cc8930ee9bf1ae8ae961,0.003432,778,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,0,0.99,1,12c2a423cd3b712031876b3c321575e164501b331055bcb382a68777731847cd,verification:19c91029300e37412f2964b183159c7640c335b26128f8e3d5bcdb79ce973195,0.003432,778,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,0,0.99,1,bb87ddda12b4a4e1f2751ba64f0c48de26be3160adf85cc18c4d50542df0bf3e,verification:4cba9bbfeb7a3e45287abf481ef474f6671545f7945f1959cc5bd2fffd2db977,0.003432,778,16
1899_B,openai_gpt56_sol,gpt-5.6-sol,hidden,,USE_UNVERIFIED,0,0,0.99,1,aea50c2a87875375b5a908b4caeec36ce498dbbf85c9bcb3581b6b08b2184a8d,verification:b6ad921d4ba972d88443cf628002c12adadf1906ce4dda4adaf37c22d70cf396,0.004904,1146,16
1899_B,openai_gpt56_sol,gpt-5.6-sol,true_q_visible,0.99,USE_UNVERIFIED,0,0,0.99,1,1f947d892a1029f051688819099a65a7a24871810c0f25c20b39640c6986f9e3,verification:0d1f4d976832651669cd0d900dfabec7a30ba4151833dd928d28b0798e8e4d66,0.004992,1168,16
1899_B,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,0,0.99,1,c04a02b303f219c14b7f244a85ace0793fc1f08d0fa31e7ec7c511b59e43836e,verification:21380aba3318bf08d3ce07f0725cc6e1b4533d0c079a5d32b7c4b9e87f61e485,0.004992,1168,16
1899_B,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,0,0.99,1,c92e243a6e0355d8365775026f59fa95fe00fbbbc61923b1c76cdc421877981f,verification:1f76eac12b32cb6a5ddb8971569c2accc3604ffc22f46f00466c65b1a5ad20a2,0.004992,1168,16
1899_B,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,0,0.99,1,210fcedc5a32709ff6aadac3e47c4928197f7339fb39771241215a18588532b7,verification:d617be715e7e5929d7ba14d4dfb8202aa5d57668844847e47010f19736fe4bec,0.004992,1168,16
1899_B,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,0,0.99,1,6dc16e3d80000aa132ffa54d8d348bd93d7dfe11bf825eb1cd0cc64bcece8b81,verification:ab5bd607982e8f13ab7dd0d900a0988dc97511e176f7a733c1aa85f29b449960,0.004992,1168,16
1899_B,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,0,0.99,1,1f947d892a1029f051688819099a65a7a24871810c0f25c20b39640c6986f9e3,verification:e5817b028560c9cd803a33103918cf9b8014fd012a5de751fa18133e9b2c29c4,0.004992,1168,16
2952,openai_gpt56_sol,gpt-5.6-sol,hidden,,USE_UNVERIFIED,0,0,0.99,1,6d767bd9664b74144729c19a6ade6d12b2f3cb08624ecc0802f61955bee855c2,verification:67408eccbd850b7a74dbed51c37ffdce7bb12bda926d9e096db4fa5bf5215d29,0.003696,844,16
2952,openai_gpt56_sol,gpt-5.6-sol,true_q_visible,0.99,USE_UNVERIFIED,0,0,0.99,1,67a91e998dd41b57b90e8e362456c9c56f05adfde88fdcd2bca0bd1ee77ab25a,verification:9c2e7c305443fce74953e66312e2f9854d3a6623736f8db097966d9a900cbd1f,0.003784,866,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,0,0.99,1,753563e4a0ef137a5e85354d225d832154839a842e8f9d4b7369adbc43f0cdf7,verification:9de5bc8145424059510c7daff3ee1be1170603abf8caf367f775c73a40b5a0b3,0.003784,866,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,0,0.99,1,358f6e1b7d4f10f6ace86c4f5200cd86e4ffd1f03df7305f6ee0052a8c04c832,verification:d8f2da4a68d9a71cb173cf1a4c9aa4795b1257b5b7e78fe9f58beedc6033e3da,0.003784,866,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,0,0.99,1,6584c972a2a513e811020685299efa6c4afd990d772cdd4adf64ac62212626de,verification:bcc8c7c19489fc2bdcce76434bb884515df14aacb58b611941409fc208e8c03a,0.003784,866,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,0,0.99,1,fe641b56e5ce8b27e5e88b9b77d0e34ffe7fc7cbcdf3a1d6c471f380aaf5c4ec,verification:6f5cdd7a91826b77502e0e6ffcf6b395067e98eb0d1ba3d34c1c331c2045b18c,0.003784,866,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,0,0.99,1,67a91e998dd41b57b90e8e362456c9c56f05adfde88fdcd2bca0bd1ee77ab25a,verification:1e62865743054260ccc6f2eea90fe657c884beeadcab1d8a718d7bee22a7099d,0.003784,866,16
3196,openai_gpt56_sol,gpt-5.6-sol,hidden,,USE_UNVERIFIED,0,0,0.98,1,60052ee16858fd7fd877b42112e8fa97921ad7722ec3e55a5c1e903a0d0b3bdd,verification:cc7b8bdc4f0105305c1db1eb0dac4fbbd40714d3d3340f0a9e562a91f9053fd7,0.003368,762,16
3196,openai_gpt56_sol,gpt-5.6-sol,true_q_visible,0.98,USE_UNVERIFIED,0,0,0.98,1,fad0d1c8f345528a7d0aea96cf873eaba4a21f83890b4d6e4689abae3f70413b,verification:a375162116979ee641abaedf2a6670f10186a27b74aa5b4400f69765811d3ae7,0.003456,784,16
3196,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,0,0.98,1,73ff0a8b964935e0e20e0b615510e3e9a51d6ae1ada7478d5de5da799362ff46,verification:bde6d14317b5022b6143320e83df269d243fdbf8113435c62fc157b371caa093,0.003456,784,16
3196,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,0,0.98,1,b7aef7fd83e193ad2ce834df37bfed8b489bfb8271de4e2a07980e788fe2805c,verification:120a77156a9b4b24f7da878a13f67ec2d9ccc8a4073ba5a4d914ab27efa2b844,0.003456,784,16
3196,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,0,0.98,1,f811d5001be435a12a774fbf56920329561ee434667b7e02430964730bf10858,verification:2c163946255633d30fb95f992ca4c86cc39cc97bb2aab00428e347061446c1a0,0.003456,784,16
3196,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,0,0.98,1,328c76cc3c15a5aee07ba229f19f58e037f1a7514cb925934186d43701c302ec,verification:b388ebed32a5b8d155d83854159761dd9326322cfb19323146cd58f606c8249a,0.003456,784,16
3196,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,0,0.98,1,0072f20eb05ea53af054591040a4a5e36a4637900317bfd7296eea4804b2809a,verification:b0bca7e955174ca1ee535ddebcf22920d42e142febee5a54bb2a379ff78475b8,0.003456,784,16
3017,openai_gpt56_sol,gpt-5.6-sol,hidden,,USE_UNVERIFIED,0,0,0.99,1,e69277e9446d668f4c6b1727626bb0afa60b67ee8d06da1d23522821d6b7bd4a,verification:73ee8e9615b21b791e3f055dc455e002c528f510a6df3c8e2bba8326bcdfe1da,0.003956,909,16
3017,openai_gpt56_sol,gpt-5.6-sol,true_q_visible,0.99,USE_UNVERIFIED,0,0,0.99,1,962f040f4e11a95e8c5718c133cca45d5f7ee80937da798ff821737ea6d345e4,verification:0b570ff96493c03153aee609ed0d672446c5af5475f6ac872a6486bfd6a93407,0.004044,931,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,0,0.99,1,f72041aebf83cda7c29e911b3cb32ad8088c81c1efee19a529deeef42857a6f0,verification:196b10ed7f369adb2a99324c7ae928e3a2fc5b7817e9acf86039fd1fade84fbb,0.004044,931,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,0,0.99,1,8b1f683ccce89403455ab7be7538d7ee5d0bad3bd8a199c782239dc5cd2e2349,verification:3bc062bba1f84de5ec15a1e2269ea9062eec1e81bfa93531a1b6a844b72bfd71,0.004044,931,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,0,0.99,1,1375795c7e7cc76d3eaf04d91367a8d87eddff029f586517d163249a94760e89,verification:aa3d7c1b1fd14f0d37f936f95e0c0c3e9d4278296cf7461d0ceb458a6e705f01,0.004044,931,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,0,0.99,1,a6d4241d30bdd360a7d5e071bcdfc162b6c47912a39ff09ba12b4a882d26ab8c,verification:81531c158c9a2ddd8c4cc12802b3018e8df3cb68bd5cba0e499188a3b777cc0c,0.004044,931,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,0,0.99,1,962f040f4e11a95e8c5718c133cca45d5f7ee80937da798ff821737ea6d345e4,verification:2fd188d2eb3cc9e88df919e4c378f16ad8f19c20952ed453cc779d49d5eab391,0.004044,931,16
3224,openai_gpt56_sol,gpt-5.6-sol,hidden,,USE_UNVERIFIED,0,0,0.99,1,20628bf20e37ee5d89345605e8d092eb3f88fce2c992cbe762edd2a90c966d1c,verification:602653d90e362812ed805021c8f7ec75576060ecf99964904f87c04a9ba1603d,0.005964,1411,16
3224,openai_gpt56_sol,gpt-5.6-sol,true_q_visible,0.99,USE_UNVERIFIED,0,0,0.99,1,ccd0f640fa62ad68d1ae5ff039db0bbb1c583274c9c5d74c67c4681551a0d93c,verification:d5accfc12ac1358ca3cdda945cfb45b0553eb2fe1c4dee92a47dc72bed0617f7,0.006052,1433,16
3224,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,0,0.99,1,d235a8270886b6d60df29a7a72d7d3b09266a18dc4fce3a22a5d8b905fded1cf,verification:0a891a35720b53415f6cc007ed91ebdf8805f3dc89b54c9b97303a56c6f684c5,0.006052,1433,16
3224,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,0,0.99,1,17787f03ec4ebf8aa31def143c3e62b3b3decf516099b0233f189646d9aa9f95,verification:b474ede8bcd7dab874031ca09d791cb5ceb9d2f5ab0d46fad0bc6717d8ef251b,0.006052,1433,16
3224,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,0,0.99,1,36b238a7d1f12dd915e185213f3d9e4d9e57df8982c37afa9e212d70a68befa0,verification:dffb6dd80cc73403adf7ed9832dccdf109c195c0de8e51ae21185bf8eb94fce4,0.006052,1433,16
3224,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,0,0.99,1,2dcdef13919cdea3df026d05bd8512de5835d384b4b4fa2ede93003bb38e5a73,verification:8519e6996eadbb5f9306de27495f43b0cbd7dab2d54431c1ed13ab5c51d6d0f2,0.006052,1433,16
3224,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,0,0.99,1,ccd0f640fa62ad68d1ae5ff039db0bbb1c583274c9c5d74c67c4681551a0d93c,verification:d01d35fbbb6e2c3a70a2d6ba9f912aafd9a04b27fe211ca1ae977be63bf31223,0.006052,1433,16
3261,openai_gpt56_sol,gpt-5.6-sol,hidden,,USE_UNVERIFIED,0,0,0.99,1,88dc4bbfe04c340da0434d127e8aa9d74e2e830f26f037055e27683234866962,verification:9849d9ddd4563e142fa921053c3cdd57d42493018fa26a583b854a0310d0ed08,0.004316,999,16
3261,openai_gpt56_sol,gpt-5.6-sol,true_q_visible,0.99,USE_UNVERIFIED,0,0,0.99,1,35419082de9d2512bd4a0f12488bb691874d3f2f7b61c939de8fd219890ebe75,verification:f5ffaa91b0efb899dd266361b67aaa83dc4653a46b7fa1647ce7b79026c7f4d9,0.004404,1021,16
3261,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,VERIFY_FIRST,1,0,0.99,1,79bf3a6ee317114757f15cec9b1c9cf56db1eecc847cd5506d81f83ebe5989d0,verification:bc796d4b4f8b3b54106a7ae7a739b398f3be619b1ad9efaa03e0095dd66550c8,0.004364,1021,14
3261,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,VERIFY_FIRST,1,0,0.99,1,6f07b6bd65cd53a012d947967622bd7ac7288831a9986493a79483d81339f408,verification:710ac774fcc1aac98a4e8b6864c21e0eea5a5146f6cd073d54681596e3644be1,0.004364,1021,14
3261,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,0,0.99,1,5b4f7bfd2e67ac64d74cad10489b9d6d593a59289f4e06b3c69b41edf49309a5,verification:505589733aed563e28d00f6ea83c618c06ba29692322eb996bb8adad59f376da,0.004404,1021,16
3261,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,0,0.99,1,21130cf0ddd9e26d0c81c7eee7ff2bcea07cf850f6c19e4e5ebaab934cdbd83b,verification:3014fe674c00942060f95a66d2f9e9c6980b94499853ea1d456cf1318cac569e,0.004404,1021,16
3261,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,0,0.99,1,35419082de9d2512bd4a0f12488bb691874d3f2f7b61c939de8fd219890ebe75,verification:d61485b8568d0ed6636c803a87d4d58df86e0a1631d00fc460616a285a1a27d6,0.004404,1021,16
2879,openai_gpt56_sol,gpt-5.6-sol,hidden,,USE_UNVERIFIED,0,0,0.99,1,6171ee6b50468a86ed92423d33822c36cf819f5e168ae3e7c8a75b3441217fe6,verification:78ae388e677ad418b2cc57dd87f18c41b69d109871c1df0b2736786a3d02e971,0.004932,1153,16
2879,openai_gpt56_sol,gpt-5.6-sol,true_q_visible,0.99,USE_UNVERIFIED,0,0,0.99,1,c3072ed3688b1e89fb2e07fdfdda5f91b7cc88ff3bb84fe091ab83b267f0f9d3,verification:90e59ced4742f4eee4e69d3eea18e5edce254bff0729ea6deccff50002bcac65,0.00502,1175,16
2879,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,0,0.99,1,382b4a84c9e93750c87d1296b7733f4fb373c4825e5854a7f1dc0b7c81d9eb0d,verification:7fe68954b6a8c4e7de3884dc62f84d7fa847c75545f252a50acbb05756c8ef4e,0.00502,1175,16
