question_id,model_alias,model_endpoint,score_condition,displayed_confidence,parsed_action,verify,repeat_index,q1,stage1_correct,prompt_hash,request_key,estimated_cost_usd,input_tokens,output_tokens
2919,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,VERIFY_FIRST,1,1,0.99,1,e0bf7b7caf211ba471b4fb22e4f52bd28ca42bd28a4fd1c99062346434249d02,verification:408fa3642d6768bf0bbcf400440cd9240583d8f95b5bfc12d7354d53fc84b35d,0.003404,781,14
2919,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,1,0.99,1,b1650467074fc4c7a0ad6a059c02843dc3b2d682849771d3e6cd3311e3713ccf,verification:a6a17d73f3136db4ad31144afa0c5087a34a5e4d8ea1654b0a5124588de74b98,0.003444,781,16
2919,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,1,0.99,1,375eb1407143767ff9c80da4d968c03a1e49df958b43d6c795560cd5944709b8,verification:dfce7980cbca2962a9f1c2382c31517f01788e5d75252363caf1c536fa2b764d,0.003444,781,16
2919,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,1,0.99,1,5aff28e2824202356b2306ca765d8fda685ab9e6c5bb5646e38fa029a6b1e8ef,verification:15dac4730cbb6a5fe3183efef7b8afb1118fc5e7fda6842f084b34c8fb5f2adc,0.003444,781,16
2919,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,1,0.99,1,b61d1eb7509093a0e11cf412fe4f92716be2bdd71f739a57b3f97e5fdeb6fcf0,verification:62958a3d8a09d829c98ebe2c672978dc478d8620f77d6b91b29095f58767cfeb,0.003444,781,16
2919,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,VERIFY_FIRST,1,2,0.99,1,e0bf7b7caf211ba471b4fb22e4f52bd28ca42bd28a4fd1c99062346434249d02,verification:784ee25a0ddfdbfe02e66d1c30991659c5974fb964d46f42a7748d2abafc67a7,0.003404,781,14
2919,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,2,0.99,1,b1650467074fc4c7a0ad6a059c02843dc3b2d682849771d3e6cd3311e3713ccf,verification:7f5d20291908d18b606fbc8372de45910859468bcc8f2e787708268762ef9911,0.003444,781,16
2919,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,2,0.99,1,375eb1407143767ff9c80da4d968c03a1e49df958b43d6c795560cd5944709b8,verification:c4219d4cc13f5e957dc7cfee230c1057ccd5b7a852b2651c2b4de57730f10435,0.003444,781,16
2919,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,2,0.99,1,5aff28e2824202356b2306ca765d8fda685ab9e6c5bb5646e38fa029a6b1e8ef,verification:631429df99ac6c0c584dfdb231db17d0fa30004217ebb3df89482a884d94d301,0.003444,781,16
2919,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,2,0.99,1,b61d1eb7509093a0e11cf412fe4f92716be2bdd71f739a57b3f97e5fdeb6fcf0,verification:1f98ae5183e4040c613a2e920b1862824df062a0b3bd86ea0260755f5132deb8,0.003444,781,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,1,0.998,1,145290797d2c5995b834232dd278f4112badc7bb9dd59f927229a25c8eb61349,verification:a0246a1795f6a24cd2b97de5bf2bd6af41dfdea15b40bc53a9ebcd3b5d36f2d7,0.004844,1131,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,1,0.998,1,dd98acfe1a8d049364c76145f98e845b14b40a7c57403a62754837f3a4cbcbed,verification:471b6b61aa9024324bbe90c50d1efc6bf5279d515d1dbb0273edca214914b8ce,0.004844,1131,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,1,0.998,1,df0dcdf257f71798f4a9a3e80c15ae121b02cd7406275f95926bfa91da142f5c,verification:8a251c27292cf3f79f842806ee192051545bfbde31882e425beaa239da163303,0.004844,1131,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,1,0.998,1,c3facad5ff7c926348cddbd1e143bbe31971843b72c4a04c8b029ecd0d5958cb,verification:2a646c10a33d0dc1b9f91915f19ec976f75cfa20c16b920c726779aeebc7de5f,0.004844,1131,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,1,0.998,1,495834eaf7237865b03fe92023183dd496e3fac743ec6e93417105311d1be6cc,verification:2f98ac1ad060e1c16b2524b158fcbef6b4d6fd50e30a869877e64a4f7f552716,0.004844,1131,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,VERIFY_FIRST,1,2,0.998,1,145290797d2c5995b834232dd278f4112badc7bb9dd59f927229a25c8eb61349,verification:8699242584a673127452cf6e123e0a5f5a4e2ccdeed27f41374dc09e856efa5b,0.004804,1131,14
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,2,0.998,1,dd98acfe1a8d049364c76145f98e845b14b40a7c57403a62754837f3a4cbcbed,verification:42194634a2ba355eaa792d9cc063f6b7ae2c1ca8f228296bb330cb6b1102f4fa,0.004844,1131,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,2,0.998,1,df0dcdf257f71798f4a9a3e80c15ae121b02cd7406275f95926bfa91da142f5c,verification:412616bbc9d3608b3d39127a77790cad2f0b5cd2715ee575d2633cf404c30a9c,0.004844,1131,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,2,0.998,1,c3facad5ff7c926348cddbd1e143bbe31971843b72c4a04c8b029ecd0d5958cb,verification:97ab44d13cd72ab83b6ee2218cafe2bcb3a3052dd23342cd3ddaa26f13782910,0.004844,1131,16
1899_D,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,2,0.998,1,495834eaf7237865b03fe92023183dd496e3fac743ec6e93417105311d1be6cc,verification:0345510825d4fab40ecfe7a0dd83487e56a87547de553969a4d7106482033ca4,0.004844,1131,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,1,0.998,1,c7e39d3c245840c6017015f16d37b1d1b57a39ec72d9bc864f74be686dbbdb80,verification:b3320975bd10472c85e3c7ef749ef337cb1e5effab96d05dab251383862a3981,0.003792,868,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,1,0.998,1,93e1acddbb6528cc26dd98175bbf7658aba45e7bea3abad868d60ee7f4003ebe,verification:7e846b4c6fe912953097013820d227ee112223bb60d05ea8f72a49576c74ab58,0.003792,868,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,1,0.998,1,70a34f60d56a112dd00b2c4c3eedd59f0092911ddae154d53ec6e40f860e5ac5,verification:f67d8785778110425361316cdb9b9cfa9b0d005e41325eee726864b929a07473,0.003792,868,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,1,0.998,1,8413d6666908a29e3c97526666f583cb99b4b409238874c11781e8ce163f2889,verification:b0b6d1d7a27813a6075ef3a32544ce22d20e9441b0633ce479097ecf95b0ee49,0.003792,868,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,1,0.998,1,ce4e8d107fe4aa9d78443ba57bd09d193babad68c08630bd754765ad42f80f54,verification:7e13eaa219f705d0c67832fa48fb45024dbbad72f726b60a0bf81facb27fb9fa,0.003792,868,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,2,0.998,1,c7e39d3c245840c6017015f16d37b1d1b57a39ec72d9bc864f74be686dbbdb80,verification:b89aef0426a3842e16cbcdd5b550626eb06c85b139f8690c161522eec381a4dd,0.003792,868,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,2,0.998,1,93e1acddbb6528cc26dd98175bbf7658aba45e7bea3abad868d60ee7f4003ebe,verification:4f2f945cf79425878c40efc0929dff4ac2a662257bd7019e798dbfe03ca13787,0.003792,868,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,2,0.998,1,70a34f60d56a112dd00b2c4c3eedd59f0092911ddae154d53ec6e40f860e5ac5,verification:51c39266534702a49c605c453c414b3343d548bab5f69a9093f7e46e23f51619,0.003792,868,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,2,0.998,1,8413d6666908a29e3c97526666f583cb99b4b409238874c11781e8ce163f2889,verification:950aa443d1cca5daa1cc5404a43231c61c61270e5467f1d727e4c3cf8b847e57,0.003792,868,16
3153,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,2,0.998,1,ce4e8d107fe4aa9d78443ba57bd09d193babad68c08630bd754765ad42f80f54,verification:2fdde1549aceb698677292ff655930fe90c271f1feeadc759e2897546bb90b20,0.003792,868,16
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,VERIFY_FIRST,1,1,0.99,1,5992dfbaabe77a534aaf68c19eac90c5305f8d5e59d1d576c5f674d0e5870802,verification:12f32ce66b3fbd36d4ea5358e4e6fcae8ca99b8d3f25742a4155401ee25bde6e,0.003996,929,14
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,1,0.99,1,fbf289e9f2c739f2feadc1b61c289b3e9cdae781d8442806c622b8f10297fd7c,verification:97d5870d90fe4a5b103f4199b37a1d41c0a57c17e4162e4f413d04ca11d7e466,0.004036,929,16
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,1,0.99,1,db6f0686da207475f003d85e3f1e58a6d64f6274a866e0080a0946096e862e04,verification:1eebf19cf36a78056c0eb00f8c3aeb2a7b9298d463371779d663c249390432d4,0.004036,929,16
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,1,0.99,1,5625c85e222270ef0a66d5c1607b9f1fd007db4a60b799d3558599019d1b0acb,verification:1243442ad9a7fb3a04266cfe2078aa7f97493dce9fa54912c282788ef4000c56,0.004036,929,16
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,1,0.99,1,927b520aeba7ca51470ab195a93be3fb1b160d73aad93594746de5704ecd952f,verification:897a81b76748e197299a028e4a7199310cd1188ced0400981e17f7c7f3985f4f,0.004036,929,16
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,2,0.99,1,5992dfbaabe77a534aaf68c19eac90c5305f8d5e59d1d576c5f674d0e5870802,verification:889e29a5bb7254895f1c3d3995282102f351dad274bd56236706a9b8381788e5,0.004036,929,16
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,2,0.99,1,fbf289e9f2c739f2feadc1b61c289b3e9cdae781d8442806c622b8f10297fd7c,verification:ecaef38490150bdda6f73375839449685a21684eb5728d5b1ac0967eb86a2de5,0.004036,929,16
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,2,0.99,1,db6f0686da207475f003d85e3f1e58a6d64f6274a866e0080a0946096e862e04,verification:16a11fb6c85a952041ed81395de73cddfb8d948d0967df4a6eb3d2c724089af9,0.004036,929,16
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,2,0.99,1,5625c85e222270ef0a66d5c1607b9f1fd007db4a60b799d3558599019d1b0acb,verification:509cfc1331d65b799bfdcc6364f90d509a946ae69f53d69aecf7ff8f061beae9,0.004036,929,16
3211,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,2,0.99,1,927b520aeba7ca51470ab195a93be3fb1b160d73aad93594746de5704ecd952f,verification:3527c119b208a10fea3b85e143328488014a47d1a96dbc06ece75816ef10fa1c,0.004036,929,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,1,0.99,1,fd30d07b1c90745c8d4419c229417a543df8e10a39b26837a39498c6b39330e1,verification:10483f0ede5ef8df1b8e7b9a185d7c4a85b3a0513433494e70017f114f7c8f7d,0.003432,778,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,1,0.99,1,4615878d3e45bb3398befdd15e876cb3b50ca1dc116b803d9577a73fbc5b3d19,verification:edf02f555aa9eb54f39a68198a8784b6ef9f774aa945474e06aa9f405afa16d5,0.003432,778,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,1,0.99,1,1a0219134d72b5b74a972196f051a8c62a6d48408c19dc067f5deac6b56f405f,verification:bd474b1ebdffd45ff91533a3d189d98c5b787d51cc050697ef705f41dbd319fc,0.003432,778,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,1,0.99,1,12c2a423cd3b712031876b3c321575e164501b331055bcb382a68777731847cd,verification:47462a4d027eb6c49b49f00e389cfbaf8f37a131ffd34d22dfca0ec7fafe106d,0.003432,778,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,1,0.99,1,bb87ddda12b4a4e1f2751ba64f0c48de26be3160adf85cc18c4d50542df0bf3e,verification:efc45b2fea237d6b22d0fd4366f56906f837f17e35d8aeaffb653c2192f03e1f,0.003432,778,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,2,0.99,1,fd30d07b1c90745c8d4419c229417a543df8e10a39b26837a39498c6b39330e1,verification:4b82ecad086e27e483de9f6c96aff47cab41156aef83c43d8284ef62ff40495b,0.003432,778,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,2,0.99,1,4615878d3e45bb3398befdd15e876cb3b50ca1dc116b803d9577a73fbc5b3d19,verification:c2a59650f27484451dd0342b0144ae865b60a41184295d52e3279bd399884027,0.003432,778,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,2,0.99,1,1a0219134d72b5b74a972196f051a8c62a6d48408c19dc067f5deac6b56f405f,verification:3660d76f4a48c64fb916d6fed593477ceaeaae77fc64be1fd2483b2289f63c2b,0.003432,778,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,2,0.99,1,12c2a423cd3b712031876b3c321575e164501b331055bcb382a68777731847cd,verification:6fd3082f523fa675795be57c51bb96ac5f8ba3b42b8962e0e49eed2a8801b686,0.003432,778,16
2808,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,2,0.99,1,bb87ddda12b4a4e1f2751ba64f0c48de26be3160adf85cc18c4d50542df0bf3e,verification:bc033376ae166ad59d2861dbe572c6f2a0bdad0dacc0d3f6329b614bd5770cf9,0.003432,778,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,1,0.99,1,753563e4a0ef137a5e85354d225d832154839a842e8f9d4b7369adbc43f0cdf7,verification:2c7bc7546b339d67c6c70079eaadcc7056600d442d0f39ab175409de508db333,0.003784,866,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,1,0.99,1,358f6e1b7d4f10f6ace86c4f5200cd86e4ffd1f03df7305f6ee0052a8c04c832,verification:37e6d4e4cb3197ef092f0942705e4110a1b51d0e3908852179e5782cdb30ee5d,0.003784,866,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,1,0.99,1,6584c972a2a513e811020685299efa6c4afd990d772cdd4adf64ac62212626de,verification:1bfda4f924850d0fa1f0817807bec3505746101c4170d5b44dd6053ecbc5f857,0.003784,866,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,1,0.99,1,fe641b56e5ce8b27e5e88b9b77d0e34ffe7fc7cbcdf3a1d6c471f380aaf5c4ec,verification:202de566dc57323765a370948188ccaa70fdd813250273ca3dfd63668833080d,0.003784,866,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,1,0.99,1,67a91e998dd41b57b90e8e362456c9c56f05adfde88fdcd2bca0bd1ee77ab25a,verification:3b2a62ba52b4269a6fda8c4a1280ae905120fe1496a9594377fc27ac5017525a,0.003784,866,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,2,0.99,1,753563e4a0ef137a5e85354d225d832154839a842e8f9d4b7369adbc43f0cdf7,verification:a1eeefeff4cf884f8d5de4ddbe2460116e6abc63cba0a7e63842c7bb94b2bfa2,0.003784,866,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,2,0.99,1,358f6e1b7d4f10f6ace86c4f5200cd86e4ffd1f03df7305f6ee0052a8c04c832,verification:97a5a89a67b54751317b8612c3fdfa7684c412aed265feb3b1f0c265e781e000,0.003784,866,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,2,0.99,1,6584c972a2a513e811020685299efa6c4afd990d772cdd4adf64ac62212626de,verification:b78688568281651d4fdb29a5b2fce3678a21102d0d5f52eb3fcbaa08d2853f84,0.003784,866,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,2,0.99,1,fe641b56e5ce8b27e5e88b9b77d0e34ffe7fc7cbcdf3a1d6c471f380aaf5c4ec,verification:5030d67c4072b155728f18ccc6f58e9745ae54b526e170585be7780ecbd87087,0.003784,866,16
2952,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,2,0.99,1,67a91e998dd41b57b90e8e362456c9c56f05adfde88fdcd2bca0bd1ee77ab25a,verification:fb404da4f2df78b916da5f9f1cf09c71e7bd189da56e49592881c52576df4dc1,0.003784,866,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,1,0.99,1,f72041aebf83cda7c29e911b3cb32ad8088c81c1efee19a529deeef42857a6f0,verification:a96dc0879488d1ccec17449c4656e5e5963b045c8892d085f888811ad0b22d1e,0.004044,931,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,1,0.99,1,8b1f683ccce89403455ab7be7538d7ee5d0bad3bd8a199c782239dc5cd2e2349,verification:8cc74226b6963c940f09017d73bfd01343506ca975f3622d7b33046e9f4b9571,0.004044,931,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,1,0.99,1,1375795c7e7cc76d3eaf04d91367a8d87eddff029f586517d163249a94760e89,verification:d5e5a715e86303f7e284505a415922293b3f37635fde86a775a735f0f192b3df,0.004044,931,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,1,0.99,1,a6d4241d30bdd360a7d5e071bcdfc162b6c47912a39ff09ba12b4a882d26ab8c,verification:a50ceb52c3a8be02341e5d9a1a842cbe6defaa08fcd04279cb2eec34eab2c911,0.004044,931,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,1,0.99,1,962f040f4e11a95e8c5718c133cca45d5f7ee80937da798ff821737ea6d345e4,verification:b3527ad0c1132f9f3a1d6f9aeba83fb2b3a72af7f5432075b197605962989553,0.004044,931,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,2,0.99,1,f72041aebf83cda7c29e911b3cb32ad8088c81c1efee19a529deeef42857a6f0,verification:4c05a96eaad9a480806a177143a59ddf90ef17b8d71cd9f50b1aa6746f7d44b1,0.004044,931,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,2,0.99,1,8b1f683ccce89403455ab7be7538d7ee5d0bad3bd8a199c782239dc5cd2e2349,verification:66707f20c707627efde142d40428a38192115c3fdb377764f100fb586b173794,0.004044,931,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,2,0.99,1,1375795c7e7cc76d3eaf04d91367a8d87eddff029f586517d163249a94760e89,verification:24016e4d304ded852be8fb3675df353e342c3863c1d9802ddcaf16de0efcc030,0.004044,931,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,2,0.99,1,a6d4241d30bdd360a7d5e071bcdfc162b6c47912a39ff09ba12b4a882d26ab8c,verification:992d2f6908a1fe60a8f29c9a4ff634af37aa89a0492a19d284b0492df0df47eb,0.004044,931,16
3017,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,2,0.99,1,962f040f4e11a95e8c5718c133cca45d5f7ee80937da798ff821737ea6d345e4,verification:6cc06657f007d0072fc769c6984e8551a4393d7ded1a341691462b9be503508a,0.004044,931,16
3224,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,1,0.99,1,d235a8270886b6d60df29a7a72d7d3b09266a18dc4fce3a22a5d8b905fded1cf,verification:03ab2c7fbc9053a6bdd92c265061b583dc1abd0e2a814e699b866a9184e9b361,0.006052,1433,16
3224,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,1,0.99,1,17787f03ec4ebf8aa31def143c3e62b3b3decf516099b0233f189646d9aa9f95,verification:0c7829d2e97a66e53f50a5bfbb3f24a2c1e75a21db0bf7cb0377a60c55083fe2,0.006052,1433,16
3224,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,1,0.99,1,36b238a7d1f12dd915e185213f3d9e4d9e57df8982c37afa9e212d70a68befa0,verification:5d9c8e7d6c4fb11f3b9f959685798441f00e7852356b76a27896e319f21fef35,0.006052,1433,16
3224,openai_gpt56_sol,gpt-5.6-sol,displayed_0.95,0.95,USE_UNVERIFIED,0,1,0.99,1,2dcdef13919cdea3df026d05bd8512de5835d384b4b4fa2ede93003bb38e5a73,verification:b7c6ccf593d69d75bec3ecd6616ef03540046feb91d78d378a457acdc87ae19f,0.006052,1433,16
3224,openai_gpt56_sol,gpt-5.6-sol,displayed_0.99,0.99,USE_UNVERIFIED,0,1,0.99,1,ccd0f640fa62ad68d1ae5ff039db0bbb1c583274c9c5d74c67c4681551a0d93c,verification:e995ae2307734c299bba6ec595ead0d42418ef0b2bce1184dc6e90241b0e4a17,0.006052,1433,16
3224,openai_gpt56_sol,gpt-5.6-sol,displayed_0.70,0.7,USE_UNVERIFIED,0,2,0.99,1,d235a8270886b6d60df29a7a72d7d3b09266a18dc4fce3a22a5d8b905fded1cf,verification:f15115ac23494a376b1d9f2160d5b74962f52cdb36b9fba8d4520e2aa581a998,0.006052,1433,16
3224,openai_gpt56_sol,gpt-5.6-sol,displayed_0.85,0.85,USE_UNVERIFIED,0,2,0.99,1,17787f03ec4ebf8aa31def143c3e62b3b3decf516099b0233f189646d9aa9f95,verification:d2e103181b9696cf9f422dede295cec30ef5433d819b9c92af485f207443cffa,0.006052,1433,16
3224,openai_gpt56_sol,gpt-5.6-sol,displayed_0.90,0.9,USE_UNVERIFIED,0,2,0.99,1,36b238a7d1f12dd915e185213f3d9e4d9e57df8982c37afa9e212d70a68befa0,verification:e335fbeffe84564a38eeca5d73e32e653f647c2d14ed67afeeb06b26a7a50eb2,0.006052,1433,16
