question_id,model_alias,model_endpoint,extraction_status,malformed,input_tokens,output_tokens,estimated_cost_usd,latency_ms,passed,request_key
2952,openai_gpt56_sol,gpt-5.6-sol,fenced,0,543,212,0.006412,5333.9812910417095,1,code:7782766e6951ce17e188142145ce3a04d80abeacd1ab455e6ad7001d3b890c7b
2952,anthropic_sonnet5,claude-sonnet-5,fenced,0,729,1595,0.017408,16198.62458400894,1,code:44c806b931792c80e7477c980701af83817ea4e54efe1860f7c5e3c68381888a
3017,openai_gpt56_sol,gpt-5.6-sol,fenced,0,507,312,0.008268,4997.7462500100955,1,code:9c873c2c01b13b83fee42fd4cea5df60047b3f09dab7f6a34fedd7b3ac9631a4
3017,anthropic_sonnet5,claude-sonnet-5,fenced,0,711,436,0.005782,3805.3813750157133,1,code:e7a2c2bd71e08f7e87d119f2c10710eb38fd9b4d99f4832413d5956654939925
3153,openai_gpt56_sol,gpt-5.6-sol,fenced,0,564,186,0.005976,4654.87016690895,1,code:9cd3e5812a814a1b94607f05c0398c3ec04294acf26d80f94304c090747c563c
3153,anthropic_sonnet5,claude-sonnet-5,fenced,0,766,197,0.003502,2833.578999969177,1,code:2dc88309ad12f25c3a18f003533c45839cacd208a97d8331283a40b3bd0237d7
3196,openai_gpt56_sol,gpt-5.6-sol,fenced,0,461,206,0.005964,4778.809915995225,1,code:f5a3eccfe3eab3a8dbd2f2c493c1362ab43b61020c9f68c0e58db68af7e6ba24
3196,anthropic_sonnet5,claude-sonnet-5,fenced,0,615,347,0.0047,3304.9357909476385,1,code:9a8fa231753f0f3b1a2afc84fc14e32b9588959049efb1e9f6bced856b365226
3203,openai_gpt56_sol,gpt-5.6-sol,fenced,0,995,858,0.02114,15984.537375043146,1,code:0bbc5135fb5d692242c6d76380d0a0e21f4284e30dad86dbd1d8405531bc6c67
3203,anthropic_sonnet5,claude-sonnet-5,fenced,0,1347,2136,0.024054,17997.44224990718,0,code:8579e4f9d9d324520a680bc21044fc7242811d11ac2c75800f004a8801f72d55
3211,openai_gpt56_sol,gpt-5.6-sol,fenced,0,480,328,0.00848,4935.435457970016,1,code:0d8029fd98eacb86180c71d7bb13d15402ffa5d0d0f25364f01c63ac0edc4794
3211,anthropic_sonnet5,claude-sonnet-5,fenced,0,658,1979,0.021106,19597.630082978867,0,code:d2984373cc9dfa36552227fa87351d8eae114364aa4ca10dacde59b69e466def
3212,openai_gpt56_sol,gpt-5.6-sol,fenced,0,410,122,0.00408,4043.534875032492,1,code:d75e3f339af69eda03fb2777b5563698984eb4af47c0f3599b1ec29f6a64c6c8
3212,anthropic_sonnet5,claude-sonnet-5,fenced,0,559,263,0.003748,2707.5977500062436,1,code:1511355cc392c07ccc46ef9f2a3079c083fde5ff82a39689cbf56e4d50670e49
3224,openai_gpt56_sol,gpt-5.6-sol,fenced,0,1073,243,0.009152,3330.8108329074457,1,code:a70422510895726a4abd0d0f288b97388ea26ce7fad30b9350055c90902bae1d
3224,anthropic_sonnet5,claude-sonnet-5,fenced,0,1401,730,0.010102,6505.983916926198,1,code:ab6a716761b99ef448d872e92a3f6ac0d9628240dc517ed24f808ef4be8e8c13
3243,openai_gpt56_sol,gpt-5.6-sol,fenced,0,594,265,0.007676,6098.448417033069,1,code:2afb0dcb74764db94daf1343b7a4396850981e818a856fab67458f975e62d383
3243,anthropic_sonnet5,claude-sonnet-5,fenced,0,788,806,0.009636,7276.860082987696,0,code:f8e3739ef060f5edb1fc4ebf9d5b05cdb96f4d0af47eba7ff1c9f788f0598a47
3261,openai_gpt56_sol,gpt-5.6-sol,fenced,0,705,200,0.00682,4296.73504200764,1,code:2d4f91d30b7c4df095c37e675fb7fd91e65a898a92ce0cae54e7c0602a541b75
3261,anthropic_sonnet5,claude-sonnet-5,fenced,0,978,1774,0.019696,16207.163833081722,1,code:85daf0973ffac965855d7fa94bdbd5031eaab370082549ef6b1fa20923dc8422
3313,openai_gpt56_sol,gpt-5.6-sol,fenced,0,601,200,0.006404,6859.373500104994,0,code:4ff660037f2f40c4be6cf8d5a8b2e16bab02053e70b1f4c1e75cfffeb0c4ea85
3313,anthropic_sonnet5,claude-sonnet-5,fenced,0,807,1778,0.019394,17032.695750007406,1,code:e6bbf9f46b7439406b2d52ab869649bdd9e8ef7c43779fdd78859ce9e53ac523
3316,openai_gpt56_sol,gpt-5.6-sol,fenced,0,469,389,0.009656,5506.430875044316,1,code:8ef2ac184699e704ab9c02a5a448e89aecbc46056b2c9c25ace6887442d7e6a4
3316,anthropic_sonnet5,claude-sonnet-5,fenced,0,626,2359,0.024842,20160.094041959383,0,code:d6e058de349e1e3e23904a63e1cb94d1ec90112821d5e8c82d0d5c8c0d51f33e
3327,openai_gpt56_sol,gpt-5.6-sol,fenced,0,985,402,0.01198,7290.788333979435,0,code:45eb74e172c40f3a5e271806baad925e315548cf9d2c19804b4edf4190fe1d92
3327,anthropic_sonnet5,claude-sonnet-5,fenced,0,1344,2568,0.028368,23329.80854192283,0,code:aaa5dd1e858207b25ecc729d1cdeca576defdbfc5abfa97fa1a4f5c8024870ef
3344,openai_gpt56_sol,gpt-5.6-sol,fenced,0,495,397,0.00992,9171.206041937694,0,code:d2e92933c4c9e9e7dc6d71a5e5eee067cc5605650ef6ae4cabe696c0c172b00b
3344,anthropic_sonnet5,claude-sonnet-5,fenced,0,662,427,0.005594,3541.09204094857,0,code:ed3e2f6b34f2e314b377f5fa39bec122263e8c284742fca3a79fc587f8579aab
3345,openai_gpt56_sol,gpt-5.6-sol,fenced,0,619,188,0.006236,4767.32945907861,1,code:0aa37e4c9d967e60a056a4194606a397049aba9fea9c067b248927a2795d0a0d
3345,anthropic_sonnet5,claude-sonnet-5,fenced,0,825,1781,0.01946,15207.630166900344,1,code:9d0e2d8dfec73ac1e7b15f92db7ecd2224e61eb1c7b725d6683c4fbc9ecaf2f4
3362,openai_gpt56_sol,gpt-5.6-sol,fenced,0,560,271,0.00766,4597.0088329631835,1,code:e980b92fd61f8a003d93eed0b2e1eae125215910ca4ea5ba7b672fa764780f87
3362,anthropic_sonnet5,claude-sonnet-5,fenced,0,793,333,0.004916,3232.4216660344973,1,code:56d542a6b035419f57d0ac5912f0a1bc1fe304d52ab274059ac59b15b2ffa321
3364,openai_gpt56_sol,gpt-5.6-sol,fenced,0,696,352,0.009824,7225.618042051792,1,code:b6130e600a8785d9ecba9052c60063623477d40330b842a4e59c9933123a81c2
3364,anthropic_sonnet5,claude-sonnet-5,fenced,0,952,1847,0.020374,15638.15658306703,0,code:480e2767a636788319cb3f4803186a2766171942d782e9593e773fd5426c230e
3382,openai_gpt56_sol,gpt-5.6-sol,fenced,0,737,162,0.006188,3748.569167102687,1,code:39b5ddecdc9282df5b50b242dd2e00d2d43640f522e092ad379b5933d253f608
3382,anthropic_sonnet5,claude-sonnet-5,fenced,0,918,171,0.003546,2289.68658298254,1,code:728f28cbcd9387993d3c089e8e28f66bb880ebe28ac255b7604a7e9e26136405
3402,openai_gpt56_sol,gpt-5.6-sol,fenced,0,762,308,0.009208,6418.660084018484,0,code:3f405b3e58968d785e5b7f295e70b7165723d05d03d226a8ea08d4158a39f5c1
3402,anthropic_sonnet5,claude-sonnet-5,fenced,0,1048,1535,0.017446,13927.474166965112,0,code:aa7198d9a1d5fb9b73a128b0918c587c2038d26c447880d206bc6765a3ce62f5
3414,openai_gpt56_sol,gpt-5.6-sol,fenced,0,653,167,0.005952,4273.400124977343,1,code:0ccd2f0d2bf5494090a763121ab51555534aeac2732cc0dad3a0b53d6d33ddad
3414,anthropic_sonnet5,claude-sonnet-5,fenced,0,945,1273,0.01462,13948.939999914728,0,code:64cbef435f985a36fef9676f1809a9b8427f7a4d01cd0bc2c50645173edc9d4f
3423,openai_gpt56_sol,gpt-5.6-sol,fenced,0,500,459,0.01118,7988.559833029285,1,code:b643a7a25da4cc879a11c191982281b0d1a89c61a73eff125b3977ba41d801a7
3423,anthropic_sonnet5,claude-sonnet-5,fenced,0,716,1668,0.018112,16426.884290995076,0,code:bcfa1e9aca128ee31b1d84fa93adba29d50abd4f787b22e423866c0f44b1810f
3438,openai_gpt56_sol,gpt-5.6-sol,fenced,0,580,450,0.01132,5376.295499969274,1,code:b4c3287ccbc767a783d4176fc47a45792ac48f6ad472dd322470e04ba5a27cfd
3438,anthropic_sonnet5,claude-sonnet-5,fenced,0,780,2247,0.02403,16909.825499984436,1,code:77f7400359ba8aaf67d3fbe97f0d66dd963bb94ce6db6a65fe9d2c2df50d96a2
3439,openai_gpt56_sol,gpt-5.6-sol,fenced,0,560,327,0.00878,5162.111666984856,1,code:4d950fc881807694487eaa78efff17c5455b212a6d72eb5cf67f8ec468d5b809
3439,anthropic_sonnet5,claude-sonnet-5,fenced,0,802,469,0.006294,3983.74429193791,1,code:9b220777a17caaf5538dac7389b45e01614da54fc2d0cc351e9337821b4db422
3454,openai_gpt56_sol,gpt-5.6-sol,fenced,0,443,129,0.004352,3225.914750015363,1,code:8293b166d662231b5bcc8680b28d0cb9f70f888a85073a6bc274b0e83a7cbf3d
3454,anthropic_sonnet5,claude-sonnet-5,fenced,0,590,171,0.00289,2538.2977079134434,0,code:a96bc3aada0c03fd3b274697a7ce0e4fb1b0506abd47db3f047249af80bfe830
3460,openai_gpt56_sol,gpt-5.6-sol,fenced,0,611,345,0.009344,6413.93062507268,1,code:db82e62bdfbbceabdd5a77dcca4d59b01394d2c3fa70157cd0c8203905f518be
3460,anthropic_sonnet5,claude-sonnet-5,fenced,0,861,546,0.007182,4633.026416995563,0,code:becaa3c22fc1f9afdfda070b5c9ad917042c49d3b576fdbfbbc697d1f97ed67a
3478,openai_gpt56_sol,gpt-5.6-sol,fenced,0,502,513,0.012268,8099.68291700352,0,code:d2226b5e9e269de8284b163c882ddf3a0447dfc1facb80a431d0b26976bf0a9f
3478,anthropic_sonnet5,claude-sonnet-5,fenced,0,714,2175,0.023178,17924.835792044178,0,code:ca3fec7a57f2f21ae52a4e4034f8ecdec9ccf6b623c8ce385c5e93831f826a6e
3482,openai_gpt56_sol,gpt-5.6-sol,fenced,0,482,518,0.012288,8827.297707903199,1,code:fce9182bc5d008fd16344c3166d9804cd4bba2a7062c53acc218940d864b5f11
3482,anthropic_sonnet5,claude-sonnet-5,fenced,0,672,1070,0.012044,9988.307291991077,0,code:e33350bc967e0052ee2b2da5c1cb1cdec3352768ebc63f1632501b58cc1a4583
3527,openai_gpt56_sol,gpt-5.6-sol,fenced,0,593,1164,0.025652,12648.714125039987,0,code:f8d9be33d2b61d75a6eae84b334402141e3c691c4937c517873ac8bf0c0ad65d
3527,anthropic_sonnet5,claude-sonnet-5,fenced,0,836,3061,0.032282,25036.425584112294,0,code:93f197267ff6c1a5e47e4a0680c912de66774637b70d120fedc0b08fe8f48ac5
3531,openai_gpt56_sol,gpt-5.6-sol,fenced,0,662,252,0.007688,5754.07216604799,1,code:22a373c9a08cf913225a9e3ed69441042ca789e059d706dc4704af564baf91cb
3531,anthropic_sonnet5,claude-sonnet-5,fenced,0,949,184,0.003738,2491.832875064574,1,code:fc7cd1861241a3dfdfbcb28428d51194e018571f6d99672405c04ff9642df578
3532,openai_gpt56_sol,gpt-5.6-sol,fenced,0,576,411,0.010524,6116.595624946058,1,code:17c84227c3e38526c5c1bccf5b56c9e0545145dd809472272edf43c469c28082
3532,anthropic_sonnet5,claude-sonnet-5,fenced,0,788,1585,0.017426,15274.942790973,1,code:e6b69311094dedc3b61f081fa95c52456be31e6ceb0793da5ba49a89c522b9e7
3535,openai_gpt56_sol,gpt-5.6-sol,fenced,0,409,250,0.006636,5767.763708019629,1,code:b542e9387ac68253f914d44f9acf7318bc93ace7d0d35c82bf062049435f406e
3535,anthropic_sonnet5,claude-sonnet-5,fenced,0,563,1871,0.019836,13511.181832989678,0,code:73886f5020944299218f8df38ea56ac40573a865ddafbf85dd29c65f742b4a44
3548,openai_gpt56_sol,gpt-5.6-sol,fenced,0,378,312,0.007752,4224.494624999352,1,code:31a7c4f551f76f78c69b8c92cef8fe83d08dac79b72caef7c6c49b3e66a2c08c
3548,anthropic_sonnet5,claude-sonnet-5,fenced,0,518,1671,0.017746,13202.444790978916,1,code:94042d3b065c6f1f28c1752a1ad7c395d98a913b70c40b62a1f6153ed6743650
3550,openai_gpt56_sol,gpt-5.6-sol,fenced,0,474,288,0.007656,4187.585209030658,1,code:78b00188758ec83de1cee486f290e4977d520426e8ace24d78aa15d6ff253123
3550,anthropic_sonnet5,claude-sonnet-5,fenced,0,620,1447,0.01571,11876.37612503022,1,code:899974ab76267c95d3bf45c14ab471343e3157d058c25e76840835cb4161df35
3551,openai_gpt56_sol,gpt-5.6-sol,fenced,0,726,298,0.008864,5773.3618329511955,1,code:ebc3f50d73c8ec63c79248357e3ba12d6a94bb71dce34a99ed6fe557e876a205
3551,anthropic_sonnet5,claude-sonnet-5,fenced,0,953,1121,0.013116,10507.713124970905,1,code:646fd2e740dd659f918e6a3e944282c238cb20b00cb86ca21f171ae1520fed69
3552,openai_gpt56_sol,gpt-5.6-sol,fenced,0,290,457,0.0103,7994.363417034037,0,code:7f700516f8ee35edf16b87e4aad9b178e8180a9437bbd3b268570f2c197ea084
3552,anthropic_sonnet5,claude-sonnet-5,fenced,0,404,1717,0.017978,16527.3940829793,0,code:bcdc51be9e5b0324b32be9ef67cac53f119b0c0be4ab3731cba759ce5cbab28e
3560,openai_gpt56_sol,gpt-5.6-sol,fenced,0,795,574,0.01466,9560.312625020742,1,code:0db84fb37989c63e72d8fe059aa2b9cea1a0a7da0d1919520bad1664d2bd4bd7
3560,anthropic_sonnet5,claude-sonnet-5,fenced,0,1098,1326,0.015456,10888.17225000821,1,code:b278b0662c4bf17147b87b089a036f81fd505a5a609de04b82f419719b278c67
3562,openai_gpt56_sol,gpt-5.6-sol,fenced,0,547,455,0.011288,6213.352958089672,1,code:555691f2d52da06892b88f15200ecf44407fa7f86a48d179aca86d357c4fe6b5
3562,anthropic_sonnet5,claude-sonnet-5,fenced,0,774,1665,0.018198,15511.995500070043,1,code:0271b0eb08cc2bd56a2feb71216d47c377eae99a9b24ad9370321a0e34c25d3b
3563,openai_gpt56_sol,gpt-5.6-sol,fenced,0,311,205,0.005344,3613.4589159628376,1,code:820d33e9fdd0394ba2a09d6b2aa25b7bdfb2ac71c496f8e041826974aaad3fb1
3563,anthropic_sonnet5,claude-sonnet-5,fenced,0,444,330,0.004188,3623.978583025746,1,code:eefc2d46291dca90d357925a5d9484039aff572ae36c7bc36eba9eff60a96bb2
3571,openai_gpt56_sol,gpt-5.6-sol,fenced,0,466,245,0.006764,5941.089916974306,1,code:9ec89188492fd9c6cd47c22714f13bb0d2c6e2fa28551ac65a0fc4d50347a9c5
3571,anthropic_sonnet5,claude-sonnet-5,fenced,0,648,2085,0.022146,17064.378374954686,1,code:542451bc309be7a37cd8a96bc592914542f2c60b38bd1d361525bc699989d7b0
3575,openai_gpt56_sol,gpt-5.6-sol,fenced,0,347,389,0.009168,8178.977791918442,0,code:76e9d111ce68889f266334ba4fd75f9d060bc5b46e6e8f01534d51f83d5a67cd
3575,anthropic_sonnet5,claude-sonnet-5,fenced,0,486,1154,0.012512,9882.116749999113,1,code:26d71bf1fed3e7ab8c253740b877bda589e6c4ba79ada262d197c5e897f53705
3580,openai_gpt56_sol,gpt-5.6-sol,fenced,0,390,351,0.00858,6437.971582985483,1,code:cb7b49165931c7e8f0b2fa06ffd76ffa537420bbe57a7547e3520e496dae2cb1
3580,anthropic_sonnet5,claude-sonnet-5,fenced,0,555,1324,0.01435,11070.038083009422,1,code:2fd7df868adccfbc9cfa92814fdafd383f575c2adea2df6a33c0588b4378a083
3583,openai_gpt56_sol,gpt-5.6-sol,fenced,0,524,323,0.008556,6453.682707971893,1,code:bde0fd7814fd92cdac2737a689daed1497e29b60a33f7ef4aec97ae4b5b795a5
3583,anthropic_sonnet5,claude-sonnet-5,fenced,0,756,2064,0.022152,15926.158666028641,1,code:2877e84f4632bce0be78458186041e6aa74a9cd7004799a92cac668401ed4f5c
3588,openai_gpt56_sol,gpt-5.6-sol,fenced,0,646,448,0.011544,7797.470249934122,1,code:538a59af7dd614e11d3ef5557c25a4cbeebf9a520af2d765fe9cd2665a70c532
3588,anthropic_sonnet5,claude-sonnet-5,fenced,0,991,2044,0.022422,15042.7793340059,1,code:c0f706d329786516f32a68885c0aed2cd9e0c26f26017c464102c15e9b26d284
3603,openai_gpt56_sol,gpt-5.6-sol,fenced,0,620,423,0.01094,7286.7875000229105,1,code:fd9b4693affbbf23b9da2d803de29d7042c49cb24c2eef704dde1e4738a55dd4
3603,anthropic_sonnet5,claude-sonnet-5,fenced,0,908,1668,0.018496,14440.552582964301,0,code:b8751f75c27e78a4298c60ea612800c7e2aa1f909ea18975137c9e56254bbae4
3604,openai_gpt56_sol,gpt-5.6-sol,fenced,0,415,288,0.00742,4880.18087495584,1,code:b006c53a50b44feb5602ec799fcf446c37fb0b266e3b706e59ec8a59d606415c
3604,anthropic_sonnet5,claude-sonnet-5,fenced,0,555,1289,0.014,10282.74012496695,1,code:b98497ed49bff1bda138cb5af4a2836b5c2aab58eb6012546739885fd7476cc2
3608,openai_gpt56_sol,gpt-5.6-sol,fenced,0,613,331,0.009072,4592.738374951296,1,code:88328a067e755502eb8a1757c4a9661de434c3945ee83290ccf3466dc40fe510
3608,anthropic_sonnet5,claude-sonnet-5,fenced,0,778,1665,0.018206,13435.496541904286,1,code:d22e0662de40d66b59ccb1b53aa2043499c5645be60843a2982424553494f46c
3631,openai_gpt56_sol,gpt-5.6-sol,fenced,0,459,386,0.009556,12528.168790973723,1,code:e24781b7799ad5db1fdf765000126a7a6ef45814997fa3096dde65b881788f79
3631,anthropic_sonnet5,claude-sonnet-5,fenced,0,608,2001,0.021226,17698.720333050005,0,code:fcff61919564a16ff1278ff94240c44a5850b217761c2352564063b5aa71e630
3637,openai_gpt56_sol,gpt-5.6-sol,fenced,0,375,569,0.01288,7482.058999943547,1,code:700582a12d7c97a06549bd6a24926ea7339d26132ff76a0bb6b2182263f523d9
3637,anthropic_sonnet5,claude-sonnet-5,fenced,0,522,2000,0.021044,17696.28062506672,1,code:a99e34cb497b5d46176adc603d49df7d31f80711445ff594210d3d5647e5f7d1
3638,openai_gpt56_sol,gpt-5.6-sol,fenced,0,333,392,0.009172,7065.555874956772,0,code:10db965869896a1244e90be2179e1c32d791e5270d6b1bb9f4d7609961a0ae91
3638,anthropic_sonnet5,claude-sonnet-5,unparseable,1,477,4096,0.041914,43325.922542018816,0,code:35f904b3c7ec3c8039b0c5f123bf64da2e052d96cf85cde8954e3cd048725294
3646,openai_gpt56_sol,gpt-5.6-sol,fenced,0,346,248,0.006344,7039.071250008419,1,code:94fee4c0fc572c57b9566f3de721a4943a05f7e8efd5c5d4afeb83889af8fdbc
3646,anthropic_sonnet5,claude-sonnet-5,fenced,0,484,1895,0.019918,13468.14770810306,1,code:0c767d5bb7a1dce3741a695f3d00edf9771817081dc3682e07b688d08049fc18
3648,openai_gpt56_sol,gpt-5.6-sol,fenced,0,818,484,0.012952,6539.072375046089,1,code:e106a8452adcb39543b56d67a371a18db8e89252852295c11383b82207f23e44
3648,anthropic_sonnet5,claude-sonnet-5,fenced,0,1043,1869,0.020776,16262.230249936692,1,code:b84d73ff4e29ada8d4b62ed9da325d7edb4a00732d8a886e6dc8a2cafd6d305a
3658,openai_gpt56_sol,gpt-5.6-sol,fenced,0,411,664,0.014924,8464.722375036217,1,code:24f54f65b2c9d025e5412d4e080bbbdacf40458a00538a8d3403fbeb646349a7
3658,anthropic_sonnet5,claude-sonnet-5,fenced,0,569,2058,0.021718,19071.879458031617,0,code:97bbb9b6349911d4de4a546f08de517c20d1e380831438d5a49b06144911385b
3674,openai_gpt56_sol,gpt-5.6-sol,fenced,0,544,280,0.007776,4901.318207965232,1,code:07e0c92a3c7588ec300dc7b85542724f9791d1e1a4a96d6f595dabf31f8e488b
3674,anthropic_sonnet5,claude-sonnet-5,fenced,0,727,1813,0.019584,17580.365000059828,0,code:d0980fbb92113caf69bf835f0dc3160babc4a1aa96759d02a1c0e86a3fbde1a8
3675,openai_gpt56_sol,gpt-5.6-sol,fenced,0,533,343,0.008992,6336.511667002924,1,code:cd2598a46ecabe329f470ad19a4382eeb2e8c566ab1cae884c6de5c1918e29cc
3675,anthropic_sonnet5,claude-sonnet-5,fenced,0,744,2057,0.022058,14717.817083001137,1,code:a5061a42aaeefa9f19c498256891cd6a5df16a403811b9710da25d4695ae16e8
3680,openai_gpt56_sol,gpt-5.6-sol,fenced,0,395,429,0.01016,7550.078707979992,1,code:64646e128e53c2d2229baf1d4dc607b96d7cca7dfc7f902e5e8a273635b15f10
3680,anthropic_sonnet5,claude-sonnet-5,fenced,0,552,1753,0.018634,13813.513832981698,1,code:b016a2da7cc66a254643b82b399cb344696f788d703fd36f3b66848703d732a5
3682,openai_gpt56_sol,gpt-5.6-sol,fenced,0,501,271,0.007424,4581.169457989745,1,code:0919165921b32ff36cde51758da9c60de862431ae9ca7d5c04614898005064f4
3682,anthropic_sonnet5,claude-sonnet-5,fenced,0,638,258,0.003856,2853.122624917887,1,code:c3fe6eb352bc1755c7a3022bbb33be493d85c142edaaa24661a34e9f2c7d9faa
3687,openai_gpt56_sol,gpt-5.6-sol,fenced,0,553,448,0.011172,11786.158583010547,1,code:febba6fcc187251b6085e923d7785d68620603bb1834824bbd669af22c78740d
3687,anthropic_sonnet5,claude-sonnet-5,fenced,0,757,1918,0.020694,17203.955041011795,0,code:b8d0532155f27d1f7c5f2e613a619134515416ca15f47d23ef52fee65b302c0f
3688,openai_gpt56_sol,gpt-5.6-sol,fenced,0,538,195,0.006052,4567.124665947631,0,code:af0b82b73945112cbfac384f0be13f3644b9738b74906379b7a3ef4568b8cfb8
3688,anthropic_sonnet5,claude-sonnet-5,fenced,0,746,2240,0.023892,22493.920041946694,0,code:36fe0712bc6963037739e6b1a38fb023d50e838193838bf1c4528c97fd90eb28
3690,openai_gpt56_sol,gpt-5.6-sol,fenced,0,373,281,0.007112,5648.890167009085,1,code:2dad2aab7084bce60c2876fd7738480391c2201fa1c5a674c413cf64829cd980
3690,anthropic_sonnet5,claude-sonnet-5,fenced,0,497,2593,0.026924,21032.01900003478,1,code:80945ddabfded59baea42f7c76f469c31561f63b1ccbc6f66e1b5cf611ee274c
3692,openai_gpt56_sol,gpt-5.6-sol,fenced,0,372,346,0.008408,3744.7057920508087,1,code:dad90b500468e13e19c29c8592251b18510c0751029a4c37d98c79ab5d87c494
3692,anthropic_sonnet5,claude-sonnet-5,fenced,0,547,1534,0.016434,12556.098499917425,1,code:78ed5d7a70f3ae99308b24f38886847bb500a308087a73e0097dc252a9fbf57c
3696,openai_gpt56_sol,gpt-5.6-sol,fenced,0,381,210,0.005724,3407.1138750296086,1,code:dbb9a6cf0dcb950a28fc13a07d6b7f6e09be1793f2e73df87a04fadfca51686a
3696,anthropic_sonnet5,claude-sonnet-5,fenced,0,522,1605,0.017094,13846.403458039276,1,code:5c562dddc8dc231232f5d7ccc4aa718669389d07b0e9b343622c611421e76006
3697,openai_gpt56_sol,gpt-5.6-sol,fenced,0,370,414,0.00976,7700.788459042087,0,code:dcf37623029f9ffb98ca3fe8172cfe92ac817efd55d835e3899ddf740ceace70
3697,anthropic_sonnet5,claude-sonnet-5,fenced,0,531,1178,0.012842,11220.868375035934,1,code:f9dd7f6631f8c4e222bc3aec725893437761b6c3bbaf02ecc4db4a056113d8b5
3700,openai_gpt56_sol,gpt-5.6-sol,fenced,0,491,660,0.015164,13384.941209107637,0,code:1102e8d3b3ea699b9086ef3c00bb009daefaf6544739f894fc33e1dafcb05a34
3700,anthropic_sonnet5,claude-sonnet-5,unparseable,1,675,4096,0.04231,41959.345208946615,0,code:7fbe9a6bd52f96ac726488ce1a8323fc2f07b59df233293680ca33d42634363d
3701,openai_gpt56_sol,gpt-5.6-sol,fenced,0,567,791,0.018088,15114.036457962357,0,code:09d56dc6a7ce226b02dcaacdc3e78d52db9e2a0259950ed57d32f6c51c29bdbc
3701,anthropic_sonnet5,claude-sonnet-5,fenced,0,836,1554,0.017212,14882.641125004739,1,code:f814a707f2b6baa36b4b75c520fa2e00c29eb099b81b20227c59e94c28d5c5da
3717,openai_gpt56_sol,gpt-5.6-sol,fenced,0,586,913,0.020604,13565.307374927215,0,code:a32ebed7ceec7a4682f56379712489ed7d72bced220c412478da3091c4aff58c
3717,anthropic_sonnet5,claude-sonnet-5,fenced,0,776,1893,0.020482,14836.883416981436,1,code:805acfa549f4742a74a0647c6624d68457a6459686c1b61e22d826cedcf3eebc
3725,openai_gpt56_sol,gpt-5.6-sol,fenced,0,410,461,0.01086,7419.968500034884,1,code:da7ae864b600b97c197985919cd327af345c97556b615f9dc554c50ba7812656
3725,anthropic_sonnet5,claude-sonnet-5,fenced,0,563,1728,0.018406,15563.12233407516,1,code:c8d2cb0ffb5e9b4e52ab229e955bdd47fbe5dd17cfb53d5bd6779f50d8ae8b00
3733,openai_gpt56_sol,gpt-5.6-sol,fenced,0,700,637,0.01554,10788.53912500199,1,code:8da0541614543b95fd26b71f1126344ade4ad7271b1c3047efe89169237f2885
3733,anthropic_sonnet5,claude-sonnet-5,fenced,0,987,1785,0.019824,15347.620167071,1,code:27e5c2c9b566c4c929debcda2add5d56a593170da877acd3c884221d14698029
