ai_action,confidence_visibility,error_cost,example_id,human_action,is_correct,model_id,probability_correct,prompt_family
VERIFY_FIRST,visible,20.0,mmlu_pro:test:10398,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:10398,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:10424,USE_UNVERIFIED,True,openai_gpt56_sol,0.01,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:10424,USE_UNVERIFIED,True,openai_gpt56_sol,0.01,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:10456,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:10463,VERIFY_FIRST,True,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:10463,VERIFY_FIRST,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:10463,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:10486,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:10486,VERIFY_FIRST,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:10514,USE_UNVERIFIED,True,anthropic_sonnet5,0.95,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:10514,USE_UNVERIFIED,True,anthropic_sonnet5,0.95,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:10514,USE_UNVERIFIED,True,openai_gpt56_sol,0.999,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:10514,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.8,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:10514,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.8,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:10518,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:10518,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:10536,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:10536,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:10536,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.8,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:10536,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.8,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:10536,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.8,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:10539,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:10659,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:10701,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:10701,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:10701,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:10709,USE_UNVERIFIED,False,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:10709,USE_UNVERIFIED,False,anthropic_sonnet5,0.72,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:10709,VERIFY_FIRST,True,google_gemini38_flash,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:10784,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:10784,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:10784,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:10784,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:10793,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:10793,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:10793,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:10839,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:10839,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:10839,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:11059,VERIFY_FIRST,True,anthropic_sonnet5,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:11059,VERIFY_FIRST,True,google_gemini38_flash,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:11059,VERIFY_FIRST,True,google_gemini38_flash,0.65,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:11059,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:11084,VERIFY_FIRST,True,anthropic_sonnet5,0.7,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:11093,USE_UNVERIFIED,True,google_gemini38_flash,0.9,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:11134,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:11134,VERIFY_FIRST,True,openai_gpt56_sol,0.98,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:11134,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:11134,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:11134,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:11134,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:11138,USE_UNVERIFIED,False,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:11138,USE_UNVERIFIED,False,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:11138,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:11138,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:11138,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:11300,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.6,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:11300,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.6,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:11327,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:11491,VERIFY_FIRST,False,google_gemini38_flash,0.9,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:11491,VERIFY_FIRST,False,google_gemini38_flash,0.9,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:11491,USE_UNVERIFIED,False,google_gemini38_flash,0.9,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:11623,USE_UNVERIFIED,False,google_gemini38_flash,0.2,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:11701,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:11764,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:11774,USE_UNVERIFIED,True,google_gemini38_flash,0.95,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:11774,USE_UNVERIFIED,True,openai_gpt56_sol,0.97,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:11774,USE_UNVERIFIED,True,openai_gpt56_sol,0.97,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:11802,VERIFY_FIRST,False,google_gemini38_flash,0.05,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:11944,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.25,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:11987,VERIFY_FIRST,True,openai_gpt56_sol,0.995,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:11987,VERIFY_FIRST,True,openai_gpt56_sol,0.995,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:12109,USE_UNVERIFIED,False,google_gemini38_flash,0.6,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:12175,USE_UNVERIFIED,True,google_gemini38_flash,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:1247,USE_UNVERIFIED,True,anthropic_sonnet5,0.6,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:1247,USE_UNVERIFIED,True,anthropic_sonnet5,0.6,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:1247,USE_UNVERIFIED,False,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:1247,USE_UNVERIFIED,False,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:1252,USE_UNVERIFIED,True,openai_gpt56_sol,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:1252,VERIFY_FIRST,True,openai_gpt56_sol,0.95,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:1252,USE_UNVERIFIED,True,openai_gpt56_sol,0.95,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:129,USE_UNVERIFIED,False,openai_gpt56_sol,0.84,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:129,USE_UNVERIFIED,False,openai_gpt56_sol,0.84,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:129,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:1313,VERIFY_FIRST,True,openai_gpt56_sol,0.98,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:1313,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:1328,USE_UNVERIFIED,True,anthropic_sonnet5,0.75,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:1328,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:1340,USE_UNVERIFIED,True,google_gemini38_flash,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:1340,VERIFY_FIRST,False,openai_gpt56_sol,0.04,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:1340,USE_UNVERIFIED,False,openai_gpt56_sol,0.04,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:1340,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.25,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:136,VERIFY_FIRST,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:136,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:136,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:136,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.5,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:136,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.5,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:1404,USE_UNVERIFIED,True,anthropic_sonnet5,0.65,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:1431,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:1431,VERIFY_FIRST,True,openai_gpt56_sol,0.97,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:1485,VERIFY_FIRST,True,openai_gpt56_sol,0.96,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:1688,VERIFY_FIRST,False,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:1688,USE_UNVERIFIED,False,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:1688,USE_UNVERIFIED,False,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:1688,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:178,VERIFY_FIRST,True,openai_gpt56_sol,0.02,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:1936,USE_UNVERIFIED,True,google_gemini38_flash,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:1968,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:1968,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:1968,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:2066,VERIFY_FIRST,True,openai_gpt56_sol,0.93,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:2066,VERIFY_FIRST,True,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:2089,USE_UNVERIFIED,True,google_gemini38_flash,0.95,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:2130,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:2130,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:2180,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:2180,VERIFY_FIRST,True,openai_gpt56_sol,0.98,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:2234,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:2234,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:2234,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:2284,VERIFY_FIRST,False,google_gemini38_flash,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:2284,USE_UNVERIFIED,True,openai_gpt56_sol,0.93,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:2287,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:2287,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:2317,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:2317,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:2317,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:2322,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:2382,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:2382,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:2467,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:2467,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:2712,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:2712,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:2737,VERIFY_FIRST,True,google_gemini38_flash,0.95,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:2737,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:2737,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:2770,VERIFY_FIRST,True,openai_gpt56_sol,0.62,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:2849,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:2849,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:2849,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:2858,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:2858,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:2858,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:2858,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:2858,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:2858,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:2864,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:2864,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:2944,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:2944,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:2944,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:2988,VERIFY_FIRST,True,anthropic_sonnet5,0.92,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:3047,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:3111,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:3111,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.6,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:3111,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.6,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:3151,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:3151,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:3151,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:3215,USE_UNVERIFIED,True,anthropic_sonnet5,0.92,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:3223,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.9,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:3223,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.9,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:3223,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.9,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:3225,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.9,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:3437,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:3437,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:3527,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:3527,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:3527,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:3527,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:3544,USE_UNVERIFIED,True,anthropic_sonnet5,0.95,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:3544,USE_UNVERIFIED,True,anthropic_sonnet5,0.95,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:3544,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.25,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:3544,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.25,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:3575,USE_UNVERIFIED,True,google_gemini38_flash,0.98,v2_owner_match_v1
