model_alias,model_label,family,magnitude_label,magnitude,sim,heldout_improvement,bootstrap_hi,detected,latent_adjacent_spearman,latent_pairwise_reversal
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,27,-0.0004664352794681026,-7.790829707171598e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,28,0.00012379888452651588,0.0008570924170617777,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,29,-0.00030446388366583976,0.0013944890844894697,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,30,6.503486326786545e-05,0.0008270459344591474,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,31,-0.00025684388529795266,4.083327897524969e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,32,-0.0015257568444698721,-0.000741131049436794,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,33,0.00011666677918065194,0.0011059424037251353,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,34,0.00015838733771778024,0.0011939102035556926,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,35,-3.360348568887117e-05,0.0008282790475786506,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,36,5.66525815692831e-06,0.0008979977842271114,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,37,-0.0003890080447928046,0.0006253787179775205,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,38,-0.00044304698590841296,7.709151057189167e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,39,0.0003075311218683763,0.0015637773599326277,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,40,-0.0002595857805532398,0.0007262883399147824,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,41,-2.3878893675444157e-05,0.0015420058937390957,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,42,-0.00019940883794461461,0.0007466081333776797,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,43,-0.00020372992406098023,0.000214681750595358,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,44,-0.00013894173103567997,0.00031173783432186797,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,45,0.00037099130858131435,0.0019497359765432432,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,46,-0.00040354426924932296,7.76414819141924e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,47,-0.0001277986734805614,0.001376761679729277,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,48,-2.7025999824570324e-05,0.0008950064464921526,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,49,-0.0005298340367917431,-0.00013818038960594636,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,50,-0.00010121489052505872,0.0004390929668876553,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,51,0.00016343861835277362,0.0019410155457997291,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,52,-4.4584850966700174e-07,0.0006678606119147057,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,53,-0.00019486575094834757,0.00011871221547327115,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,54,-0.00020847734094558978,0.00022022239152447165,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,55,-0.00033742892743693353,0.00020784249264843568,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,56,0.0006012171145301504,0.002390778496737578,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,57,-0.0009373728226033107,-0.0004590006063074914,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,58,-0.00016256466495689903,0.0005190906888634661,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,59,-0.0003212807314857957,4.483330162674548e-06,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,60,-0.000387395263954593,0.0010251945693053877,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,61,-0.0002003602920563896,4.491324146005393e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,62,-5.1392038695363684e-05,0.0007166851614703873,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,63,-0.0002336674905132896,0.0004561657603854852,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,64,-4.315154318501602e-05,0.0006391709197886009,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,65,-0.00019343427473983432,0.0001984781210878639,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,66,-0.00013385525950121435,0.00011382953438177079,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,67,-0.00024381772593196072,0.00023026826834310343,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,68,-0.001501078380680032,-0.0007937281113529204,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,69,8.232172394034842e-05,0.001514715911109743,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,70,-0.000549425318368324,6.606324155777887e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,71,0.0002150320078767587,0.0012237085760614108,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,72,-0.0010561409220090079,-0.0003322697473363556,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,73,-0.0010748520280911555,-0.00028897061728183626,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,74,-0.00024079936220749998,2.9747652123213175e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,75,-0.0005679265719539806,-0.00010768744585110124,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,76,-6.996939423131732e-05,0.00022813986850600543,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,77,6.804419429301545e-05,0.0007017785886683781,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,78,-0.0009428906516995572,0.00024219833759242526,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,79,-0.0008865365731891561,-0.00035827556126516447,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,80,-5.0679369599848645e-05,0.0008399272014228409,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,81,-0.0007070811065403304,-0.00013335439341655153,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,82,-0.00029116618957819584,0.00011280499107346742,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,83,-0.0008987773412992284,-0.00026254003848402707,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,84,-0.0003657484935319366,0.00039686077973394296,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,85,-0.0003769359516117565,0.00020863497237627593,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,86,-0.0017843076361405696,-0.0007058296261709951,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,87,0.0003198769341563601,0.0016695319713892487,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,88,-0.0009153383895636469,-0.0002892629957981785,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,89,-0.0005293235854064715,7.469812156823963e-06,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,90,-0.00016897212363364833,0.0010825461413772053,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,91,-0.0002486329393256437,4.625115996159668e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,92,-0.0005424217059256664,-7.725630061389266e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,93,0.0005021056550672531,0.00179449632056089,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,94,1.8042411705831984e-05,0.0006948875081914663,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,95,9.710045840161108e-07,0.0016632840458553622,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,96,0.00010147352263001341,0.0009529726722471987,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,97,-0.00010837972589217149,0.001158917055505193,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,98,-0.0004542507302207066,0.00018781530863032359,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,99,-0.00041765283317846125,-6.526441403797989e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,100,0.0006166622726073712,0.0024711492490859244,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,101,6.335521536865452e-05,0.001425278019360321,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,102,-0.00014353174672193658,0.0010589831801153804,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,103,-0.0007294901138394372,-0.00018573579130615192,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,104,-4.4174950138586855e-05,0.0007635529952585984,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,105,-0.00010281718044380384,0.0010771299286799763,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,106,-0.0003236388259975076,0.00010113196065186791,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,107,-0.00024652577804445963,0.00018737013396441515,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,108,0.000216525043963689,0.0013614816216337977,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,109,0.00040674647318539314,0.002205432102496352,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,110,0.0004947329384092924,0.0018991722915726594,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,111,-0.00017259062126884217,3.0636024305585874e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,112,-0.00021917351749323188,0.0004683897572718698,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,113,-8.339526560741106e-05,0.00017919848489411638,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,114,-0.00028769363164410366,0.0005406437384357643,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,115,-0.0003079804466616931,0.00013665022322584264,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,116,-0.00013145153767246676,0.0012092506678309523,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,117,-9.964731365003088e-05,0.0002990843601617388,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,118,-0.0003103642467001122,0.0007248033171490809,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,119,-5.6436978712604e-06,0.0006470030758843337,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,120,-5.8466672787749197e-05,0.0005934130690293249,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,121,-0.0001832565993054036,0.001121001533120003,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,122,-0.0007381695113308773,0.0002834654653518509,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,123,0.0005303532234102737,0.0021833494279384635,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,124,-0.00041098250383309054,0.000908814067459851,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,125,-8.082711987489333e-05,0.00030309233513753364,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,126,-0.00015864328946246786,0.0008052299873347879,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,127,-0.00013295056391160465,8.478492877012078e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,128,-0.0006171836602196223,-9.859870753586852e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,129,-0.00019562996224503637,8.209234040706948e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,130,-0.00012181287996909651,0.00022243425364243397,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,131,-0.0014403485235454094,-0.0005682130917584738,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,132,7.995945880734379e-05,0.0011090624541150729,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,133,5.875651102549284e-06,0.0004182572643996463,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,134,-0.0002511885367584843,0.0005594648241160072,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,135,-0.0005563265583004018,0.00014368237307565979,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,136,-0.0002611343928580201,0.0002661080985275621,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,137,-0.00014454197754804055,0.0003352845455522613,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,138,-3.952016039754369e-05,0.00130175685199857,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,139,0.00029095221958364004,0.0014746582836956401,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,140,9.829790202492417e-05,0.0007797790041336738,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,141,2.522426193424243e-05,0.0014737307643351572,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,142,-0.00012192156066298532,5.062862018140324e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,143,-0.000856804727527638,-0.00031092701572632553,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,144,-0.0001907282931244425,0.0004491560611181167,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,145,-0.0004725873023601057,0.00021076305274836393,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,146,-0.0002179720154010245,0.0002830673780802595,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,147,-4.151943411190295e-06,9.311508418097247e-06,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,148,0.0002909935426321786,0.0020721369671476975,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,149,0.00010771970355566429,0.0009096383722505541,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,150,-0.0003833486468183822,-2.9299871418420054e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,151,0.0004090795531396241,0.0019546359807440794,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,152,-4.5554938758685104e-05,0.00046363735838089726,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,153,-0.0010248227691876388,-0.0004705576486825902,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,154,-0.0001921118533982913,9.074011318943587e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,155,0.0001403244705756035,0.0008946408416662943,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,156,0.00031998603191130126,0.0018508875992545026,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,157,-8.526742846975965e-05,0.0006360323919231137,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,158,-0.0006194636622809946,0.00021476084907262605,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,159,-6.25961260429797e-05,6.67143774538137e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,160,0.0004216058735286854,0.002662021683026372,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,161,-0.00025291950576111777,0.00045171699826335177,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,162,-0.0003579597589981609,0.0002735046624441906,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,163,-0.0002089244018766423,0.0006358979292326872,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,164,-0.00012752299431761926,0.00037080786752419215,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,165,0.0003931078195615334,0.0018962448458517134,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,166,3.8218118697919135e-05,0.0009657756069993417,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,167,-0.0009187669041818558,0.0008071360942455974,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,168,-0.0007838226940135584,-0.00016505520540832652,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,169,0.00029569556595132607,0.001349381445539366,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,170,-9.117893521765064e-05,0.00045550115210685194,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,171,-0.0006917527119374989,-0.0002602924435317622,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,172,-2.047670765586984e-05,0.0008145379563650468,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,173,-0.00011109045550705687,0.0005898320110602762,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,174,-0.000131874681986055,0.00024833656375622404,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,175,-0.0012666989528475892,-0.00045607763048172156,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,176,-0.0004900512729068551,0.00010679414910907958,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,177,-0.00030142344656652886,0.00021126567005719243,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,178,-0.0008860930123888444,-0.00013689713233927536,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,179,-0.0014768177643272873,-0.00024677699711084244,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,180,6.186608507030567e-05,0.0007338384680202759,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,181,-0.00023690045225294165,8.727619683907006e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,182,-0.0002680316631878954,0.00022196858893930305,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,183,-0.00018793783102288852,0.0002792791964407737,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,184,-0.0002991763938063885,0.0005366091377723148,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,185,-0.0002985072332470917,0.0005454354436089659,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,186,-0.0003122716917658419,3.0095486757142353e-06,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,187,-0.0004159634218302011,0.00025266511843530237,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,188,-0.0005491009343306374,8.423752495867465e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,189,-0.0003748466163480124,1.4019368100914864e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,190,-0.00016498443249818306,0.0013994636680861872,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,191,3.744517224113508e-05,0.0014500544646792735,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,192,-0.0002782590186213296,0.0006102432317026119,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,193,-0.0005000178675700906,0.0002780308462890235,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,194,-0.0005928069992429674,-9.006669098182707e-05,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,195,0.0002989403457101525,0.0017741009485218173,0,0.9999999999999999,0.0
openai_gpt56_sol,GPT,score_x_difficulty,0.0,0.0,196,-0.00012298356369966346,0.00013492656173053064,0,0.9999999999999999,0.0
