question_id,model_alias,model_endpoint,returned_model_id,provider,L,C,display_condition,reported_confidence,displayed_confidence,frozen_answer,stage1_correct,prompt_hash,request_key,attempt_number,raw_response,parsed_action,parse_status,latency_ms,input_tokens,output_tokens,estimated_cost_usd,api_timestamp,reused_from_task_002,ok,repeat_index,phase
mmlu_pro:test:7552,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,20.0,1.0,manipulated_2,0.78,0.93,I,False,6a94d991368605b2f7f1da7da67aad6b07febd979cbccf03c8e7576de28b774f,verification:aafd26749ec4d970db86357074621c884afc221dafdf16222dc9d02585d69f23,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1487.9941669641994,355,14,0.0017,2026-09-17T06:36:15.980281+00:00,True,True,0,primary
mmlu_pro:test:7552,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,20.0,1.0,manipulated_3,0.78,0.94,I,False,97c1bb79c22b5c3193e6aea2915ca2f0857b27c0db8f25547e1de34c6ff0e4d4,verification:7d8f2ebb7f88e8ee9d0569309aa97794a4ddd0549b9fa7dea2ad7d35fb33c3eb,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1326.217167021241,355,14,0.0017,2026-09-17T06:19:58.955878+00:00,True,True,0,primary
mmlu_pro:test:7552,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,20.0,1.0,manipulated_4,0.78,0.96,I,False,589a52011767a93db19458fd75837899283bcf9d36050ed1b2e4282d013316ed,verification:2f245fae4045ed16fa087e849447100a54c3b197af12b0efdbd632ea3aa3fccd,1,"{""action"":""USE_UNVERIFIED""}",USE_UNVERIFIED,success,1407.783875009045,355,16,0.00174,2026-09-17T06:20:00.370713+00:00,True,True,0,primary
mmlu_pro:test:7552,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,20.0,1.0,manipulated_5,0.78,0.99,I,False,632a9aa3be5a58300e7b85bd205bdd5aed00399aed5c8e32ee9fdbb70928b85f,verification:61cf8a15313225951f2c5faccce48b1b500b7fa38018b53c7aa40e061ad13955,1,"{""action"":""USE_UNVERIFIED""}",USE_UNVERIFIED,success,1532.8014579718001,355,16,0.00174,2026-09-17T06:36:16.031679+00:00,True,True,0,primary
mmlu_pro:test:7552,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,10.0,1.0,hidden,0.6,,C,True,185e7f3ed9ab78aa1fa4b5dca63fe1a513e4c9a19a17fc4a94b4ab8843a472fb,verification:25c65ea10ba60db5158ac011071f7d3b9efd0b458610d0cc7d2dc65e81f87b11,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,3520.7847909769043,707,18,0.001594,2026-09-17T06:20:03.897750+00:00,True,True,0,primary
mmlu_pro:test:7552,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,10.0,1.0,true_confidence_visible,0.6,0.6,C,True,4f05ab0813df2cd60d83a9465ee00babad2a815af93e9c4dddd5d8028fdb1bb9,verification:066e09c1a6306c47bc05a1a0f6a03ccc718d3c8ce00d44550ce72b95b7cd2192,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1604.330791044049,735,18,0.00165,2026-09-17T06:20:05.507257+00:00,True,True,0,primary
mmlu_pro:test:7552,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,10.0,1.0,manipulated_1,0.6,0.8,C,True,5b6c9a112da7c575471e1ba6b5343a89ee6c1e4f1d00027d7a3612e87cb408bd,verification:0c5481aa6d4384d1440bda461f3aa8f222f89da834762a71bfb8614f5018e081,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,2196.6433750349097,735,18,0.00165,2026-09-17T06:36:16.977086+00:00,True,True,0,primary
mmlu_pro:test:7552,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,10.0,1.0,manipulated_2,0.6,0.88,C,True,8afecf685c8e53e52e01b692227ad602beb2c4ecc04a01db3847f099b5366e81,verification:4eabab8465bf3b710b506633e56e5b034e9205b9863d7bde87cc30ab3accdb3f,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1577.1938749821857,735,18,0.00165,2026-09-17T06:36:16.734661+00:00,True,True,0,primary
mmlu_pro:test:7552,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,10.0,1.0,manipulated_3,0.6,0.89,C,True,2bee79af6d5be8fd47c6c240123a027284b94bc3c8089ade8a0395e50756ede9,verification:717e6b0c7097c3d2b85cb16658740236f8484b892ccb5862968a3a22d32e1bcc,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,2115.5644999817014,735,18,0.00165,2026-09-17T06:20:07.628559+00:00,True,True,0,primary
mmlu_pro:test:7552,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,10.0,1.0,manipulated_4,0.6,0.91,C,True,0305d7b551a78176b2c3b8e645fe0580a7a7969dc661d2d7fff16170240cc193,verification:ff6002d18846ca1f59e8d026df9a3617faf410b201184ba04ec1daa45799bd93,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1737.0085830334574,735,18,0.00165,2026-09-17T06:20:09.372176+00:00,True,True,0,primary
mmlu_pro:test:7552,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,10.0,1.0,manipulated_5,0.6,0.99,C,True,b600a5a7207f9c3862a04887ce9c93ebcf46f7272443a8ef3bdd3fb1dbf9315c,verification:03544ece11e3eac45c45e2f73f3e8eb1d812101d639f5a7e3678c447adbb2f3e,1,"{""action"":""USE_UNVERIFIED""}",USE_UNVERIFIED,success,1527.0307920291089,735,19,0.00166,2026-09-17T06:36:17.513883+00:00,True,True,0,primary
mmlu_pro:test:7552,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,20.0,1.0,hidden,0.6,,C,True,6f6c9779f5e2ce0d4a0a16fab5d54f346055a682afefd477dcdce05c62e1e039,verification:721fc9ccae8390434c850b72d21a29ccf96b4d7015865bc71b7abe7ab37c8440,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1587.775333027821,707,18,0.001594,2026-09-17T06:36:17.626297+00:00,True,True,0,primary
mmlu_pro:test:7552,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,20.0,1.0,true_confidence_visible,0.6,0.6,C,True,eebf779b471d950a892e950beaa2482abf2d7db5db572133446d745bc0534111,verification:2cb59857cbb88adf951931f2c7153b90223c9e0d11a9c9d3b208e9079d9e5bd8,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1472.9115829686634,735,18,0.00165,2026-09-17T06:36:18.212983+00:00,True,True,0,primary
mmlu_pro:test:7552,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,20.0,1.0,manipulated_1,0.6,0.9,C,True,78b5eaf69d28374f3f50efb57531f7028dabb37c71b85bd6b1af8dfb149f665d,verification:c37644335753a97e935bb3f8e48587752b94d1d3df53c2ce8c105ee4b681d949,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1185.8247499912977,735,18,0.00165,2026-09-17T06:36:18.170983+00:00,True,True,0,primary
mmlu_pro:test:7552,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,20.0,1.0,manipulated_2,0.6,0.93,C,True,782b6377b659bf62b56f0f3d00f825cc6583ed0068ddb6b6f88700b45ff0d6c1,verification:531d62180dfbffff26836f2ea6a1bb430ccb261a0acaad8169c0e4ed12a0a706,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1186.486458987929,735,18,0.00165,2026-09-17T06:36:18.705411+00:00,True,True,0,primary
mmlu_pro:test:7552,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,20.0,1.0,manipulated_3,0.6,0.94,C,True,b610334dace867aa5a1aee631043c81ebc55fe465df3f82b1e02a6e58d583a0d,verification:62f3a193d09e33425a0932739c94bc4dbe83cb3c1348529e3497178f809a0225,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1706.3872090075165,735,18,0.00165,2026-09-17T06:20:11.084705+00:00,True,True,0,primary
mmlu_pro:test:7552,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,20.0,1.0,manipulated_4,0.6,0.96,C,True,3dc661c516652818628e53e20e3d931e6f7e9764bacd84e62cc9f8b9aacdb1cb,verification:52ecfd79fcdcbec2f7d97f9ba469bfc16311fe79692f61593d8c1f5a10ed3368,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,2015.4889589757659,735,18,0.00165,2026-09-17T06:20:13.107044+00:00,True,True,0,primary
mmlu_pro:test:7552,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,20.0,1.0,manipulated_5,0.6,0.99,C,True,0ec3badedb26228e743977c8c3ec439d2fa84a8f6c0c7ed82d25e9fd34ba4d4a,verification:8fd4bd6b880fc9ebeee4a1499097a798d52b02c69b209b1e28cbcfc50544c507,1,"{""action"":""USE_UNVERIFIED""}",USE_UNVERIFIED,success,1435.0266669644043,735,19,0.00166,2026-09-17T06:36:19.065721+00:00,True,True,0,primary
mmlu_pro:test:1860,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,10.0,1.0,hidden,0.91,,F,True,0458ba588707331439c2fc24cadec58149fd084bc99563b501bd656b4c536549,verification:6fdc8c33c32644244cf977a7c5c5532026926352631c9d9606fed5fd4f8e3dc8,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1091.489124984946,620,14,0.00276,2026-09-17T06:36:19.269422+00:00,True,True,0,primary
mmlu_pro:test:1860,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,10.0,1.0,true_confidence_visible,0.91,0.91,F,True,4b606e7953663818bca04351d63f48b0575feb67c1d2b1882b193b93584ec7fa,verification:344253ca8fa9f290c3878caf73ca927c5745861095ec70fbb22a4ee47c400f93,1,"{""action"":""USE_UNVERIFIED""}",USE_UNVERIFIED,success,1172.5237499922514,637,16,0.002868,2026-09-17T06:36:19.390916+00:00,True,True,0,primary
mmlu_pro:test:1860,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,10.0,1.0,manipulated_1,0.91,0.8,F,True,b1bc522c2ad64b6921b4a0506737908993d9122a14e59e8f0e8b999b8633ebd9,verification:af49aa092684e388464f69e1b097f82e10f117f571feb27c26345a68926cdae7,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1080.5865419679321,637,14,0.002828,2026-09-17T06:36:19.791727+00:00,True,True,0,primary
mmlu_pro:test:1860,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,10.0,1.0,manipulated_2,0.91,0.88,F,True,62c2465a8afff0e7df9f52a2b8425f1f4e10d6522d0be592cd79d4a0ca8949e5,verification:f29a20fb2bdcabd5c4b2358d473b9bdce01cba21b4e1cb32f0a6173d8d2478f1,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1138.4389589657076,637,14,0.002828,2026-09-17T06:36:20.209554+00:00,True,True,0,primary
mmlu_pro:test:1860,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,10.0,1.0,manipulated_3,0.91,0.89,F,True,826f2eeb5d3681732cf83a6c4dd8be8da54b71964aeea8f24c3ed16d11a7f58a,verification:1d290c5ad14ad7645a4934dfef7fc6c4137504fc80331711526f9ba3aaeb4a51,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1384.8722919938155,637,14,0.002828,2026-09-17T06:36:20.660204+00:00,True,True,0,primary
mmlu_pro:test:1860,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,10.0,1.0,manipulated_4,0.91,0.91,F,True,4b606e7953663818bca04351d63f48b0575feb67c1d2b1882b193b93584ec7fa,verification:8186cb181ed54b39ac80f571cf1406107ed3d6e6eef7e1d135ddc5719771050f,1,"{""action"":""USE_UNVERIFIED""}",USE_UNVERIFIED,success,1550.0256250379607,637,16,0.002868,2026-09-17T06:36:20.946217+00:00,True,True,0,primary
mmlu_pro:test:1860,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,10.0,1.0,manipulated_5,0.91,0.99,F,True,1b19bc5b5c7dd6f46cf238a40bfb9caf43fbafd1d3ab5d95dae414e3982cb182,verification:d08af8737a33649655503a9aa59463248e191bda52767c45e31ec6e9bc8693ad,1,"{""action"":""USE_UNVERIFIED""}",USE_UNVERIFIED,success,1281.952041957993,637,16,0.002868,2026-09-17T06:36:21.082246+00:00,True,True,0,primary
mmlu_pro:test:1860,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,20.0,1.0,hidden,0.91,,F,True,a9a1b9a0bac2a3bc683e94964d894da2b56f58dc1aa8fa5b5bfb24e68c46e76d,verification:029ee724d130685301e01f7724bcdcd731c7f0718b98266ed34a92b4d7b6932a,1,"{""action"":""USE_UNVERIFIED""}",USE_UNVERIFIED,success,1825.4028329974972,620,16,0.0028,2026-09-17T06:36:22.042341+00:00,True,True,0,primary
mmlu_pro:test:1860,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,20.0,1.0,true_confidence_visible,0.91,0.91,F,True,de5a4e3426ff4e706137f60ed4aa8abe5abcb887db426e9779415c89cfc6e3e0,verification:93093a26430e5d833bd44bfb2bc0e889f8b847fc6d6702a10054c8aa20453f28,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1053.397457988467,637,14,0.002828,2026-09-17T06:36:21.720428+00:00,True,True,0,primary
mmlu_pro:test:1860,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,20.0,1.0,manipulated_1,0.91,0.9,F,True,b18a3ea6088cdb199dcfa3ba70643fda7b707ba87cf029429b42939215bb898f,verification:37c52b1de89f1f7a7549226610f2a19ed786b097ccfe0275b874b41a21feac50,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,2511.600250029005,637,14,0.002828,2026-09-17T06:36:23.463116+00:00,True,True,0,primary
mmlu_pro:test:1860,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,20.0,1.0,manipulated_2,0.91,0.93,F,True,144db6227e67bf574c6ffd8863f06c08284de1ebeb8955c18835d5f366bdf383,verification:3eab7bf231d56e5bc7e94a4ec03fc6aa2ca888625ce5af357dee5e0bd9b60ca3,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1396.5764170279726,637,14,0.002828,2026-09-17T06:36:22.486457+00:00,True,True,0,primary
mmlu_pro:test:1860,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,20.0,1.0,manipulated_3,0.91,0.94,F,True,61a95c57fed4be2cfe283327b8270c06d870f21c9498bdf8b0317515d92a5d0d,verification:20fa5b2ded1aa1b614165ef2247a5e085fd7869c778a131e0d30bac7f2c0d17e,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1095.8978330017999,637,14,0.002828,2026-09-17T06:36:22.821018+00:00,True,True,0,primary
mmlu_pro:test:1860,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,20.0,1.0,manipulated_4,0.91,0.96,F,True,ac979eda93445c5b94ae4937335f6b4d9dcb72c4ac9d5e18663a5705b50693d5,verification:32eda50a5e4788958526e42c53f6313f57fda5929b5ffaa53dea53ffdb102f07,1,"{""action"":""USE_UNVERIFIED""}",USE_UNVERIFIED,success,2212.067708023824,637,16,0.002868,2026-09-17T06:36:24.258885+00:00,True,True,0,primary
mmlu_pro:test:1860,openai_gpt56_sol,gpt-5.6-sol,gpt-5.6-sol,openai,20.0,1.0,manipulated_5,0.91,0.99,F,True,99bbd62d5735e7ea8f93fb842f5b1ff8ca268d12f185ac4eb95b014afbcc6ae5,verification:ba861f323ff94e0733fbf8b83b70d78c73234c5f712910ae89bde6c01b6b6cb3,1,"{""action"":""USE_UNVERIFIED""}",USE_UNVERIFIED,success,1934.321499953512,637,16,0.002868,2026-09-17T06:36:24.425727+00:00,True,True,0,primary
mmlu_pro:test:1860,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,10.0,1.0,hidden,0.6,,F,True,0458ba588707331439c2fc24cadec58149fd084bc99563b501bd656b4c536549,verification:789306e3f8dc9411a6f6583a21dccf0e765800cc519b42cdaa040b31e5cee921,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1221.9666659948416,1141,18,0.002462,2026-09-17T06:36:24.047167+00:00,True,True,0,primary
mmlu_pro:test:1860,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,10.0,1.0,true_confidence_visible,0.6,0.6,F,True,6f880158ba617cbfbebdd14cb9d64c5957bb558a01daa0fdecf3c4c169ad4362,verification:277af06432f9ee78c485f500d41c41242ba5d844b405ff05f9d8ab848a2fff91,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1315.5251660500653,1169,18,0.002518,2026-09-17T06:36:24.783389+00:00,True,True,0,primary
mmlu_pro:test:1860,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,10.0,1.0,manipulated_1,0.6,0.8,F,True,b1bc522c2ad64b6921b4a0506737908993d9122a14e59e8f0e8b999b8633ebd9,verification:ef1e237e1664c00c937275a13a17b98c0a396610b83da6d64bc0ad983b22d8a2,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1391.1262500332668,1169,18,0.002518,2026-09-17T06:36:25.442194+00:00,True,True,0,primary
mmlu_pro:test:1860,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,10.0,1.0,manipulated_2,0.6,0.88,F,True,62c2465a8afff0e7df9f52a2b8425f1f4e10d6522d0be592cd79d4a0ca8949e5,verification:3ddc0787017d8973347a31f67984af695c4e5e8f5b2dbc35fbd99d289b9ec233,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1890.3986669611186,1169,18,0.002518,2026-09-17T06:36:26.156053+00:00,True,True,0,primary
mmlu_pro:test:1860,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,10.0,1.0,manipulated_3,0.6,0.89,F,True,826f2eeb5d3681732cf83a6c4dd8be8da54b71964aeea8f24c3ed16d11a7f58a,verification:fc7d35cce4451eb9fcc6285a0f867ef902d6be098c87d9f1ff0bdafaf5432152,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1545.1970000285655,1169,18,0.002518,2026-09-17T06:36:25.976195+00:00,True,True,0,primary
mmlu_pro:test:1860,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,10.0,1.0,manipulated_4,0.6,0.91,F,True,4b606e7953663818bca04351d63f48b0575feb67c1d2b1882b193b93584ec7fa,verification:537403ea459e1616a5dd0f927738042b66e577fe51c3f865b2078fdf3c3dabdc,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1541.7443750193343,1169,18,0.002518,2026-09-17T06:36:26.330258+00:00,True,True,0,primary
mmlu_pro:test:1860,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,10.0,1.0,manipulated_5,0.6,0.99,F,True,1b19bc5b5c7dd6f46cf238a40bfb9caf43fbafd1d3ab5d95dae414e3982cb182,verification:13c86f8fc570c3e0aeedcd9398b46119fb6f9f30317872362292c832071b778a,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1519.6336669614539,1169,18,0.002518,2026-09-17T06:36:26.967398+00:00,True,True,0,primary
mmlu_pro:test:1860,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,20.0,1.0,hidden,0.6,,F,True,a9a1b9a0bac2a3bc683e94964d894da2b56f58dc1aa8fa5b5bfb24e68c46e76d,verification:b0dcf64521b4e09f036fe42eaa02724b23fd969ecb8af7d5b1015cfc9bb6567f,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1331.7429589806125,1141,18,0.002462,2026-09-17T06:36:27.315044+00:00,True,True,0,primary
mmlu_pro:test:1860,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,20.0,1.0,true_confidence_visible,0.6,0.6,F,True,b3c64b0c909cbaca955290fc5a387211970e92fe8bec6d3d02812ef9d6fe5cda,verification:6a6b18dec631d60498530d4daeb4a0c0613e62c12355786cff388b3eb22d70bc,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1594.9725000537,1169,18,0.002518,2026-09-17T06:36:27.756737+00:00,True,True,0,primary
mmlu_pro:test:1860,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,20.0,1.0,manipulated_1,0.6,0.9,F,True,b18a3ea6088cdb199dcfa3ba70643fda7b707ba87cf029429b42939215bb898f,verification:397e2a230a8543a9b55ebcdd8114aef26d3bc22b4a9c62ddff6077a66f9e35a1,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1879.84874995891,1169,18,0.002518,2026-09-17T06:36:28.217498+00:00,True,True,0,primary
mmlu_pro:test:1860,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,20.0,1.0,manipulated_2,0.6,0.93,F,True,144db6227e67bf574c6ffd8863f06c08284de1ebeb8955c18835d5f366bdf383,verification:4fe74540cf003483326adcbb4490838aec0d584737e5f9f726c524d16a4fef1f,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1410.5751250172034,1169,18,0.002518,2026-09-17T06:36:28.384011+00:00,True,True,0,primary
mmlu_pro:test:1860,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,20.0,1.0,manipulated_3,0.6,0.94,F,True,61a95c57fed4be2cfe283327b8270c06d870f21c9498bdf8b0317515d92a5d0d,verification:211617099a575e167323e69c7ce0f353e150371c8fd4c8c61528c7796c9d48e1,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1255.086749966722,1169,18,0.002518,2026-09-17T06:36:28.577204+00:00,True,True,0,primary
mmlu_pro:test:1860,anthropic_sonnet5,claude-sonnet-5,claude-sonnet-5,anthropic,20.0,1.0,manipulated_4,0.6,0.96,F,True,ac979eda93445c5b94ae4937335f6b4d9dcb72c4ac9d5e18663a5705b50693d5,verification:07c7ce7739f14d2f64b0fd6844f5a264b06d4e9d74e3046390e03a69e5c32b7c,1,"{""action"":""VERIFY_FIRST""}",VERIFY_FIRST,success,1499.3740000063553,1169,18,0.002518,2026-09-17T06:36:29.263666+00:00,True,True,0,primary
