question_id,model_alias,model_endpoint,frozen_answer,stage1_correct,q1,q2,q2_minus_q1,hidden_verify_fraction,hidden_verify_count,n_hidden_cells,parse_status,raw_response,returned_model_id,input_tokens,output_tokens,estimated_cost_usd,prompt_hash,request_key,endpoint,inference_settings,timestamp
mmlu_pro:test:391,anthropic_sonnet5,claude-sonnet-5,D,True,0.97,0.95,-0.020000000000000018,0.125,1,8,success,"{""probability_correct"":0.95}",claude-sonnet-5,432,13,0.000994,e3786fcb3f5cb1a2134bcf9119b25309ecb7648b7e20019a5a58d84ceba8623d,confidence:602326435087eae6f289a61600473a65c5da119972fdd9a7c817a698fb316b8f,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:56:36.694585+00:00
mmlu_pro:test:393,openai_gpt56_sol,gpt-5.6-sol,J,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,216,17,0.001204,b5296337aac51eae4df86f65981b84af8120ec682019fd29e0e26e7f29bd65c2,confidence:0eca6e96131e8bffd29f0de61db73122fca9aae133e0c913eb7d08e90e943c9b,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:56:37.807523+00:00
mmlu_pro:test:393,anthropic_sonnet5,claude-sonnet-5,J,True,0.95,0.97,0.020000000000000018,0.0,0,8,success,"{""probability_correct"":0.97}",claude-sonnet-5,481,13,0.001092,b5296337aac51eae4df86f65981b84af8120ec682019fd29e0e26e7f29bd65c2,confidence:3a5171dc62620d82326508f9de27808c3c8d66867b114831198fa214ff561f72,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:56:36.947909+00:00
mmlu_pro:test:413,openai_gpt56_sol,gpt-5.6-sol,B,True,0.98,0.98,0.0,0.875,7,8,success,"{""probability_correct"":0.98}",gpt-5.6-sol,204,17,0.001156,b0e972a4310a7024a51ff6d7ea40cc67ca4c7f42f84ae33904dfa90e4ed38611,confidence:b2c3eb02715444465b4c111de41207eda08645951bcb83c09fefeba76340c471,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:56:37.959041+00:00
mmlu_pro:test:413,anthropic_sonnet5,claude-sonnet-5,A,False,0.72,0.72,0.0,1.0,8,8,success,"{""probability_correct"":0.72}",claude-sonnet-5,440,13,0.00101,0cef8e2bf96daed80cbaf92965d92ba1f95625e0a5dabe0fff412790a7d66544,confidence:938e0a16bef90c852a7bdfd4fd0292f0aea8dbad2caeac61631b264ede21099d,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:56:37.932665+00:00
mmlu_pro:test:429,openai_gpt56_sol,gpt-5.6-sol,A,True,0.99,0.99,0.0,0.25,2,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,229,17,0.001256,46739842f7c8c1b9181ce2e2d44bcb13441564cbb3a5a0af3d6107ede40c2551,confidence:39e347e1cfe52fa5c47b8ecf8588d47a24f734c50ccd0773bdb51bb3101ad7a6,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:56:38.026113+00:00
mmlu_pro:test:429,anthropic_sonnet5,claude-sonnet-5,A,True,0.85,0.8,-0.04999999999999993,1.0,8,8,success,"{""probability_correct"":0.8}",claude-sonnet-5,460,13,0.00105,46739842f7c8c1b9181ce2e2d44bcb13441564cbb3a5a0af3d6107ede40c2551,confidence:36ac0f679e5455e5707da0e00c4e10cf86d3d42827e3c9ede1aa3107cc660fc8,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:56:38.890718+00:00
mmlu_pro:test:448,openai_gpt56_sol,gpt-5.6-sol,A,True,0.99,0.99,0.0,0.75,6,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,222,17,0.001228,e83cc90c149535c9697ec1a17ba2407acaeeee065539a9f4cf22422683040129,confidence:8882a719a63eb9f9f869d5a25c110c6b3eefac483e8c337289930b65277e4fce,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:56:39.420842+00:00
mmlu_pro:test:448,anthropic_sonnet5,claude-sonnet-5,A,True,0.9,0.9,0.0,1.0,8,8,success,"{""probability_correct"":0.9}",claude-sonnet-5,455,13,0.00104,e83cc90c149535c9697ec1a17ba2407acaeeee065539a9f4cf22422683040129,confidence:0b5e57c993b8b705dc5a7266122fe3684497eee922cd589ffc58e39ceddb850c,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:56:39.012934+00:00
mmlu_pro:test:462,openai_gpt56_sol,gpt-5.6-sol,A,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,397,17,0.001928,d4d0943291af2d17611d109f353dc284b91e9c7137b9897502cc2f51302f0186,confidence:42f03376038c9cc0ecf42c89c405112330523f28ed864e3fcdc1242e16c18d56,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:56:40.738017+00:00
mmlu_pro:test:462,anthropic_sonnet5,claude-sonnet-5,A,True,0.72,0.7,-0.020000000000000018,1.0,8,8,success,"{""probability_correct"":0.7}",claude-sonnet-5,698,13,0.001526,d4d0943291af2d17611d109f353dc284b91e9c7137b9897502cc2f51302f0186,confidence:c863f4f725f62a811ffc89b0e14ec5bd6a2de2f665e0a5e9a4d440df5dd382ce,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:56:39.980201+00:00
mmlu_pro:test:465,openai_gpt56_sol,gpt-5.6-sol,F,False,0.98,0.97,-0.010000000000000009,0.75,6,8,success,"{""probability_correct"":0.97}",gpt-5.6-sol,347,17,0.001728,fe32275968044ad7102ab6ef3e95ffb51d3476d694f8f2a87ee67d4b875e6cee,confidence:708e2cdec3d85207842fc131f3bcce6cdf8a7a769cb405b150bca6b51b5d462c,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:56:40.295123+00:00
mmlu_pro:test:465,anthropic_sonnet5,claude-sonnet-5,F,False,0.4,0.35,-0.050000000000000044,1.0,8,8,success,"{""probability_correct"":0.35}",claude-sonnet-5,640,13,0.00141,fe32275968044ad7102ab6ef3e95ffb51d3476d694f8f2a87ee67d4b875e6cee,confidence:f02cbd5220b076295257104314e46ff157ae4f9ef26351ef90c530cc527368d2,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:56:40.875614+00:00
mmlu_pro:test:471,openai_gpt56_sol,gpt-5.6-sol,F,True,0.99,0.98,-0.010000000000000009,0.75,6,8,success,"{""probability_correct"":0.98}",gpt-5.6-sol,305,17,0.00156,45732e067a7abdf56899b208e7806ee4f900dcd7b9c302957079f64cf9cb8ce4,confidence:c2d0f55ae2eefd653aee39e6616b28ca2cfaabb4bd6ac71b7cb56761eeee85fa,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:56:41.079163+00:00
mmlu_pro:test:471,anthropic_sonnet5,claude-sonnet-5,H,False,0.72,0.7,-0.020000000000000018,0.875,7,8,success,"{""probability_correct"":0.7}",claude-sonnet-5,604,13,0.001338,d24cfad85698d16bb523f4f1d4ee057cc7793baae66acbdc2e6d10e020d1feb4,confidence:3fe321288cb0a29e6ad1b2d26ec232cf07b148e5a52d751c2c4c4502358cdf3c,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:56:42.143066+00:00
mmlu_pro:test:492,openai_gpt56_sol,gpt-5.6-sol,A,True,0.99,0.99,0.0,0.75,6,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,214,17,0.001196,3390be609ebef353d0da6688e1c3c3269d442cc7670b2c43af6996a3c7cbbc8c,confidence:3c5363467acbe86d40e545f4a9e586dab07eff121678aa6034be503aa32a3cfc,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:56:42.317201+00:00
mmlu_pro:test:492,anthropic_sonnet5,claude-sonnet-5,F,False,0.85,0.85,0.0,1.0,8,8,success,"{""probability_correct"":0.85}",claude-sonnet-5,453,13,0.001036,217b4b7d262d80eeba135f5c3834f3022953ec373d1292140c184f2413409bdb,confidence:6b581f0b85ac53df6fb92e92f68ac1335c48a61aec3d9ee1c1e204b15a7c5a0a,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:56:42.667560+00:00
mmlu_pro:test:494,openai_gpt56_sol,gpt-5.6-sol,H,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,203,17,0.001152,cfc5f9fd06ff50a1b3ca4d2f3b2494b14311f50b6888d6842d8894d72ee93d6e,confidence:93154223be9b346d6e3f71375e236887cd510214e250ecb35c015f1921a7e740,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:56:43.023526+00:00
