run_id,model_id,example_id,category,is_correct,error_cost,verification_cost,recommendation,probability_correct,calibrated_probability,calibration_partition,action,verify,unsafe_reliance,unnecessary_verification,realized_cost,oracle_action,oracle_cost,regret,raw_confidence_baseline_action,direct_vs_raw_confidence_disagreement,direct_vs_raw_confidence_direction,calibrated_confidence_baseline_action,direct_vs_calibrated_confidence_disagreement,direct_vs_calibrated_confidence_direction,confidence_baseline_action
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:136,business,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:136,business,True,5.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:136,business,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:136,business,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:136,business,True,2.0,1.0,RELY,0.85,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:136,business,True,5.0,1.0,RELY,0.85,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:136,business,True,10.0,1.0,RELY,0.85,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,,,,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:136,business,True,20.0,1.0,VERIFY,0.85,,calibration,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,,,,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:178,business,True,2.0,1.0,RELY,0.02,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,RELY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:178,business,True,5.0,1.0,VERIFY,0.02,0.8918918918918919,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,RELY,True,more_cautious,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:178,business,True,10.0,1.0,VERIFY,0.02,0.8918918918918919,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,VERIFY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:178,business,True,20.0,1.0,VERIFY,0.02,0.8918918918918919,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,VERIFY,False,agree,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:178,business,False,2.0,1.0,VERIFY,0.65,,calibration,VERIFY,True,False,False,1.0,VERIFY,1.0,0.0,RELY,True,more_cautious,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:178,business,False,5.0,1.0,VERIFY,0.65,,calibration,VERIFY,True,False,False,1.0,VERIFY,1.0,0.0,VERIFY,False,agree,,,,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:178,business,False,10.0,1.0,VERIFY,0.65,,calibration,VERIFY,True,False,False,1.0,VERIFY,1.0,0.0,VERIFY,False,agree,,,,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:178,business,False,20.0,1.0,VERIFY,0.65,,calibration,VERIFY,True,False,False,1.0,VERIFY,1.0,0.0,VERIFY,False,agree,,,,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:365,business,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:365,business,True,5.0,1.0,VERIFY,0.99,0.8918918918918919,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,RELY,True,more_cautious,RELY,True,more_cautious,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:365,business,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:365,business,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:365,business,True,2.0,1.0,RELY,0.6,0.5,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:365,business,True,5.0,1.0,RELY,0.6,0.5,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,VERIFY,True,more_trusting,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:365,business,True,10.0,1.0,RELY,0.6,0.5,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,VERIFY,True,more_trusting,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:365,business,True,20.0,1.0,RELY,0.6,0.5,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,VERIFY,True,more_trusting,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:429,business,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:429,business,True,5.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:429,business,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:429,business,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:429,business,True,2.0,1.0,VERIFY,0.85,0.9285714285714286,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,RELY,True,more_cautious,RELY,True,more_cautious,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:429,business,True,5.0,1.0,VERIFY,0.85,0.9285714285714286,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,RELY,True,more_cautious,RELY,True,more_cautious,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:429,business,True,10.0,1.0,VERIFY,0.85,0.9285714285714286,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,RELY,True,more_cautious,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:429,business,True,20.0,1.0,VERIFY,0.85,0.9285714285714286,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,VERIFY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:462,business,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:462,business,True,5.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:462,business,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:462,business,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:462,business,True,2.0,1.0,RELY,0.72,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:462,business,True,5.0,1.0,RELY,0.72,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,,,,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:462,business,True,10.0,1.0,VERIFY,0.72,,calibration,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,,,,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:462,business,True,20.0,1.0,VERIFY,0.72,,calibration,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,,,,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:521,business,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:521,business,True,5.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:521,business,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:521,business,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:521,business,True,2.0,1.0,VERIFY,0.8,0.9285714285714286,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,RELY,True,more_cautious,RELY,True,more_cautious,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:521,business,True,5.0,1.0,VERIFY,0.8,0.9285714285714286,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,RELY,True,more_cautious,RELY,True,more_cautious,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:521,business,True,10.0,1.0,VERIFY,0.8,0.9285714285714286,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,RELY,True,more_cautious,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:521,business,True,20.0,1.0,VERIFY,0.8,0.9285714285714286,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,VERIFY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:529,business,True,2.0,1.0,RELY,0.999,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:529,business,True,5.0,1.0,RELY,0.999,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:529,business,True,10.0,1.0,RELY,0.999,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:529,business,True,20.0,1.0,RELY,0.999,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:529,business,True,2.0,1.0,RELY,0.97,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:529,business,True,5.0,1.0,RELY,0.97,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:529,business,True,10.0,1.0,RELY,0.97,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:529,business,True,20.0,1.0,RELY,0.97,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:595,business,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:595,business,True,5.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:595,business,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:595,business,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:595,business,True,2.0,1.0,RELY,0.85,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:595,business,True,5.0,1.0,RELY,0.85,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:595,business,True,10.0,1.0,RELY,0.85,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,,,,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:595,business,True,20.0,1.0,RELY,0.85,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,,,,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:623,business,True,2.0,1.0,RELY,0.97,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:623,business,True,5.0,1.0,RELY,0.97,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:623,business,True,10.0,1.0,RELY,0.97,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:623,business,True,20.0,1.0,RELY,0.97,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:623,business,True,2.0,1.0,RELY,0.75,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:623,business,True,5.0,1.0,RELY,0.75,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,RELY,False,agree,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:623,business,True,10.0,1.0,RELY,0.75,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,RELY,False,agree,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:623,business,True,20.0,1.0,RELY,0.75,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,VERIFY,True,more_trusting,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:659,business,True,2.0,1.0,VERIFY,0.88,0.8918918918918919,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,RELY,True,more_cautious,RELY,True,more_cautious,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:659,business,True,5.0,1.0,VERIFY,0.88,0.8918918918918919,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,RELY,True,more_cautious,RELY,True,more_cautious,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:659,business,True,10.0,1.0,VERIFY,0.88,0.8918918918918919,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,VERIFY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:659,business,True,20.0,1.0,VERIFY,0.88,0.8918918918918919,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,VERIFY,False,agree,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:659,business,True,2.0,1.0,RELY,0.72,0.7777777777777778,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:659,business,True,5.0,1.0,RELY,0.72,0.7777777777777778,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,VERIFY,True,more_trusting,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:659,business,True,10.0,1.0,VERIFY,0.72,0.7777777777777778,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,VERIFY,False,agree,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:659,business,True,20.0,1.0,VERIFY,0.72,0.7777777777777778,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,VERIFY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:811,business,True,2.0,1.0,RELY,0.98,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:811,business,True,5.0,1.0,RELY,0.98,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:811,business,True,10.0,1.0,RELY,0.98,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:811,business,True,20.0,1.0,RELY,0.98,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:811,business,False,2.0,1.0,VERIFY,0.72,,calibration,VERIFY,True,False,False,1.0,VERIFY,1.0,0.0,RELY,True,more_cautious,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:811,business,False,5.0,1.0,VERIFY,0.72,,calibration,VERIFY,True,False,False,1.0,VERIFY,1.0,0.0,VERIFY,False,agree,,,,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:811,business,False,10.0,1.0,VERIFY,0.72,,calibration,VERIFY,True,False,False,1.0,VERIFY,1.0,0.0,VERIFY,False,agree,,,,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:811,business,False,20.0,1.0,VERIFY,0.72,,calibration,VERIFY,True,False,False,1.0,VERIFY,1.0,0.0,VERIFY,False,agree,,,,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:820,business,True,2.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:820,business,True,5.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:820,business,True,10.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:820,business,True,20.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:820,business,False,2.0,1.0,VERIFY,0.9,,calibration,VERIFY,True,False,False,1.0,VERIFY,1.0,0.0,RELY,True,more_cautious,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:820,business,False,5.0,1.0,VERIFY,0.9,,calibration,VERIFY,True,False,False,1.0,VERIFY,1.0,0.0,RELY,True,more_cautious,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:820,business,False,10.0,1.0,VERIFY,0.9,,calibration,VERIFY,True,False,False,1.0,VERIFY,1.0,0.0,RELY,True,more_cautious,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:820,business,False,20.0,1.0,VERIFY,0.9,,calibration,VERIFY,True,False,False,1.0,VERIFY,1.0,0.0,VERIFY,False,agree,,,,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:953,law,True,2.0,1.0,RELY,0.97,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
