question_id,model_alias,model_endpoint,family,score_condition,displayed_confidence,displayed_token,frozen_answer,stage1_correct,parsed_action,verify,raw_response,input_tokens,output_tokens,estimated_cost_usd,prompt_hash,request_key
mmlu_pro:test:1731,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,I,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",960,18,0.0021,4603961e01564a23953f5426412269e9cf5b8f6fde82e1ebb0746aace82e572e,verification:6486e0776114cd990cfa4cbe128e769eaeeb8776fcc005889f5e2da8843d58c0
mmlu_pro:test:1731,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,I,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",960,18,0.0021,5e14a3497a9b66f287bcba726dd755f28493a34a021fd17304c34c8f98d1b6b9,verification:2cfb4ab9b6ac18512ed7c4cd53d1dcbe5cb5164efad012272574f3765715b4e4
mmlu_pro:test:1731,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,I,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",937,18,0.002054,7969c5cbdd7e7d3bd789b858e40fa8ca5e074c12fefcf9ae4828233ec6022604,verification:080325a514e4106bdcbf63d681e75d79452d4713db6648c10f3398df904308a6
mmlu_pro:test:1731,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,I,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",965,18,0.00211,7064ee78711797c54eceb9cb89e102f1341de973c70374540b9356bf6f4b6155,verification:145c3b72d7b2ebe8d2815491760b59c226d2a8670f314631a8f2e4509e8170d6
mmlu_pro:test:1731,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,I,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",965,18,0.00211,8b36990d9f4899e8dfcf85f7071b8b530a68387b6b835492fcbd6b1d18689d60,verification:d641c4cfbc1bf3126b9c78098d5a4b93be92db56260ea5cced3af2f7c8354273
mmlu_pro:test:1731,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,I,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",965,18,0.00211,9076b701c33ec0126a3f0aa3c6dca19e25ffe8ebe47bcf678b3b42aead8af15a,verification:9871a74c1dcc1b53ca8882bf1007477c0389873c8e6d2d6ad1c76a46f5396b44
mmlu_pro:test:6452,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",258,16,0.001352,5bc9685b2760c2edbaacaad69a5170ba37fc7ba2afe053fcaaa5314f82666733,verification:379be23abf290a033571d57b2b1654257a0dfc7ecb33e40c962db6f5e61b0b29
mmlu_pro:test:6452,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",275,16,0.00142,4d8a62b41f10664eeefe06e42c93bb1b85ecbee48046498582be1692c86823d6,verification:f0a2159f888f97dde8b5029ab8e2d458a2a9815db2bb14c678299f356eb41ff0
mmlu_pro:test:6452,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",275,16,0.00142,6762fbac7eb77449e0b647ddb1f3c5b7a53711cb8e2db8962bfb5f45c9594b7e,verification:008d9cc8acb5084f787b97d640f4a96548106cf741cb73080f047c9d294e403b
mmlu_pro:test:6452,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",275,16,0.00142,bd9c7f92741448707cb6a19d8aa98dd5cc4debc17119de785f0565abc40220ea,verification:c5276a563df82ee6ea9d4b37076d8969388dd155a0bba7afc297e67f5305385a
mmlu_pro:test:6452,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,F,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",259,14,0.001316,601f675dfec4fb7ddcca151dffd00c9aa7d3fc3061c3b697b8782579a40bac19,verification:d52781d2909048ada32b194633ce43ed37aed2e02439f00f140919928b01c2b1
mmlu_pro:test:6452,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,F,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",276,14,0.001384,3bd187ab45f3983e038fbf8410decc51a92d2a89c806281a5559a91a3e63298f,verification:b0435c3b9892d4d1dca47e34b1540f73fb9263e28d612a8a0ec68059371f4004
mmlu_pro:test:6452,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",276,16,0.001424,9c27157a58f6d19668e4d9b9b60d4f3390b01c13ed6c6696e1a475ac78184c51,verification:83bae039266edf9ef9013b97e492edf577f7667c4b44ebf668f66e273f9942ec
mmlu_pro:test:6452,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",276,16,0.001424,2e1d35706dc3e25418899a6503eb01276d4c43d94f783d119e693a2c1794d011,verification:ce96fb6e79d143d4116f05914434495b40a34dd76b9882463d128ea9dbfc7876
mmlu_pro:test:6452,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",628,19,0.001446,5bc9685b2760c2edbaacaad69a5170ba37fc7ba2afe053fcaaa5314f82666733,verification:04bd9d38d57548223c625d954114633b76f53d6ed4e3ec143ed599874b4d3f0a
mmlu_pro:test:6452,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,F,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",656,18,0.001492,4d8a62b41f10664eeefe06e42c93bb1b85ecbee48046498582be1692c86823d6,verification:0f64526f65bb83adb5db11e7e424ce2d9aba059eca386f460295bdf88d392244
mmlu_pro:test:6452,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",656,19,0.001502,6762fbac7eb77449e0b647ddb1f3c5b7a53711cb8e2db8962bfb5f45c9594b7e,verification:cb5668b15d44a675d68105eb80760fc579dbccf88b22ec6c446172933bd77d42
mmlu_pro:test:6452,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",656,19,0.001502,bd9c7f92741448707cb6a19d8aa98dd5cc4debc17119de785f0565abc40220ea,verification:01e59343123aa4666c3632ccce502d717142de88b1bdbc840d3b48e331dfa73b
mmlu_pro:test:6452,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",633,19,0.001456,601f675dfec4fb7ddcca151dffd00c9aa7d3fc3061c3b697b8782579a40bac19,verification:5d0cacca1f944b657ef3df3e46ae4811d967148fe949cd0be923e07f415b353a
mmlu_pro:test:6452,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,F,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",661,18,0.001502,3bd187ab45f3983e038fbf8410decc51a92d2a89c806281a5559a91a3e63298f,verification:1e458a6b2721df32ed84d7bb423d8c59b8edeb036483dcbec79d902f94e86ae8
mmlu_pro:test:6452,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",661,19,0.001512,9c27157a58f6d19668e4d9b9b60d4f3390b01c13ed6c6696e1a475ac78184c51,verification:2273e106f0de077e5b6737292a8b621a4661bfa87f3ff745c5f899db9b9452a6
mmlu_pro:test:6452,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",661,19,0.001512,2e1d35706dc3e25418899a6503eb01276d4c43d94f783d119e693a2c1794d011,verification:1e63bbbf618e03d43cd42da9b3ad56b4c084ab0d5027b5f7f10c07a4c3309e1a
mmlu_pro:test:429,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",327,16,0.001628,3810a0a0ffecfbf8765d51de555f84dc759d6aeb5f190053d408d3973a2a8e29,verification:3574507d0ec5d68a10897dc46f4cdb964cbae6a42cd1db35bc1f735933b37113
mmlu_pro:test:429,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",344,14,0.001656,0b4e4b12af020dd12db7b3662c732123ea2579293911cdd62435d1e9a1d0f38c,verification:5542e5cb284b969d620d6647a0ebb595a6ae67df76bf269246e6e1a6a5065d75
mmlu_pro:test:429,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",344,16,0.001696,c5e87789a2b673d3f44c3904f3770c5f061f3ef54d25172a1da9081cedd9cacc,verification:d3d582eb2c8cee3be5e8a1f9d7b6842d6ada22229ddc7e796aea1765ff5bc65b
mmlu_pro:test:429,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",344,16,0.001696,d7f779e3b3b15990d2ea1c1015d5548aa125d19beb796798502f4b4192a9ed38,verification:8687f0da638be108e2f37e0639894ba03cb10eb5c5b0680e9eb23c1ebfe7deff
mmlu_pro:test:429,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",328,14,0.001592,986709cdfbba9f49cd8615e786c274dc881f6b1b72a94b64445c584d8b041c45,verification:1598f421d9436aca02527e737f5d8f6688058b9ff5a8f811fad1e00a69f9ee62
mmlu_pro:test:429,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",345,14,0.00166,58d41569a2d8df9f778794549d380d00971e146c082fe02802241523c785bf8b,verification:a4c703bec6415c1dc46498e115432e17dee3e84d51f65633ed6c6844be0a277a
mmlu_pro:test:429,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",345,16,0.0017,8f3b58bac85de4a56b085d75b14833274fb6ec551f64886c0c593fd3e69cab89,verification:e5e7405e6f272f21002cb5846bcaad79d035a8ed6ce0b36ec54914486c5de480
mmlu_pro:test:429,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",345,16,0.0017,6a146fbbd188c78092f15897259b025c9d733ded5ddafcea35aee6236277f844,verification:6607561e6760913c600aee63dd09c30be50e2ade20c6b9c1c526e14f59e78d5b
mmlu_pro:test:429,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",675,20,0.00155,3810a0a0ffecfbf8765d51de555f84dc759d6aeb5f190053d408d3973a2a8e29,verification:176e8a0157e908db8b2852a8f81deea5afe07427a2302b9ff8f9ba872d06f67f
mmlu_pro:test:429,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",703,22,0.001626,0b4e4b12af020dd12db7b3662c732123ea2579293911cdd62435d1e9a1d0f38c,verification:e6c968c6a596d3e0c820cdc6bbbd308f36ef79a5633c134e63ca95a0f8875c26
mmlu_pro:test:429,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",703,20,0.001606,c5e87789a2b673d3f44c3904f3770c5f061f3ef54d25172a1da9081cedd9cacc,verification:635ab4a042f2c8fbe11b45dbe88fbd0f1d42f754652329e4b438bcf36e1ca448
mmlu_pro:test:429,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",703,27,0.001676,d7f779e3b3b15990d2ea1c1015d5548aa125d19beb796798502f4b4192a9ed38,verification:c4940ef3a2443a62ba9a981d0e020398ba41881448ee782ccc01621511f0e944
mmlu_pro:test:429,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",680,22,0.00158,986709cdfbba9f49cd8615e786c274dc881f6b1b72a94b64445c584d8b041c45,verification:4a75f99b5f79fe01ae03ede7179862e7381a7764187af00df5c3cf90b6c80901
mmlu_pro:test:429,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",708,20,0.001616,58d41569a2d8df9f778794549d380d00971e146c082fe02802241523c785bf8b,verification:5b0e5940e901d74380a5112749a26fdf83bddb18c4ecb54f211e6d59de3e1d24
mmlu_pro:test:429,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",708,21,0.001626,8f3b58bac85de4a56b085d75b14833274fb6ec551f64886c0c593fd3e69cab89,verification:1c97bd220ad5287cbf0b0d19aae51f8c7e06f90367d39851310dee62d678d9cb
mmlu_pro:test:429,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",708,23,0.001646,6a146fbbd188c78092f15897259b025c9d733ded5ddafcea35aee6236277f844,verification:349e21e619a4b7e6131e2e863593e061e24fed1d1adfa9dd42b6c7ddcc37edb5
mmlu_pro:test:3333,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",253,16,0.001332,6b7c05e17b31dc43c227dd58c3429928bc01e310d754c723787adb0cfdf4c32b,verification:76a8583062d15b54a29a195eb5077424310d151d480071a65fad78b490cb16a5
mmlu_pro:test:3333,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",270,14,0.00136,656afd159ea39b2002a4cbcffbc73095ff8db1e2d415b21e1aa71da1a0e77d9c,verification:6e4fbf3ba55d134d82609599d20e50cb6dff196f121226ae936fd0d3550ba258
mmlu_pro:test:3333,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",270,16,0.0014,466d772b2581bc5bb7ffcb8ff6aa2ed6fd6bfe6f00cff9304f68c7d1a5840587,verification:d5a5b859fd5e7e165d7ed367a78f2a2e5de57d1c7beafaae577963266955a004
mmlu_pro:test:3333,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",270,16,0.0014,bb98822d46189de39984c98cabf301fbbf4deb232e3660e8580b09d2a6d0ad7d,verification:6ac74a922b0460cdf7f350f8f5f30fb50cbdabad1b9df4349ec48b2587d96893
mmlu_pro:test:3333,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",254,16,0.001336,f2d0fef8940044197dd0dac090fc2e70a78d70aee336c9d166680ec2ad43a498,verification:d50119e981b355c6cb26155926f1b609120eeb92ccbe41f7bc96793a258278c4
mmlu_pro:test:3333,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",271,14,0.001364,adcf232ca77cf1cf9bf641cd8d4e36958815571c43ba7019fa44ae0bdf010b7e,verification:16ddd90064db9d6550c42a0f34cda24930bbc8aaca08e3b7c68d06dc75c65463
mmlu_pro:test:3333,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",271,16,0.001404,9d41a1c8c3e214f46ec4d3553fdbc80c5ad3d2899f1afe410d7128501a181ee3,verification:2364d1367287e05d96cd8a5e37d737a436b647e3f04fe210ee317f27e76773b3
mmlu_pro:test:3333,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",271,16,0.001404,4d8cb2bca3f491f90ac626c813ff6e1affcc8597667ef205896f54d5c23272c5,verification:99c7a0840955c19134c2fb5f2c8b60fd36415ae8fdf4b9678a95ce3ba70d95dd
mmlu_pro:test:3333,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",608,19,0.001406,6b7c05e17b31dc43c227dd58c3429928bc01e310d754c723787adb0cfdf4c32b,verification:7045aa21c62b6f4db7800873b00512a89c4903ed702e65624c40e62972ea862e
mmlu_pro:test:3333,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",636,18,0.001452,656afd159ea39b2002a4cbcffbc73095ff8db1e2d415b21e1aa71da1a0e77d9c,verification:d2b224ea69fa29977e10e8a381d74634f412374245d7f57af438b349d75aefd5
mmlu_pro:test:3333,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",636,18,0.001452,466d772b2581bc5bb7ffcb8ff6aa2ed6fd6bfe6f00cff9304f68c7d1a5840587,verification:8019d8a9821188af7e4755d3824fbae662ec5796a236b3c2b95a2fb332817df0
mmlu_pro:test:3333,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",636,19,0.001462,bb98822d46189de39984c98cabf301fbbf4deb232e3660e8580b09d2a6d0ad7d,verification:5b98bc0df0257780cd9d24e8625a6d5e229340ca7c2ed1dd330236a473682a73
mmlu_pro:test:3333,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",613,19,0.001416,f2d0fef8940044197dd0dac090fc2e70a78d70aee336c9d166680ec2ad43a498,verification:aa5ed0d907a1ab51130fcadb521260bf2c983aaa5e344f4dcc6ddce01a72539f
mmlu_pro:test:3333,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",641,18,0.001462,adcf232ca77cf1cf9bf641cd8d4e36958815571c43ba7019fa44ae0bdf010b7e,verification:230ff7addb1fa59d19ef1eaedaf2c45cd36d11d5a04b7132c82a49082a3fc17e
mmlu_pro:test:3333,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",641,18,0.001462,9d41a1c8c3e214f46ec4d3553fdbc80c5ad3d2899f1afe410d7128501a181ee3,verification:8924f366b22778e2dbe5d83d71c2a9900e5582214d618131d1f2dfacc61e42c6
mmlu_pro:test:3333,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",641,19,0.001472,4d8cb2bca3f491f90ac626c813ff6e1affcc8597667ef205896f54d5c23272c5,verification:da00f66aa6c9b05fedb08039184f47fd90b456247bc5dee7da5acdf62be7a39b
mmlu_pro:test:774,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",324,14,0.001576,521a4631d74dd22e1fd47332f805a0a32693f2fe1e93d4bab698352f89ebd924,verification:85852b4d23c88a57bdc3667494d9c9c2705b2605ff00cdcf618ff7d3281e3b8b
mmlu_pro:test:774,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",341,14,0.001644,8034ef3f37a468ff1a5e63bf4c47a2db37cfeb2e925fbc8fc4f8a9303db3003c,verification:3d2b74f79d907f012efbdc93cc1acd1a08b5e75adacc8ecf595e1146b5370d55
mmlu_pro:test:774,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",341,14,0.001644,336d8b10663801cd6387d79deafecd20b3d3f87138d4b5e9edeec74f2c4291e9,verification:7c27b53d1e03063063a88081de08d55ae5b8ee5967031a1216ac93605a32f75f
mmlu_pro:test:774,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",341,14,0.001644,0472a237123eb83325979eb6fe79026f5053416a56dd5415056cd88447d4a5f6,verification:f35d16abc273084d2b71ca63040bb1b7ac95c2216a700c18a1f69f3c63fce8ee
mmlu_pro:test:774,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",325,14,0.00158,4402df85a13cc0162a3e7724c8465d36cf15d24a26e59685204587a53a3957ef,verification:04f761519d400af178d5d656a79316ec9709399ed6c83ec8313c762c47104296
mmlu_pro:test:774,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",342,14,0.001648,fdbef8c69202d2d6055d2bd81d8b543d30e6f1fd1bd2ac0f277031210ae7997e,verification:3b94367fb116313b653c9a5997fe11807829ca9fd86a6437cc940a155f487c7b
mmlu_pro:test:774,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",342,14,0.001648,7e9aa0e7b47225a9b60dd322c4575d84bf49516dde50eb73d6c59e4159f49771,verification:dfda262b9270d90a000f62e738e175a3b1dfcb8b11a631339716460dc38120d3
mmlu_pro:test:774,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",342,14,0.001648,c528e31f51c886eb62f811f51f4a81162052f33bc728f301f9325cf78f1ba9e4,verification:f1b0452fe06f4dce4fbe6e59091878f0c0ad417595c9f31163751218107c1257
mmlu_pro:test:774,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,C,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",683,18,0.001546,dd4895fb60014c6a79b6d9c13741f8057b264caf4ccbeb18c02697c4d1c4c925,verification:7501af756cb13b48aca4b2fa0ed4dd9b30e5b6a99edc2b5963568ce2b017c4fd
