source,question_id,model_alias,model_endpoint,family,score_condition,displayed_confidence,displayed_token,frozen_answer,stage1_correct,parsed_action,verify,raw_response,input_tokens,output_tokens,estimated_cost_usd,prompt_hash,request_key
task007b,mmlu_pro:test:1731,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,0.99,I,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",689,6,0.00087625,9076b701c33ec0126a3f0aa3c6dca19e25ffe8ebe47bcf678b3b42aead8af15a,verification:c37bb60e0bde592bed1fd20fcd0202ba613ad1b80d628852103529c922d74ce5
task007b,mmlu_pro:test:6452,google_gemini38_flash,gemini-3.8-flash,moderate,hidden,,,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",316,122,0.0006945,5bc9685b2760c2edbaacaad69a5170ba37fc7ba2afe053fcaaa5314f82666733,verification:8219809d79198d6bbb456bf494a4b59173c1c1687136c6813978ec7d13708096
task007b,mmlu_pro:test:6452,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.70,0.7,0.7,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",334,63,0.00048675,4d8a62b41f10664eeefe06e42c93bb1b85ecbee48046498582be1692c86823d6,verification:0ae5c14c066a6d2df7c1bca85f553f8c2066c656611a71e8121299dc4f469d4f
task007b,mmlu_pro:test:6452,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.90,0.9,0.9,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",334,60,0.0004755,6762fbac7eb77449e0b647ddb1f3c5b7a53711cb8e2db8962bfb5f45c9594b7e,verification:7a00e58a9c530a3c3e747484f48a37e82927a4f00cc3692ecc8a9eba7a9d6ef1
task007b,mmlu_pro:test:6452,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.99,0.99,0.99,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",335,121,0.000705,bd9c7f92741448707cb6a19d8aa98dd5cc4debc17119de785f0565abc40220ea,verification:90e8cf1519450021cb05a6436860755b1684c1e8f8ec7daca70609ad4e69e24d
task007b,mmlu_pro:test:6452,google_gemini38_flash,gemini-3.8-flash,stronger,hidden,,,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",317,124,0.00070275,601f675dfec4fb7ddcca151dffd00c9aa7d3fc3061c3b697b8782579a40bac19,verification:135299c7535318ed3478274d11fd44e7400ddac1ca37ed25fae32301f7598eee
task007b,mmlu_pro:test:6452,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.70,0.7,0.7,F,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",335,327,0.0014775,3bd187ab45f3983e038fbf8410decc51a92d2a89c806281a5559a91a3e63298f,verification:796dbde7bdcc3d5026eea7e69ac107178f16e1c2b63ef6d0a38fb4d4f9ae927e
task007b,mmlu_pro:test:6452,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.90,0.9,0.9,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",335,86,0.00057375,9c27157a58f6d19668e4d9b9b60d4f3390b01c13ed6c6696e1a475ac78184c51,verification:36bbab655944c96ba9a5cd50bb1636c8ec7d054003efa82bf4fff0b9df665387
task007b,mmlu_pro:test:6452,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.99,0.99,0.99,F,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",336,151,0.00081825,2e1d35706dc3e25418899a6503eb01276d4c43d94f783d119e693a2c1794d011,verification:316845a112733fc77461a801d502cfa7dde02d9c80dad4837bd5a768624f1d0e
task007b,mmlu_pro:test:6452,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,hidden,,,F,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",458,6,0.0005875,5bc9685b2760c2edbaacaad69a5170ba37fc7ba2afe053fcaaa5314f82666733,verification:e12f219cb12cca31b311e7ea4b8ecf6475f13e29a30db41e1c221d7beca3d113
task007b,mmlu_pro:test:6452,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.70,0.7,0.7,F,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",475,6,0.00060875,4d8a62b41f10664eeefe06e42c93bb1b85ecbee48046498582be1692c86823d6,verification:5d1fc5d9b03ba05518fd70a19cc60963f4107b3a4212c6b597d45f84695687ed
task007b,mmlu_pro:test:6452,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.90,0.9,0.9,F,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",475,6,0.00060875,6762fbac7eb77449e0b647ddb1f3c5b7a53711cb8e2db8962bfb5f45c9594b7e,verification:f19f50dd33230b2b924dc22dcc9b65af200ba0ac34417d2be4eafd2366603182
task007b,mmlu_pro:test:6452,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.99,0.99,0.99,F,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",475,6,0.00060875,bd9c7f92741448707cb6a19d8aa98dd5cc4debc17119de785f0565abc40220ea,verification:f33af8511aa50e9fc01e462f07f6d49e207f83b5064786d2d73588c44cefa39a
task007b,mmlu_pro:test:6452,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,hidden,,,F,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",459,6,0.00058875,601f675dfec4fb7ddcca151dffd00c9aa7d3fc3061c3b697b8782579a40bac19,verification:b5c2e65373bfb10f19c39f3a180db8d2b85ed685aae0166e5fe1cf2c74aa29ef
task007b,mmlu_pro:test:6452,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.70,0.7,0.7,F,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",476,6,0.00061,3bd187ab45f3983e038fbf8410decc51a92d2a89c806281a5559a91a3e63298f,verification:89478f421b27f6ddbe56e2b8a0b25113950c963095f51b34ba1df1b7ae4c8bfd
task007b,mmlu_pro:test:6452,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.90,0.9,0.9,F,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",476,6,0.00061,9c27157a58f6d19668e4d9b9b60d4f3390b01c13ed6c6696e1a475ac78184c51,verification:829d486d95c19e485154342d0874e4d32b2e25c6631502b6d77c6aa59e296c02
task007b,mmlu_pro:test:6452,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,0.99,F,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",476,6,0.00061,2e1d35706dc3e25418899a6503eb01276d4c43d94f783d119e693a2c1794d011,verification:29f18a05f7e1fa401939c9800fcd4287fe42aea615e5f2df066ea0d6757766a9
task007b,mmlu_pro:test:429,google_gemini38_flash,gemini-3.8-flash,moderate,hidden,,,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",440,145,0.00087375,3810a0a0ffecfbf8765d51de555f84dc759d6aeb5f190053d408d3973a2a8e29,verification:6ab72663ba5038d97d1b8ce40251ab86ede8b86704f8e31e5efb673ecba3806e
task007b,mmlu_pro:test:429,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.70,0.7,0.7,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",458,176,0.0010035,0b4e4b12af020dd12db7b3662c732123ea2579293911cdd62435d1e9a1d0f38c,verification:3d5088a1dc8329ed32d4129c71b4fe7cbcbb1c7bfaba46829d16bfcb032704a8
task007b,mmlu_pro:test:429,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.90,0.9,0.9,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",458,182,0.001026,c5e87789a2b673d3f44c3904f3770c5f061f3ef54d25172a1da9081cedd9cacc,verification:c9590739d58a076c3f5677cb89c3f2dbf81ad7b49cdcecfb4b414f0eb7385ce7
task007b,mmlu_pro:test:429,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.99,0.99,0.99,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",459,154,0.00092175,d7f779e3b3b15990d2ea1c1015d5548aa125d19beb796798502f4b4192a9ed38,verification:62c3572c35eea2173db933c91a89412b0e2391f7af4899b93cedbfe93554355e
task007b,mmlu_pro:test:429,google_gemini38_flash,gemini-3.8-flash,stronger,hidden,,,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",441,196,0.00106575,986709cdfbba9f49cd8615e786c274dc881f6b1b72a94b64445c584d8b041c45,verification:73bea0cc93950d21c5eac26231194f3230fc97d7bcca6ffc54fbc30e69c6cccd
task007b,mmlu_pro:test:429,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.70,0.7,0.7,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",459,212,0.00113925,58d41569a2d8df9f778794549d380d00971e146c082fe02802241523c785bf8b,verification:2b5b6a50b83d8296447ec657397f837e2ff805d7a45a3c74f27deb431edc4b28
task007b,mmlu_pro:test:429,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.90,0.9,0.9,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",459,207,0.0011205,8f3b58bac85de4a56b085d75b14833274fb6ec551f64886c0c593fd3e69cab89,verification:3aee7ea48023f3ad50d59f0f8fe90a7c99b30fca50d9ce6a2bbb01986cc20de1
task007b,mmlu_pro:test:429,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.99,0.99,0.99,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",460,226,0.0011925,6a146fbbd188c78092f15897259b025c9d733ded5ddafcea35aee6236277f844,verification:6fdb5b56d4275be4ea6646ecb5a4c22852fe23092733e2e94ca852b949e5bdbc
task007b,mmlu_pro:test:429,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,hidden,,,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",526,6,0.0006725,3810a0a0ffecfbf8765d51de555f84dc759d6aeb5f190053d408d3973a2a8e29,verification:11ee9dff4ac1a9400d87a1a368c75db051afcbef05085d74c61443365cc17753
task007b,mmlu_pro:test:429,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.70,0.7,0.7,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",543,6,0.00069375,0b4e4b12af020dd12db7b3662c732123ea2579293911cdd62435d1e9a1d0f38c,verification:e9142e47cd854b1ae4712b6f60d3b45848acd27c84bb7797e3861f6cf291b20d
task007b,mmlu_pro:test:429,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.90,0.9,0.9,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",543,6,0.00069375,c5e87789a2b673d3f44c3904f3770c5f061f3ef54d25172a1da9081cedd9cacc,verification:1a520d34ab35108b17c4e2a2335743693f05668ae965bc243b76614a35dbcb8e
task007b,mmlu_pro:test:429,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.99,0.99,0.99,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",543,6,0.00069375,d7f779e3b3b15990d2ea1c1015d5548aa125d19beb796798502f4b4192a9ed38,verification:9b914a0be3b56dd51ec3a47fc0e9bd5994d9b88902faa082f6dac7e70277909e
task007b,mmlu_pro:test:429,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,hidden,,,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",527,6,0.00067375,986709cdfbba9f49cd8615e786c274dc881f6b1b72a94b64445c584d8b041c45,verification:59f8dcbd8ebd76151f6d4908b18dab164eeeead4a65eae8365c2a3cb5f4f4b19
task007b,mmlu_pro:test:429,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.70,0.7,0.7,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",544,6,0.000695,58d41569a2d8df9f778794549d380d00971e146c082fe02802241523c785bf8b,verification:96975c15df263e19b8793ece2b1ebbcecff1979f10d22379fbca333d4bd7b69a
task007b,mmlu_pro:test:429,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.90,0.9,0.9,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",544,6,0.000695,8f3b58bac85de4a56b085d75b14833274fb6ec551f64886c0c593fd3e69cab89,verification:c8a81198b118f1a11768fbaa0757f8f3ad5c0714e8adbd2d8f244d551d7bfbb6
task007b,mmlu_pro:test:429,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,0.99,A,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",544,6,0.000695,6a146fbbd188c78092f15897259b025c9d733ded5ddafcea35aee6236277f844,verification:fa5539adff3e392525f92a42b5f83618bae5c9e85abf581f222fd98ad86665de
task007b,mmlu_pro:test:3333,google_gemini38_flash,gemini-3.8-flash,moderate,hidden,,,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",308,149,0.00078975,6b7c05e17b31dc43c227dd58c3429928bc01e310d754c723787adb0cfdf4c32b,verification:027969f520b4f989ff94672fbbdceaa9924f1819cb150343a086a7ddf669857e
task007b,mmlu_pro:test:3333,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.70,0.7,0.7,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",326,134,0.000747,656afd159ea39b2002a4cbcffbc73095ff8db1e2d415b21e1aa71da1a0e77d9c,verification:d6516e3511101edd9a8c8dbf50168ff24c557758d689ed24090df42ff8f43af6
task007b,mmlu_pro:test:3333,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.90,0.9,0.9,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",326,90,0.000582,466d772b2581bc5bb7ffcb8ff6aa2ed6fd6bfe6f00cff9304f68c7d1a5840587,verification:34e96f4625349b0deddd882f57319efd93810d7786a787d508f43aa3f01b7415
task007b,mmlu_pro:test:3333,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.99,0.99,0.99,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",327,98,0.00061275,bb98822d46189de39984c98cabf301fbbf4deb232e3660e8580b09d2a6d0ad7d,verification:dc7f86fde7e5d0c7c859ade1e273687617d3ae6c2bcaac4ba6e3e184a9030217
task007b,mmlu_pro:test:3333,google_gemini38_flash,gemini-3.8-flash,stronger,hidden,,,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",309,139,0.000753,f2d0fef8940044197dd0dac090fc2e70a78d70aee336c9d166680ec2ad43a498,verification:1f6fcfcb4d62da489e1ad1b3439cb813e87f8256da2affc487b92866187186bc
task007b,mmlu_pro:test:3333,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.70,0.7,0.7,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",327,497,0.002109,adcf232ca77cf1cf9bf641cd8d4e36958815571c43ba7019fa44ae0bdf010b7e,verification:4931cca7da7b4187a8e60304bf260e0412459dc4ff4ac1206077bd0ff2bc2e44
task007b,mmlu_pro:test:3333,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.90,0.9,0.9,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",327,155,0.0008265,9d41a1c8c3e214f46ec4d3553fdbc80c5ad3d2899f1afe410d7128501a181ee3,verification:3741cacd89309aa17387a236eea577c6bcfccd637689f66c3ef06d68898740b5
task007b,mmlu_pro:test:3333,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.99,0.99,0.99,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",328,130,0.0007335,4d8cb2bca3f491f90ac626c813ff6e1affcc8597667ef205896f54d5c23272c5,verification:dfff5f8cf3731177bbc34fd6d811f0846b7cb5081b170b38a36d2bdda51c9e13
task007b,mmlu_pro:test:3333,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,hidden,,,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",448,6,0.000575,6b7c05e17b31dc43c227dd58c3429928bc01e310d754c723787adb0cfdf4c32b,verification:d276345cf7f48a4c9b4066874a37deeeeaf587d2bf688fbe55a635e5c24a51aa
task007b,mmlu_pro:test:3333,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.70,0.7,0.7,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",465,6,0.00059625,656afd159ea39b2002a4cbcffbc73095ff8db1e2d415b21e1aa71da1a0e77d9c,verification:ae4b6b0018a00ce7b24971ad8baf3a9e33248b52481521a6238501b08ebd6d52
task007b,mmlu_pro:test:3333,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.90,0.9,0.9,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",465,6,0.00059625,466d772b2581bc5bb7ffcb8ff6aa2ed6fd6bfe6f00cff9304f68c7d1a5840587,verification:52878a3935ea54d56fbf10c5af964aa2bd23331b891dd3e9c60cfb68802fc8c6
task007b,mmlu_pro:test:3333,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.99,0.99,0.99,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",465,6,0.00059625,bb98822d46189de39984c98cabf301fbbf4deb232e3660e8580b09d2a6d0ad7d,verification:79448bab1594c534ad60da9750858959c48f1e242782fa3cc4e6eb81708c1ce1
task007b,mmlu_pro:test:3333,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,hidden,,,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",449,6,0.00057625,f2d0fef8940044197dd0dac090fc2e70a78d70aee336c9d166680ec2ad43a498,verification:5094ee732a2da5db5e920883333ce57d2413b1a08bd5012d9b42f6a84eff55d6
task007b,mmlu_pro:test:3333,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.70,0.7,0.7,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",466,6,0.0005975,adcf232ca77cf1cf9bf641cd8d4e36958815571c43ba7019fa44ae0bdf010b7e,verification:99ba154d0a62ae44e8ce555eb4605177641e28fb1a4f026a7829e9d41d9f6752
task007b,mmlu_pro:test:3333,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.90,0.9,0.9,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",466,6,0.0005975,9d41a1c8c3e214f46ec4d3553fdbc80c5ad3d2899f1afe410d7128501a181ee3,verification:933f479fe7771f9745814957eb92753c6185372a5c2195fc120b9d969fe6f396
task007b,mmlu_pro:test:3333,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,0.99,B,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",466,6,0.0005975,4d8cb2bca3f491f90ac626c813ff6e1affcc8597667ef205896f54d5c23272c5,verification:ae96920149ef8497b5a3d83b6e127e5eb4a1f928315a01ef925f07c7e69e253d
task007b,mmlu_pro:test:774,google_gemini38_flash,gemini-3.8-flash,moderate,hidden,,,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",409,385,0.0017505,b794ab965009a76d1d3ed8ad7b1f08a9d2663d63c275bb75760a9199294d5c08,verification:086ba1f6c63402bddc394b33350460e8745cb0386e79390fb1d8edaaa86d6d1e
task007b,mmlu_pro:test:774,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.70,0.7,0.7,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",427,299,0.0014415,f31023b778e5dd5cefcda897b6b9938c94f7128b4e29bf719d87a22ec9074ef3,verification:74e37e8b85532b1c4c0762dd0d63fde3d48224ce924cf6e104dfa18572d4d668
task007b,mmlu_pro:test:774,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.90,0.9,0.9,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",427,355,0.0016515,bb520efd8a9fb480c985c73f3e4d69583296727fb6d8d82d10b37e4da7aa56a1,verification:01e7ae73fdb332c59d6e81a6ca9a065fd85bc465e75d861d92f6c9e507c71d1b
task007b,mmlu_pro:test:774,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.99,0.99,0.99,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",428,318,0.0015135,342af07a00f1e22de16fde0c44468997ba66dad91e151403634dcdffb512bb44,verification:85d8dbbf478df415f8911c32aae86862ecb1fa17992db01951cc35c773524dd3
task007b,mmlu_pro:test:774,google_gemini38_flash,gemini-3.8-flash,stronger,hidden,,,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",410,372,0.0017025,210cdeed6115e916cb0a59eda140762867bae2fc3d4f721b6808211e5ff23c22,verification:9fc29f20356866237e846f56458fcd2f17ab0c165b41daa67664948970ac72a6
task007b,mmlu_pro:test:774,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.70,0.7,0.7,A,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",428,488,0.002151,b50a888e1eac3d593d362624ec2be7942a13d94d4a1c3cef22fb03e8c7277e9a,verification:9da0c9227fbb5f35c3626864777d1aa2ddb712a25db125a26bfd53b5407c686f
