question_id,model_alias,model_endpoint,family,score_condition,displayed_confidence,displayed_token,frozen_answer,stage1_correct,reported_confidence,parsed_action,verify,repeat_index,roster,prompt_hash,request_key,estimated_cost_usd,raw_response
mmlu_pro:test:158,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.85,0.85,0.85,E,True,0.99,USE_UNVERIFIED,0,2,repeat_extra,3606563598922b34917769cbf2f6dda6d24812175be1d26a795ac2a495e90387,verification:a5ac4acd213d51a7b85dc33e3e035c40cd1609a6be0c83ccbf8e5ef72e409ab7,0.001528,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:158,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,E,True,0.99,USE_UNVERIFIED,0,2,repeat_extra,28bdaf44e7b2e568a6eedb7de86039c3a18129e269b444568f86f78bb1ce9ab4,verification:7376fd3406787af083142b0b76747b97b6866c344205ad0bce9efb4459ae047b,0.001528,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:158,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.95,0.95,0.95,E,True,0.99,USE_UNVERIFIED,0,2,repeat_extra,41e18886d34467c9a123178b8cf7375381d4bddbfb0cb38707602f1b75f8bdbf,verification:b88bd68304344efb8c498bca9907ca299ed8d698d14a24263c5dcd0fd0437db5,0.001528,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:158,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,E,True,0.99,USE_UNVERIFIED,0,2,repeat_extra,279d30a61e24b81b0a5ae05e33ae9eab18eba6c181816b0b276210aa9841d9eb,verification:6332df22bef8409e396fced1bde0a1358148b0b3812251649a8fa57a1a213fb0,0.001528,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:158,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,E,True,0.9,VERIFY_FIRST,1,1,repeat_extra,7f370e997637725c0dc2fbc396a60615ba7b1f5187fc0d8bf7b7022492d0205b,verification:f710b86e2134423167cf62827c8226278b25164a993d83723c7170596c7fae28,0.001464,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:158,anthropic_sonnet5,claude-sonnet-5,moderate,true_q_visible,0.9,0.9,E,True,0.9,VERIFY_FIRST,1,1,repeat_extra,28bdaf44e7b2e568a6eedb7de86039c3a18129e269b444568f86f78bb1ce9ab4,verification:dc46f2998e72756b594525baf4e5d9c159a217652e6b5ab519762a5a4759ebd0,0.00159,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:158,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,E,True,0.9,VERIFY_FIRST,1,1,repeat_extra,3d056e6472cb1fb98e72eb9cb3a5fe24b5bff8c062a22e52942f38c58803fc9e,verification:80f8a1f5f968e3b2ca65f5d910cf6df76888d13c7826e49bf17439275f6c94e3,0.00152,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:158,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.85,0.85,0.85,E,True,0.9,VERIFY_FIRST,1,1,repeat_extra,3606563598922b34917769cbf2f6dda6d24812175be1d26a795ac2a495e90387,verification:ac378e1b77db1aba52f4d48ed9ffa4888c24c05d691896054701b7483cdf798c,0.00159,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:158,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,E,True,0.9,VERIFY_FIRST,1,1,repeat_extra,28bdaf44e7b2e568a6eedb7de86039c3a18129e269b444568f86f78bb1ce9ab4,verification:15652b2dc67aa5fd0ac714e696056b43224822f47c99bc4e41ea97ecaba7aa1c,0.00152,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:158,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.95,0.95,0.95,E,True,0.9,VERIFY_FIRST,1,1,repeat_extra,41e18886d34467c9a123178b8cf7375381d4bddbfb0cb38707602f1b75f8bdbf,verification:8dcfe521e6563f27bf38322eb85aa0a151290eb95cf84343d1f4d0ed9de291dc,0.00156,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:158,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,E,True,0.9,VERIFY_FIRST,1,1,repeat_extra,279d30a61e24b81b0a5ae05e33ae9eab18eba6c181816b0b276210aa9841d9eb,verification:8fe8e978cf840c31e92da98c00dc654c642305526409df1c736daf61601c5845,0.00154,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:158,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,E,True,0.9,VERIFY_FIRST,1,2,repeat_extra,7f370e997637725c0dc2fbc396a60615ba7b1f5187fc0d8bf7b7022492d0205b,verification:ec672e1dfadc348f091d91ecc3b66a40db71d847165ec78eaa3a7acb7e2f9d91,0.001504,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:158,anthropic_sonnet5,claude-sonnet-5,moderate,true_q_visible,0.9,0.9,E,True,0.9,VERIFY_FIRST,1,2,repeat_extra,28bdaf44e7b2e568a6eedb7de86039c3a18129e269b444568f86f78bb1ce9ab4,verification:4ad333465650e8969abef1be0c4070b0561df022763702d90e617e65306cb302,0.00154,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:158,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,E,True,0.9,VERIFY_FIRST,1,2,repeat_extra,3d056e6472cb1fb98e72eb9cb3a5fe24b5bff8c062a22e52942f38c58803fc9e,verification:f9f8a11e5c5d4f1bca65913db221507d557723c009ef8176861ca48881585641,0.00155,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:158,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.85,0.85,0.85,E,True,0.9,VERIFY_FIRST,1,2,repeat_extra,3606563598922b34917769cbf2f6dda6d24812175be1d26a795ac2a495e90387,verification:a102c1977d10c7804176116e96b39744cfc566a6c98a5a3f44bc5f46e15fb7a7,0.00156,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:158,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,E,True,0.9,VERIFY_FIRST,1,2,repeat_extra,28bdaf44e7b2e568a6eedb7de86039c3a18129e269b444568f86f78bb1ce9ab4,verification:1c38685466cabf5f67ca27eb3f8f040b6e2709d17824f0a5b852bab3644593be,0.00159,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:158,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.95,0.95,0.95,E,True,0.9,VERIFY_FIRST,1,2,repeat_extra,41e18886d34467c9a123178b8cf7375381d4bddbfb0cb38707602f1b75f8bdbf,verification:405b240af1b93a12e4ab9b708cfc5bfbfa2907712aecc51ff63c8f096718f930,0.00154,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:158,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,E,True,0.9,VERIFY_FIRST,1,2,repeat_extra,279d30a61e24b81b0a5ae05e33ae9eab18eba6c181816b0b276210aa9841d9eb,verification:668dae80f5d1a8fe34a7b26250f5445520f6445e477f51f290fb93081119ea5a,0.00156,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,E,True,0.99,USE_UNVERIFIED,0,1,repeat_extra,c252423db665cf95cfbdf90a03d1eaf0da43ad3a8cba54f790d58ecf44c587d3,verification:deace09bd2ab55e400a687c0e71f82d5ab356792a7c49090265479250a3eefa1,0.001576,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:338,openai_gpt56_sol,gpt-5.6-sol,moderate,true_q_visible,0.99,0.99,E,True,0.99,USE_UNVERIFIED,0,1,repeat_extra,e16922d1efa3fd3126cc31fa0ca3104dd0c5f5921be984e04da8269fda46e5ff,verification:c17a0a55e12fad3295e80474ddef921918b2fb55aa3e76f12709cb45e7727f72,0.001644,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:338,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,E,True,0.99,VERIFY_FIRST,1,1,repeat_extra,6b3e57fd0cb042544bcda8050c112305c440ab13687e98499f989dea289548d4,verification:d70ce7a842e0776984e7bd279530c6295f76903630cd01326d127eb4da0448b9,0.001604,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.85,0.85,0.85,E,True,0.99,USE_UNVERIFIED,0,1,repeat_extra,fbb229c7dea6df65365b9b8bba6a9dcb90e16e4b3a10e86d31e1c126c03aa2ff,verification:2b379bc3990d56bfd570329ce46091ea2ace84212bb78f1c6a6339fe8dd85b02,0.001644,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:338,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,E,True,0.99,USE_UNVERIFIED,0,1,repeat_extra,da0cd127c4b1dc1c30695f2e85327740942d2bdf9977a22e82a4b983ad688e40,verification:b9d07c57dec6001d12a92f4fd5ef80fc1614cb3289b1bbafbf98cacf02714f11,0.001644,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:338,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.95,0.95,0.95,E,True,0.99,USE_UNVERIFIED,0,1,repeat_extra,d3c0969b0f3adcadcf206592d2d4e4499f7f64d92ae6d6a28052ad58d5bd3211,verification:3a556021398923566294614b570493fa06cb8a00d746fbc9c05d56d90f8ec8cc,0.001644,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:338,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,E,True,0.99,USE_UNVERIFIED,0,1,repeat_extra,e16922d1efa3fd3126cc31fa0ca3104dd0c5f5921be984e04da8269fda46e5ff,verification:108aeb559c8d1c18833420ae045873f0b9deb7327941c972058bc38f3b80007f,0.001644,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:338,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,E,True,0.99,VERIFY_FIRST,1,2,repeat_extra,c252423db665cf95cfbdf90a03d1eaf0da43ad3a8cba54f790d58ecf44c587d3,verification:6e940cbcc4dbfafd0378f7a7c42a55919c416fa682eb5c4471561583a9dddb38,0.001536,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,openai_gpt56_sol,gpt-5.6-sol,moderate,true_q_visible,0.99,0.99,E,True,0.99,USE_UNVERIFIED,0,2,repeat_extra,e16922d1efa3fd3126cc31fa0ca3104dd0c5f5921be984e04da8269fda46e5ff,verification:640b9109ae84d933cc7e501b2ce4b41d0e8284f12c3f9143c7015882dcc08cc7,0.001644,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:338,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,E,True,0.99,VERIFY_FIRST,1,2,repeat_extra,6b3e57fd0cb042544bcda8050c112305c440ab13687e98499f989dea289548d4,verification:e1839344af3ac4cd9e9ea856a00f9ef2c39d79e270e1f6264838d6ad71370183,0.001604,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.85,0.85,0.85,E,True,0.99,USE_UNVERIFIED,0,2,repeat_extra,fbb229c7dea6df65365b9b8bba6a9dcb90e16e4b3a10e86d31e1c126c03aa2ff,verification:721db3b664023173a26e06c00f7d95d36b35cd00884eaa6cde7eccfc3ef65e37,0.001644,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:338,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,E,True,0.99,USE_UNVERIFIED,0,2,repeat_extra,da0cd127c4b1dc1c30695f2e85327740942d2bdf9977a22e82a4b983ad688e40,verification:ac6f1f7b347df92543e436b2e907f5c9e9bc4840f0c543f1acef49fc307c9163,0.001644,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:338,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.95,0.95,0.95,E,True,0.99,USE_UNVERIFIED,0,2,repeat_extra,d3c0969b0f3adcadcf206592d2d4e4499f7f64d92ae6d6a28052ad58d5bd3211,verification:d4ebe875ae0c2ffca1992f926024190c0557c9600219c8cb44160b76378ff196,0.001644,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:338,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,E,True,0.99,USE_UNVERIFIED,0,2,repeat_extra,e16922d1efa3fd3126cc31fa0ca3104dd0c5f5921be984e04da8269fda46e5ff,verification:dc7c4e19cc32d5e396beb665a9f5ddd8a694273be06628978c0349ab5939041a,0.001644,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:338,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,E,True,0.72,VERIFY_FIRST,1,1,repeat_extra,c252423db665cf95cfbdf90a03d1eaf0da43ad3a8cba54f790d58ecf44c587d3,verification:81f608b4699507e9d07cfb9577463ae183c3a59acad3e82c43efdac19d588b97,0.001662,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,anthropic_sonnet5,claude-sonnet-5,moderate,true_q_visible,0.72,0.72,E,True,0.72,VERIFY_FIRST,1,1,repeat_extra,38e51b0cf8e4932f1ddfd97b73cd477d5be3590258da439a09cea95bdc477b82,verification:f4cc274709b4d23913554d58330fbb94fe000b3b0cf041cdec4e6de06dd64f8b,0.001586,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,E,True,0.72,VERIFY_FIRST,1,1,repeat_extra,6b3e57fd0cb042544bcda8050c112305c440ab13687e98499f989dea289548d4,verification:a573a7c1e44c890774d05b899b23ed6bdc94d3080cb3385721230588c9d5917b,0.001676,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.85,0.85,0.85,E,True,0.72,VERIFY_FIRST,1,1,repeat_extra,fbb229c7dea6df65365b9b8bba6a9dcb90e16e4b3a10e86d31e1c126c03aa2ff,verification:e8b2f74dee10a314bd72cf89ba81ba05a728b52798d15b30f3d6a2f2bc5a84c6,0.001586,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,E,True,0.72,VERIFY_FIRST,1,1,repeat_extra,da0cd127c4b1dc1c30695f2e85327740942d2bdf9977a22e82a4b983ad688e40,verification:2e5ca3d8ffee037863f7289b66484bf5df90f316f89714a6fd9c49aab5dde0d4,0.001586,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.95,0.95,0.95,E,True,0.72,VERIFY_FIRST,1,1,repeat_extra,d3c0969b0f3adcadcf206592d2d4e4499f7f64d92ae6d6a28052ad58d5bd3211,verification:687d248854f816c35c1796eca5fd576e5845e0a2c510569ca6274f0b3a6d1f83,0.001586,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,E,True,0.72,VERIFY_FIRST,1,1,repeat_extra,e16922d1efa3fd3126cc31fa0ca3104dd0c5f5921be984e04da8269fda46e5ff,verification:f49b017c2cf7ce9f083b9911c962606a60eecc5b80e053dd4468f9806f932018,0.001596,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,E,True,0.72,VERIFY_FIRST,1,2,repeat_extra,c252423db665cf95cfbdf90a03d1eaf0da43ad3a8cba54f790d58ecf44c587d3,verification:55e3d2ce20559b03dd5e519d7a73545be605dcfc33876e50f3c9f460364543fb,0.00152,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,anthropic_sonnet5,claude-sonnet-5,moderate,true_q_visible,0.72,0.72,E,True,0.72,VERIFY_FIRST,1,2,repeat_extra,38e51b0cf8e4932f1ddfd97b73cd477d5be3590258da439a09cea95bdc477b82,verification:b6ddc5949307b3774afe8075e709ffdeab66c6d8daf207dc58dbddb2ad5f2e74,0.001626,"{""action"": ""VERIFY_FIRST""}"
mmlu_pro:test:338,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,E,True,0.72,VERIFY_FIRST,1,2,repeat_extra,6b3e57fd0cb042544bcda8050c112305c440ab13687e98499f989dea289548d4,verification:77a262129ed567e3f8bdb21137f600c6c2f687304bbf565d4a7df5b91444f898,0.001966,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.85,0.85,0.85,E,True,0.72,VERIFY_FIRST,1,2,repeat_extra,fbb229c7dea6df65365b9b8bba6a9dcb90e16e4b3a10e86d31e1c126c03aa2ff,verification:e3bc71e3763c7f2163ba5767e58b83bce808128b10fbe53db0e4648b0da1a225,0.001586,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,E,True,0.72,VERIFY_FIRST,1,2,repeat_extra,da0cd127c4b1dc1c30695f2e85327740942d2bdf9977a22e82a4b983ad688e40,verification:b03445652d31cd92fe10da6207c9feed299b8a9ce0252c8db4030c2e94e3a55f,0.001606,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.95,0.95,0.95,E,True,0.72,VERIFY_FIRST,1,2,repeat_extra,d3c0969b0f3adcadcf206592d2d4e4499f7f64d92ae6d6a28052ad58d5bd3211,verification:7e8ce09effc3bfd8d8077f096b3d71c657eb68efa0f33599e75e3e5bbffa54cd,0.001586,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:338,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,E,True,0.72,VERIFY_FIRST,1,2,repeat_extra,e16922d1efa3fd3126cc31fa0ca3104dd0c5f5921be984e04da8269fda46e5ff,verification:fa17966db805f5e8a312111f48c1a62c51bdcc35086c6e92830a0703953b09bf,0.001576,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:348,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,F,True,0.99,USE_UNVERIFIED,0,1,repeat_extra,31541d3910a194700c05df8b3aa1d17662362877e67cd883109d7d5e5b274088,verification:9ff726bf972eb300702a25ed0b15e46dbd554b95e0876316d08dbfbb577bf4e0,0.001668,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:348,openai_gpt56_sol,gpt-5.6-sol,moderate,true_q_visible,0.99,0.99,F,True,0.99,USE_UNVERIFIED,0,1,repeat_extra,f809676a0f9b0ddbb96ebabfedc042d72f0b107925781ffa08092cd86af1f719,verification:b8d7f5ff4bf87537ab3b45e41a45796ce72cb96269220504039b68d86764ba2e,0.001736,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:348,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,F,True,0.99,VERIFY_FIRST,1,1,repeat_extra,b0c2e124fdf51d99bd1337345611cc5cee3b6476bdf00e23eb9c65e01411bd2a,verification:b7fc96a45648aa8733b60b46b4cb3190f668f43080827779c16347b9a651dd9e,0.001696,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:348,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.85,0.85,0.85,F,True,0.99,USE_UNVERIFIED,0,1,repeat_extra,259cfebd90d10945dfb68be2465c48ae3c6b53e394e32ecf17575ad6842e4b52,verification:27ba32d803fa4b2193e6eaad5ddf1ec5de1b622be4deda6cb9153a4c63a7835c,0.001736,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:348,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,F,True,0.99,USE_UNVERIFIED,0,1,repeat_extra,2e138e1b6ce9ea75b7cd66a1b6c31a749da89df02c1e164b1806e0b4a2619bcd,verification:ebfc412f3ce47bb454dcd7f531cac3b914e4d695fa6236c06d228c010a4bc368,0.001736,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:348,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.95,0.95,0.95,F,True,0.99,USE_UNVERIFIED,0,1,repeat_extra,ea5c989b3476c2d9eef232db843aeb7a858fdebb99c6ba874e52c9770981ba6d,verification:9eee0b6906852087fb25f731fec8a8584dd5412cb26366babd11fdbef5857f2b,0.001736,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:348,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,F,True,0.99,USE_UNVERIFIED,0,1,repeat_extra,f809676a0f9b0ddbb96ebabfedc042d72f0b107925781ffa08092cd86af1f719,verification:b3a01218c7e92a039316062b2d433fa52de74dc353ae1fe867807509c81e6b3e,0.001736,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:348,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,F,True,0.99,VERIFY_FIRST,1,2,repeat_extra,31541d3910a194700c05df8b3aa1d17662362877e67cd883109d7d5e5b274088,verification:77f8695f9b534751ab3f580bb0b6a7eb0fa0c42f6a146da1e411b5049dd89af1,0.001628,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:348,openai_gpt56_sol,gpt-5.6-sol,moderate,true_q_visible,0.99,0.99,F,True,0.99,USE_UNVERIFIED,0,2,repeat_extra,f809676a0f9b0ddbb96ebabfedc042d72f0b107925781ffa08092cd86af1f719,verification:0578e304cd2083c99fc55ffde7802ad8e5020cd45c236f97ec9bd54d70b10136,0.001736,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:348,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,F,True,0.99,USE_UNVERIFIED,0,2,repeat_extra,b0c2e124fdf51d99bd1337345611cc5cee3b6476bdf00e23eb9c65e01411bd2a,verification:5e41cc7731ac751552b53e5faf92ba8eed8770105671787c65c6047f9029f630,0.001736,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:348,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.85,0.85,0.85,F,True,0.99,USE_UNVERIFIED,0,2,repeat_extra,259cfebd90d10945dfb68be2465c48ae3c6b53e394e32ecf17575ad6842e4b52,verification:1ade8bda3c441ed6ea4ebca5e877fd495c43fc7ad4939ff9a148df6bff1cd899,0.001736,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:348,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,F,True,0.99,USE_UNVERIFIED,0,2,repeat_extra,2e138e1b6ce9ea75b7cd66a1b6c31a749da89df02c1e164b1806e0b4a2619bcd,verification:797675db8ae237c4558ecd4bd59c0bb940edd1c352e0fac1a6e51e812f18e051,0.001736,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:348,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.95,0.95,0.95,F,True,0.99,USE_UNVERIFIED,0,2,repeat_extra,ea5c989b3476c2d9eef232db843aeb7a858fdebb99c6ba874e52c9770981ba6d,verification:feb1a6c3e54c4a41def15ee68e48476b4a186fc50eeb5ad478da03566333512a,0.001736,"{""action"":""USE_UNVERIFIED""}"
