example_id,subset,category,n_choices,question_char_len,source_index,dataset_name,split,dataset_revision,correct_label
mmlu_pro:test:1949,secondary_200,law,10,818,1853,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:2044,secondary_200,psychology,8,62,1945,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:2053,secondary_200,psychology,10,20,1954,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:2085,secondary_200,psychology,10,110,1986,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:2170,secondary_200,psychology,10,135,2070,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:2321,secondary_200,psychology,10,88,2220,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:2371,secondary_200,psychology,10,71,2270,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:2403,secondary_200,psychology,10,169,2301,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:2435,secondary_200,psychology,8,444,2332,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:2448,secondary_200,psychology,10,211,2345,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:2474,secondary_200,psychology,10,46,2371,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:2612,secondary_200,psychology,10,149,2508,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:2662,secondary_200,psychology,6,74,2554,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:2682,secondary_200,psychology,10,59,2574,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:2747,secondary_200,psychology,10,68,2635,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:2779,secondary_200,psychology,9,87,2663,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:2825,secondary_200,biology,10,197,2708,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:2840,secondary_200,biology,10,48,2722,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:2845,secondary_200,biology,10,113,2727,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:2859,secondary_200,biology,10,394,2741,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:2940,secondary_200,biology,10,234,2822,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3003,secondary_200,biology,10,216,2885,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3065,secondary_200,biology,10,416,2947,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3090,secondary_200,biology,10,67,2972,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3197,secondary_200,biology,10,48,3077,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3280,secondary_200,biology,10,177,3159,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3313,secondary_200,biology,10,63,3192,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3418,secondary_200,biology,10,200,3297,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3441,secondary_200,biology,10,112,3320,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3474,secondary_200,biology,10,125,3353,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3607,secondary_200,chemistry,10,295,3486,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3641,secondary_200,chemistry,10,325,3520,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3675,secondary_200,chemistry,10,186,3554,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3821,secondary_200,chemistry,10,234,3698,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3833,secondary_200,chemistry,10,167,3710,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3891,secondary_200,chemistry,10,153,3768,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3927,secondary_200,chemistry,10,250,3804,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:4002,secondary_200,chemistry,10,192,3878,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:4010,secondary_200,chemistry,10,128,3886,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:4060,secondary_200,chemistry,10,276,3935,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:4115,secondary_200,chemistry,10,153,3989,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:4230,secondary_200,chemistry,10,137,4103,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:4540,secondary_200,chemistry,10,90,4408,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:4647,secondary_200,chemistry,10,229,4515,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:4677,secondary_200,history,8,104,4545,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:4716,secondary_200,history,10,1043,4584,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:4747,secondary_200,history,10,1192,4615,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:4758,secondary_200,history,10,32,4625,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:4768,secondary_200,history,9,1462,4633,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:4782,secondary_200,history,9,13,4646,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:4787,secondary_200,history,10,64,4651,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:4810,secondary_200,history,10,1138,4672,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:4845,secondary_200,history,9,128,4706,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:4869,secondary_200,history,10,118,4730,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:4908,secondary_200,history,10,35,4769,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:4918,secondary_200,history,10,2282,4779,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:4996,secondary_200,history,4,130,4857,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:5042,secondary_200,history,10,121,4902,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:5067,secondary_200,other,8,92,4926,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:5164,secondary_200,other,10,101,5022,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:5165,secondary_200,other,10,80,5023,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:5214,secondary_200,other,10,163,5072,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:5281,secondary_200,other,10,141,5139,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:5321,secondary_200,other,10,75,5179,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:5587,secondary_200,other,10,141,5438,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:5678,secondary_200,other,10,96,5526,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:5703,secondary_200,other,10,85,5549,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:5715,secondary_200,other,10,463,5561,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:5718,secondary_200,other,10,398,5564,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:5813,secondary_200,other,10,44,5656,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:5834,secondary_200,other,7,95,5677,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:5889,secondary_200,other,10,79,5731,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:5969,secondary_200,other,10,83,5810,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6002,secondary_200,health,4,52,5843,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6034,secondary_200,health,10,276,5874,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6100,secondary_200,health,10,46,5939,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6103,secondary_200,health,10,59,5942,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:6136,secondary_200,health,10,79,5975,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6230,secondary_200,health,4,763,6068,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6257,secondary_200,health,10,299,6095,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:6411,secondary_200,health,8,76,6247,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:6414,secondary_200,health,10,123,6250,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6449,secondary_200,health,9,377,6285,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:6460,secondary_200,health,10,33,6296,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6506,secondary_200,health,10,646,6342,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:6641,secondary_200,health,4,57,6476,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:6735,secondary_200,health,7,70,6569,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:6838,secondary_200,economics,10,85,6671,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:7163,secondary_200,economics,8,117,6992,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:7178,secondary_200,economics,7,56,7007,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:7255,secondary_200,economics,4,89,7081,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:7282,secondary_200,economics,10,33,7108,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:7299,secondary_200,economics,10,117,7125,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:7370,secondary_200,economics,10,74,7191,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:7418,secondary_200,economics,10,81,7238,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:7492,secondary_200,economics,10,98,7310,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:7496,secondary_200,economics,10,134,7314,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:7536,secondary_200,economics,10,121,7353,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:7615,secondary_200,economics,10,44,7432,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:7624,secondary_200,economics,10,62,7441,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:7659,secondary_200,economics,10,653,7476,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:8083,secondary_200,math,10,112,7899,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:8089,secondary_200,math,10,158,7905,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:8105,secondary_200,math,9,68,7921,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:8135,secondary_200,math,10,52,7951,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:8192,secondary_200,math,10,117,8007,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:8388,secondary_200,math,10,240,8201,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:8459,secondary_200,math,10,47,8272,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:8467,secondary_200,math,3,113,8280,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:8551,secondary_200,math,10,220,8364,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:8570,secondary_200,math,10,60,8383,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:8594,secondary_200,math,10,193,8407,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:8718,secondary_200,math,10,81,8530,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:8849,secondary_200,math,10,183,8661,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:8959,secondary_200,math,10,333,8770,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:9061,secondary_200,physics,10,338,8872,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:9079,secondary_200,physics,10,190,8890,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:9387,secondary_200,physics,10,214,9198,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:9674,secondary_200,physics,10,167,9484,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:9696,secondary_200,physics,10,95,9506,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:9791,secondary_200,physics,10,132,9601,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:10008,secondary_200,physics,10,247,9814,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:10056,secondary_200,physics,10,325,9862,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:10124,secondary_200,physics,10,177,9926,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:10140,secondary_200,physics,10,113,9942,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:10148,secondary_200,physics,10,332,9950,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:10210,secondary_200,physics,10,76,10010,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:10312,secondary_200,physics,10,161,10110,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:10337,secondary_200,physics,10,270,10135,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:10363,secondary_200,computer science,10,79,10161,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:10385,secondary_200,computer science,10,504,10182,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:10387,secondary_200,computer science,10,211,10184,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:10425,secondary_200,computer science,10,75,10220,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:10478,secondary_200,computer science,10,551,10273,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:10540,secondary_200,computer science,10,223,10334,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:10623,secondary_200,computer science,10,304,10415,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:10628,secondary_200,computer science,10,287,10420,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:10642,secondary_200,computer science,10,85,10434,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:10660,secondary_200,computer science,10,830,10451,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:10673,secondary_200,computer science,10,221,10464,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:10749,secondary_200,computer science,8,423,10539,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:10757,secondary_200,computer science,10,329,10547,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:10765,secondary_200,computer science,9,54,10555,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:10768,secondary_200,computer science,10,292,10558,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:10780,secondary_200,philosophy,4,262,10570,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:10812,secondary_200,philosophy,10,52,10600,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:10867,secondary_200,philosophy,4,98,10654,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:10928,secondary_200,philosophy,10,63,10715,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:11009,secondary_200,philosophy,4,204,10793,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:11024,secondary_200,philosophy,9,92,10808,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:11037,secondary_200,philosophy,10,91,10820,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:11097,secondary_200,philosophy,8,63,10880,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:11111,secondary_200,philosophy,10,65,10893,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:11146,secondary_200,philosophy,10,75,10925,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:11196,secondary_200,philosophy,6,56,10975,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:11198,secondary_200,philosophy,4,84,10977,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:11206,secondary_200,philosophy,4,361,10985,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:11265,secondary_200,philosophy,4,150,11044,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:11428,secondary_200,engineering,10,141,11205,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:11429,secondary_200,engineering,10,299,11206,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:11480,secondary_200,engineering,10,83,11256,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:11490,secondary_200,engineering,10,154,11266,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:11606,secondary_200,engineering,10,415,11382,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:11617,secondary_200,engineering,4,70,11393,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:11703,secondary_200,engineering,10,301,11479,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:11716,secondary_200,engineering,10,369,11492,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:11772,secondary_200,engineering,10,748,11548,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:11981,secondary_200,engineering,10,238,11756,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:11989,secondary_200,engineering,10,183,11764,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:12078,secondary_200,engineering,10,415,11853,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:12113,secondary_200,engineering,10,559,11888,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:12116,secondary_200,engineering,10,146,11891,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
