example_id,subset,category,n_choices,question_char_len,source_index,dataset_name,split,dataset_revision,correct_label
mmlu_pro:test:531,primary_500,business,10,79,457,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:539,primary_500,business,10,344,464,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:594,primary_500,business,10,117,519,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:596,primary_500,business,10,328,521,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:629,primary_500,business,10,205,554,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:685,primary_500,business,10,385,609,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:702,primary_500,business,10,715,625,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:703,primary_500,business,10,336,626,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:706,primary_500,business,10,151,629,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:708,primary_500,business,10,169,631,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:716,primary_500,business,10,100,639,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:734,primary_500,business,10,364,657,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:833,primary_500,business,10,115,756,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:863,primary_500,business,10,1484,786,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:892,primary_500,law,10,639,815,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:933,primary_500,law,10,906,856,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:989,primary_500,law,10,641,911,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:997,primary_500,law,4,149,919,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:1013,primary_500,law,9,502,934,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:1014,primary_500,law,10,1384,935,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:1057,primary_500,law,8,320,977,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:1070,primary_500,law,10,933,990,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:1071,primary_500,law,10,645,991,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:1080,primary_500,law,9,563,1000,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:1084,primary_500,law,10,1060,1004,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:1111,primary_500,law,10,350,1030,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:1126,primary_500,law,4,123,1045,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:1174,primary_500,law,10,1704,1092,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:1215,primary_500,law,10,1025,1132,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:1273,primary_500,law,10,1006,1189,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:1306,primary_500,law,8,1441,1222,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:1353,primary_500,law,10,1179,1268,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:1398,primary_500,law,10,236,1311,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:1416,primary_500,law,10,1176,1328,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:1430,primary_500,law,9,633,1340,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:1459,primary_500,law,9,882,1369,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:1468,primary_500,law,10,1190,1377,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:1535,primary_500,law,10,590,1444,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:1642,primary_500,law,10,423,1549,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:1645,primary_500,law,8,772,1552,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:1667,primary_500,law,4,149,1574,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:1679,primary_500,law,10,925,1586,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:1746,primary_500,law,8,659,1651,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:1749,primary_500,law,10,964,1654,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:1755,primary_500,law,9,1529,1660,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:1803,primary_500,law,10,1173,1708,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:1862,primary_500,law,9,801,1767,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:1881,primary_500,law,10,890,1786,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:1949,primary_500,law,10,818,1853,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:1969,primary_500,law,9,440,1873,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:2036,primary_500,psychology,10,56,1938,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:2044,primary_500,psychology,8,62,1945,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:2053,primary_500,psychology,10,20,1954,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:2059,primary_500,psychology,10,62,1960,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:2071,primary_500,psychology,10,147,1972,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:2085,primary_500,psychology,10,110,1986,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:2145,primary_500,psychology,7,254,2045,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:2168,primary_500,psychology,10,94,2068,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:2170,primary_500,psychology,10,135,2070,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:2189,primary_500,psychology,10,40,2089,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:2231,primary_500,psychology,10,128,2131,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:2286,primary_500,psychology,4,62,2185,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:2321,primary_500,psychology,10,88,2220,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:2371,primary_500,psychology,10,71,2270,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:2403,primary_500,psychology,10,169,2301,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:2423,primary_500,psychology,10,152,2321,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:2435,primary_500,psychology,8,444,2332,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:2448,primary_500,psychology,10,211,2345,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:2457,primary_500,psychology,4,78,2354,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:2474,primary_500,psychology,10,46,2371,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:2492,primary_500,psychology,10,185,2389,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:2506,primary_500,psychology,9,156,2403,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:2512,primary_500,psychology,10,42,2409,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:2541,primary_500,psychology,10,61,2438,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:2555,primary_500,psychology,10,81,2452,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:2570,primary_500,psychology,10,140,2467,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:2576,primary_500,psychology,6,153,2473,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:2612,primary_500,psychology,10,149,2508,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:2645,primary_500,psychology,10,106,2537,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:2662,primary_500,psychology,6,74,2554,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:2666,primary_500,psychology,10,102,2558,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:2682,primary_500,psychology,10,59,2574,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:2729,primary_500,psychology,8,127,2617,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:2747,primary_500,psychology,10,68,2635,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:2779,primary_500,psychology,9,87,2663,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:2785,primary_500,psychology,10,60,2669,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:2825,primary_500,biology,10,197,2708,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:2839,primary_500,biology,10,576,2721,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:2840,primary_500,biology,10,48,2722,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:2845,primary_500,biology,10,113,2727,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:2859,primary_500,biology,10,394,2741,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:2863,primary_500,biology,10,55,2745,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:2899,primary_500,biology,10,55,2781,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:2921,primary_500,biology,10,69,2803,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:2940,primary_500,biology,10,234,2822,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:2956,primary_500,biology,9,66,2838,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3002,primary_500,biology,10,58,2884,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3003,primary_500,biology,10,216,2885,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3053,primary_500,biology,4,90,2935,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3057,primary_500,biology,4,142,2939,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3065,primary_500,biology,10,416,2947,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3089,primary_500,biology,10,114,2971,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3090,primary_500,biology,10,67,2972,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3124,primary_500,biology,10,46,3004,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3197,primary_500,biology,10,48,3077,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3205,primary_500,biology,4,175,3085,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3207,primary_500,biology,10,103,3087,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3218,primary_500,biology,10,360,3097,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3228,primary_500,biology,10,400,3107,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3229,primary_500,biology,10,138,3108,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3280,primary_500,biology,10,177,3159,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3313,primary_500,biology,10,63,3192,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3335,primary_500,biology,10,106,3214,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3370,primary_500,biology,10,98,3249,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3371,primary_500,biology,10,98,3250,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3399,primary_500,biology,10,259,3278,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3415,primary_500,biology,10,126,3294,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3418,primary_500,biology,10,200,3297,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3441,primary_500,biology,10,112,3320,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3474,primary_500,biology,10,125,3353,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3484,primary_500,biology,10,45,3363,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3602,primary_500,chemistry,10,419,3481,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3607,primary_500,chemistry,10,295,3486,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3630,primary_500,chemistry,9,37,3509,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3641,primary_500,chemistry,10,325,3520,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3675,primary_500,chemistry,10,186,3554,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3723,primary_500,chemistry,9,163,3600,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3736,primary_500,chemistry,10,378,3613,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3797,primary_500,chemistry,10,236,3674,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3812,primary_500,chemistry,9,87,3689,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3821,primary_500,chemistry,10,234,3698,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3833,primary_500,chemistry,10,167,3710,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3835,primary_500,chemistry,10,539,3712,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3891,primary_500,chemistry,10,153,3768,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3927,primary_500,chemistry,10,250,3804,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:4002,primary_500,chemistry,10,192,3878,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:4010,primary_500,chemistry,10,128,3886,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:4060,primary_500,chemistry,10,276,3935,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:4115,primary_500,chemistry,10,153,3989,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:4127,primary_500,chemistry,10,132,4001,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:4148,primary_500,chemistry,10,159,4022,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:4162,primary_500,chemistry,10,150,4036,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:4173,primary_500,chemistry,10,215,4047,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:4230,primary_500,chemistry,10,137,4103,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:4239,primary_500,chemistry,10,459,4112,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:4328,primary_500,chemistry,10,139,4201,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:4368,primary_500,chemistry,10,280,4241,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:4388,primary_500,chemistry,10,382,4261,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:4439,primary_500,chemistry,10,158,4309,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:4498,primary_500,chemistry,10,281,4366,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:4506,primary_500,chemistry,10,87,4374,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:4540,primary_500,chemistry,10,90,4408,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:4553,primary_500,chemistry,10,152,4421,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:4555,primary_500,chemistry,10,522,4423,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:4638,primary_500,chemistry,10,161,4506,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:4647,primary_500,chemistry,10,229,4515,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:4670,primary_500,history,10,65,4538,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:4677,primary_500,history,8,104,4545,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:4688,primary_500,history,7,539,4556,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:4698,primary_500,history,10,446,4566,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:4716,primary_500,history,10,1043,4584,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:4747,primary_500,history,10,1192,4615,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:4749,primary_500,history,10,1160,4617,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:4758,primary_500,history,10,32,4625,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:4768,primary_500,history,9,1462,4633,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:4778,primary_500,history,7,422,4642,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:4782,primary_500,history,9,13,4646,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:4787,primary_500,history,10,64,4651,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:4797,primary_500,history,10,1158,4661,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:4802,primary_500,history,9,1236,4666,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:4810,primary_500,history,10,1138,4672,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:4845,primary_500,history,9,128,4706,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:4861,primary_500,history,9,450,4722,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:4869,primary_500,history,10,118,4730,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:4871,primary_500,history,10,116,4732,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:4877,primary_500,history,10,1223,4738,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:4890,primary_500,history,10,1473,4751,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:4901,primary_500,history,9,849,4762,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:4908,primary_500,history,10,35,4769,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:4916,primary_500,history,10,1503,4777,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:4918,primary_500,history,10,2282,4779,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:4939,primary_500,history,10,1173,4800,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:4952,primary_500,history,10,831,4813,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:4954,primary_500,history,10,1448,4815,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:4971,primary_500,history,10,58,4832,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:4977,primary_500,history,10,1044,4838,mmlu_pro,test,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
