question_id,category,n_choices,question_char_len,gpt_correct,claude_correct,gemini_correct,grok_correct,target_model,other_models,other_n_correct,difficulty_bin
mmlu_pro:test:11138,philosophy,10,61,0,0,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:11183,philosophy,10,91,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:11183,philosophy,10,91,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:11201,philosophy,10,92,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:11201,philosophy,10,92,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:11327,engineering,10,232,1,0,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:11327,engineering,10,232,1,0,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:11444,engineering,10,470,0,1,0,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:11444,engineering,10,470,0,1,0,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,hard_0to1
mmlu_pro:test:115,business,10,221,1,1,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:115,business,10,221,1,1,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:11701,engineering,10,81,0,0,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:11701,engineering,10,81,0,0,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:11774,engineering,10,611,1,0,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:11774,engineering,10,611,1,0,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:11802,engineering,10,397,0,0,0,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,hard_0to1
mmlu_pro:test:11802,engineering,10,397,0,0,0,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,hard_0to1
mmlu_pro:test:11906,engineering,10,202,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:11906,engineering,10,202,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:11944,engineering,4,139,1,0,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:11944,engineering,4,139,1,0,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:1340,law,9,529,0,1,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:1340,law,9,529,0,1,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:1404,law,10,764,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:1404,law,10,764,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:1441,law,10,717,0,0,0,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:1441,law,10,717,0,0,0,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:1485,law,4,61,1,0,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:1485,law,4,61,1,0,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:1731,law,9,861,1,0,0,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,hard_0to1
mmlu_pro:test:1731,law,9,861,1,0,0,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:1860,law,10,1740,1,1,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:1860,law,10,1740,1,1,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:1908,law,10,401,0,0,0,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,hard_0to1
mmlu_pro:test:1908,law,10,401,0,0,0,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,hard_0to1
mmlu_pro:test:2089,psychology,10,98,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2089,psychology,10,98,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2180,psychology,10,44,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2180,psychology,10,44,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2223,psychology,10,173,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2223,psychology,10,173,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2284,psychology,10,65,1,1,0,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:2284,psychology,10,65,1,1,0,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:2737,psychology,10,148,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2737,psychology,10,148,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2770,psychology,10,54,1,1,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:2770,psychology,10,54,1,1,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:2776,psychology,7,87,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2776,psychology,7,87,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2849,biology,10,175,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2849,biology,10,175,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2864,biology,10,116,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2864,biology,10,116,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2885,biology,10,221,0,1,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:2885,biology,10,221,0,1,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:2925,biology,4,97,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:2925,biology,4,97,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3047,biology,10,271,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3047,biology,10,271,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3111,biology,4,144,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3111,biology,4,144,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:316,business,10,96,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:316,business,10,96,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3225,biology,10,83,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3225,biology,10,83,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3333,biology,4,86,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3333,biology,4,86,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3491,biology,10,82,0,0,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:3491,biology,10,82,0,0,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:3539,chemistry,10,257,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3539,chemistry,10,257,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3682,chemistry,10,389,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3682,chemistry,10,389,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3770,chemistry,10,231,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3770,chemistry,10,231,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3888,chemistry,10,28,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3888,chemistry,10,28,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:391,business,10,130,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:391,business,10,130,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3955,chemistry,10,270,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:3955,chemistry,10,270,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:4042,chemistry,10,205,1,0,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:4042,chemistry,10,205,1,0,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:429,business,9,134,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:429,business,9,134,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:4290,chemistry,10,205,0,0,0,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,hard_0to1
mmlu_pro:test:4290,chemistry,10,205,0,0,0,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,hard_0to1
mmlu_pro:test:4568,chemistry,10,178,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:4568,chemistry,10,178,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:471,business,10,286,1,0,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:471,business,10,286,1,0,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:4773,history,10,1262,1,0,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:4773,history,10,1262,1,0,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:4781,history,10,85,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:4781,history,10,85,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:4822,history,9,63,1,0,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:4822,history,9,63,1,0,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:4848,history,8,1069,0,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:4848,history,8,1069,0,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:4924,history,10,433,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:4924,history,10,433,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:494,business,10,117,1,1,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:494,business,10,117,1,1,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:5056,history,4,1201,1,1,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:5056,history,4,1201,1,1,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:529,business,10,110,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:529,business,10,110,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:5390,other,4,40,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:5390,other,4,40,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:5777,other,10,313,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:5777,other,10,313,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:5807,other,10,23,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:5807,other,10,23,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:5886,other,10,52,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:5886,other,10,52,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6020,health,10,53,1,1,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:6020,health,10,53,1,1,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:6099,health,9,68,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6099,health,9,68,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6112,health,9,402,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6112,health,9,402,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6167,health,10,158,1,1,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:6167,health,10,158,1,1,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:6186,health,10,448,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6186,health,10,448,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6452,health,9,71,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6452,health,9,71,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6524,health,10,60,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6524,health,10,60,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6549,health,10,373,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6549,health,10,373,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6624,health,9,22,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6624,health,9,22,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6662,health,10,37,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6662,health,10,37,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
