question_id,model_alias,stage1_correct,error,q1,q2,hidden_verify_fraction,hidden_verify_count,n_hidden_cells,single_hidden_verify,canonical_hidden_spec,category,n_choices,question_char_len,question_ws_tokens,other_n_correct,other_frac_correct,other_frac_wrong,other_models,target_correct,gpt_correct,claude_correct,gemini_correct,grok_correct,choice_count_varies
mmlu_pro:test:659,openai_gpt56_sol,True,0,0.88,0.78,0.875,7,8,1,ai_system|L=10|hidden,business,10,204,35,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:659,anthropic_sonnet5,True,0,0.72,0.72,1.0,8,8,1,ai_system|L=10|hidden,business,10,204,35,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:750,openai_gpt56_sol,True,0,0.99,0.99,0.0,0,8,0,ai_system|L=10|hidden,business,10,149,26,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:750,anthropic_sonnet5,True,0,0.98,0.97,0.0,0,8,0,ai_system|L=10|hidden,business,10,149,26,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:751,openai_gpt56_sol,False,1,0.99,0.99,0.875,7,8,1,ai_system|L=10|hidden,business,4,259,41,2,0.6666666666666666,0.33333333333333337,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,1,1,True
mmlu_pro:test:751,anthropic_sonnet5,False,1,0.85,0.85,1.0,8,8,1,ai_system|L=10|hidden,business,4,259,41,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,1,1,True
mmlu_pro:test:774,openai_gpt56_sol,False,1,0.03,0.01,1.0,8,8,1,ai_system|L=10|hidden,business,10,206,39,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,1,0,True
mmlu_pro:test:774,anthropic_sonnet5,False,1,0.55,0.55,1.0,8,8,1,ai_system|L=10|hidden,business,10,206,39,1,0.3333333333333333,0.6666666666666667,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,1,0,True
mmlu_pro:test:802,openai_gpt56_sol,True,0,0.99,0.99,0.125,1,8,1,ai_system|L=10|hidden,business,10,166,30,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:802,anthropic_sonnet5,True,0,0.9,0.9,1.0,8,8,1,ai_system|L=10|hidden,business,10,166,30,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:811,openai_gpt56_sol,True,0,0.98,0.92,0.25,2,8,1,ai_system|L=10|hidden,business,10,182,34,2,0.6666666666666666,0.33333333333333337,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,1,True
mmlu_pro:test:811,anthropic_sonnet5,False,1,0.72,0.6,0.875,7,8,1,ai_system|L=10|hidden,business,10,182,34,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,1,True
mmlu_pro:test:820,openai_gpt56_sol,True,0,0.99,0.999,0.375,3,8,0,ai_system|L=10|hidden,business,4,77,15,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,0,True
mmlu_pro:test:820,anthropic_sonnet5,False,1,0.9,0.9,1.0,8,8,1,ai_system|L=10|hidden,business,4,77,15,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,0,True
mmlu_pro:test:925,openai_gpt56_sol,True,0,0.93,0.93,0.75,6,8,0,ai_system|L=10|hidden,law,10,493,81,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,0,True
mmlu_pro:test:925,anthropic_sonnet5,False,1,0.2,0.2,1.0,8,8,1,ai_system|L=10|hidden,law,10,493,81,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,0,True
mmlu_pro:test:953,openai_gpt56_sol,True,0,0.97,0.98,0.0,0,8,0,ai_system|L=10|hidden,law,10,1359,238,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:953,anthropic_sonnet5,True,0,0.72,0.72,0.875,7,8,1,ai_system|L=10|hidden,law,10,1359,238,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1010,openai_gpt56_sol,True,0,0.98,0.98,0.0,0,8,0,ai_system|L=10|hidden,law,10,433,71,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1010,anthropic_sonnet5,True,0,0.72,0.75,0.625,5,8,1,ai_system|L=10|hidden,law,10,433,71,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1023,openai_gpt56_sol,True,0,0.88,0.74,1.0,8,8,1,ai_system|L=10|hidden,law,9,975,162,0,0.0,1.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,0,0,True
mmlu_pro:test:1023,anthropic_sonnet5,False,1,0.5,0.6,1.0,8,8,1,ai_system|L=10|hidden,law,9,975,162,1,0.3333333333333333,0.6666666666666667,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,0,0,True
mmlu_pro:test:1026,openai_gpt56_sol,True,0,0.93,0.93,0.5,4,8,0,ai_system|L=10|hidden,law,9,1064,176,2,0.6666666666666666,0.33333333333333337,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,0,1,True
mmlu_pro:test:1026,anthropic_sonnet5,True,0,0.72,0.72,1.0,8,8,1,ai_system|L=10|hidden,law,9,1064,176,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,0,1,True
mmlu_pro:test:1065,openai_gpt56_sol,True,0,0.88,0.93,0.375,3,8,1,ai_system|L=10|hidden,law,10,862,139,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1065,anthropic_sonnet5,True,0,0.6,0.72,1.0,8,8,1,ai_system|L=10|hidden,law,10,862,139,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1131,openai_gpt56_sol,True,0,0.94,0.97,0.5,4,8,1,ai_system|L=10|hidden,law,4,712,117,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1131,anthropic_sonnet5,True,0,0.55,0.6,1.0,8,8,1,ai_system|L=10|hidden,law,4,712,117,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1183,openai_gpt56_sol,True,0,0.98,0.98,0.0,0,8,0,ai_system|L=10|hidden,law,10,653,115,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1183,anthropic_sonnet5,True,0,0.85,0.9,0.0,0,8,0,ai_system|L=10|hidden,law,10,653,115,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1195,openai_gpt56_sol,True,0,0.87,0.86,1.0,8,8,1,ai_system|L=10|hidden,law,10,647,119,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1195,anthropic_sonnet5,True,0,0.5,0.4,1.0,8,8,1,ai_system|L=10|hidden,law,10,647,119,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1232,openai_gpt56_sol,True,0,0.98,0.98,0.0,0,8,0,ai_system|L=10|hidden,law,9,597,108,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1232,anthropic_sonnet5,True,0,0.75,0.75,0.0,0,8,0,ai_system|L=10|hidden,law,9,597,108,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1247,openai_gpt56_sol,False,1,0.93,0.78,1.0,8,8,1,ai_system|L=10|hidden,law,10,852,131,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,0,1,1,1,True
mmlu_pro:test:1247,anthropic_sonnet5,True,0,0.6,0.72,0.75,6,8,1,ai_system|L=10|hidden,law,10,852,131,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,0,1,1,1,True
mmlu_pro:test:1252,openai_gpt56_sol,True,0,0.95,0.93,0.25,2,8,1,ai_system|L=10|hidden,law,10,1856,322,2,0.6666666666666666,0.33333333333333337,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,1,True
mmlu_pro:test:1252,anthropic_sonnet5,False,1,0.6,0.6,1.0,8,8,1,ai_system|L=10|hidden,law,10,1856,322,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,1,True
mmlu_pro:test:1313,openai_gpt56_sol,True,0,0.98,0.98,0.125,1,8,0,ai_system|L=10|hidden,law,9,735,130,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1313,anthropic_sonnet5,True,0,0.72,0.72,0.25,2,8,0,ai_system|L=10|hidden,law,9,735,130,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1317,openai_gpt56_sol,False,1,0.88,0.84,1.0,8,8,1,ai_system|L=10|hidden,law,10,2336,385,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,1,0,True
mmlu_pro:test:1317,anthropic_sonnet5,False,1,0.55,0.55,1.0,8,8,1,ai_system|L=10|hidden,law,10,2336,385,1,0.3333333333333333,0.6666666666666667,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,1,0,True
mmlu_pro:test:1328,openai_gpt56_sol,True,0,0.86,0.92,0.75,6,8,1,ai_system|L=10|hidden,law,10,982,168,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1328,anthropic_sonnet5,True,0,0.75,0.72,0.125,1,8,0,ai_system|L=10|hidden,law,10,982,168,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1340,openai_gpt56_sol,False,1,0.04,0.93,0.5,4,8,0,ai_system|L=10|hidden,law,9,529,103,2,0.6666666666666666,0.33333333333333337,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,0,1,1,0,True
mmlu_pro:test:1340,anthropic_sonnet5,True,0,0.7,0.6,1.0,8,8,1,ai_system|L=10|hidden,law,9,529,103,1,0.3333333333333333,0.6666666666666667,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,0,1,1,0,True
mmlu_pro:test:1375,openai_gpt56_sol,True,0,0.99,0.99,0.0,0,8,0,ai_system|L=10|hidden,law,10,149,27,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1375,anthropic_sonnet5,True,0,0.75,0.75,0.0,0,8,0,ai_system|L=10|hidden,law,10,149,27,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1404,openai_gpt56_sol,True,0,0.96,0.97,0.0,0,8,0,ai_system|L=10|hidden,law,10,764,120,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:1404,anthropic_sonnet5,True,0,0.65,0.72,0.875,7,8,1,ai_system|L=10|hidden,law,10,764,120,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
